source	total_terms	strongest_term_neglog10	median_overlap_fraction
GO:BP	345	55.47856530117578	0.05745721271393643
REAC	14	3.961981825498815	0.059178743961352656
KEGG	9	3.5718834467814324	0.037940379403794036
