source	total_terms	strongest_term_neglog10	median_overlap_fraction
GO:BP	592	56.738513501327304	0.038629283489096576
REAC	14	7.1275434689709165	0.027710843373493978
KEGG	22	6.15486920421459	0.04569190600522193
