gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	abs_log2FoldChange
ENSMUSG00000051295	23.892377214986	3.3159040707346	1.46252719017311	2.2672426830862	0.0233754047122899	0.160371227049264	3.3159040707346
ENSMUSG00000074199	206.203043613713	3.07992497106757	0.600719755708924	5.12705790311969	2.94305023360853e-07	0.0002241227179897	3.07992497106757
ENSMUSG00000039084	281.172985047038	3.05360361027507	0.534011197449507	5.71823891495048	1.07633736685091e-08	1.7663968861801e-05	3.05360361027507
ENSMUSG00000058914	87.5627641195535	3.01895428380521	0.697168978762316	4.33030495585841	1.48902985196873e-05	0.0027338264380004	3.01895428380521
ENSMUSG00000054889	48.774280820478	3.00042636843903	0.533845822379683	5.62039870437548	1.90517269879122e-08	2.68168933794021e-05	3.00042636843903
ENSMUSG00000048373	185.62942429769	2.88667649944034	0.780452260198204	3.698722710736	0.0002166871694179	0.0138638749190836	2.88667649944034
ENSMUSG00000079507	72.4706189095849	2.79235883613319	0.876463857642474	3.18593723150675	0.0014428589775808	0.0359990118025383	2.79235883613319
ENSMUSG00000024650	127.118172142677	2.78173945128824	0.902776244147016	3.08131662670915	0.0020608737219291	0.0435171160530951	2.78173945128824
ENSMUSG00000048939	297.761731847003	2.76345863562223	0.782357343196417	3.53222048678138	0.0004120856103974	0.0188122649870897	2.76345863562223
ENSMUSG00000058626	53.934157621624	-2.71677823588134	0.828202085041951	-3.2803325238474	0.0010368480277638	0.029937435960614	2.71677823588134
ENSMUSG00000026602	48.2984768669083	2.71428341249037	0.853698731678297	3.17943943427716	0.0014756020269528	0.0362017715635045	2.71428341249037
ENSMUSG00000031891	35.337706560793	2.64390835124692	0.555086534718491	4.76305618292068	1.90682722589764e-06	0.0008052054668159	2.64390835124692
ENSMUSG00000041559	1424.71459858455	2.61324697636466	0.625427600423082	4.17833650864925	2.93648967542786e-05	0.0043492896171762	2.61324697636466
ENSMUSG00000048424	135.06928002443	2.60891375959719	0.79445833837952	3.2838899581804	0.0010238489089428	0.0297144878366905	2.60891375959719
ENSMUSG00000026989	75.285094476523	2.60306135719855	0.696711745840862	3.73620995015222	0.0001868147081702	0.0125716622936394	2.60306135719855
ENSMUSG00000063796	241.025305430815	2.59844105328095	0.825148954997712	3.14905695213315	0.0016379826993941	0.038117769191193	2.59844105328095
ENSMUSG00000020953	129.045816246533	2.57220467797282	0.779558966187939	3.29956397083208	0.0009683515465818	0.0287459155945762	2.57220467797282
ENSMUSG00000036814	535.471300261781	2.54239269248684	0.724401553148769	3.50964555699222	0.0004487043907705	0.0194901447426787	2.54239269248684
ENSMUSG00000028716	32.5513371166032	2.52725628373198	0.605290691553264	4.17527696856971	2.97623721194214e-05	0.0043492896171762	2.52725628373198
ENSMUSG00000046056	46.4918427393838	2.51151164147355	0.530331314458809	4.73574079636707	2.18256392193702e-06	0.0008777544572723	2.51151164147355
ENSMUSG00000015090	24181.9382902565	2.50711304068538	0.84086446616384	2.98158994888111	0.0028675579447764	0.0518195865282062	2.50711304068538
ENSMUSG00000040152	4676.37408368252	2.49472706237062	0.500486798600191	4.98460113103504	6.20897641027842e-07	0.0003616407605034	2.49472706237062
ENSMUSG00000095630	38.9825392996197	2.47981965458455	1.1637644115815	2.13086053320243	0.0331006336334666	0.192927123085881	2.47981965458455
ENSMUSG00000063011	242.951070061068	2.46031413270231	0.736608324714739	3.340057463585	0.0008376105650676	0.0266442185584895	2.46031413270231
ENSMUSG00000078234	97.0648972289888	2.44865700049386	0.80577526061658	3.03888332165987	0.0023745680179095	0.0471314082144649	2.44865700049386
