Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
fastqc_fastp_trim | SRR30333750_2 - polya	(1, 0.003913690718878822)	(2, 0.005902456936875574)	(3, 0.007007112102708399)	(4, 0.007982149236823539)	(5, 0.008928167408613822)	(6, 0.009707810196408269)	(7, 0.010398461499739825)	(8, 0.011965485465282014)	(9, 0.013803353079189517)	(10, 0.017739485128932895)	(15, 0.02367869941808662)	(20, 0.030046233591155207)	(25, 0.036629668843920715)	(30, 0.04251277980591305)	(35, 0.04902153959562928)	(40, 0.055966744578711314)	(45, 0.06268405397766882)	(50, 0.06954336283226929)	(55, 0.07606992091887808)	(60, 0.08296211793078007)	(65, 0.09200249199371666)	(70, 0.1018739691376371)	(75, 0.10807009797324023)	(80, 0.11448019329105194)	(85, 0.12122884316932028)	(90, 0.12787109018573084)	(95, 0.1340095680161819)	(100, 0.14010006782892254)	(105, 0.14600562012177942)	(110, 0.1513211201806976)	(115, 0.15624621846647205)	(120, 0.16114810158238663)	(125, 0.16615561372116364)	(130, 0.1705726867065043)	(135, 0.17432774043134058)	(140, 0.17646624449493356)
fastqc_fastp_trim | SRR30333750_2 - polyg	(1, 0.0975849665060235)	(2, 0.11978640728202615)	(3, 0.12053703110749574)	(4, 0.1208601088880458)	(5, 0.12115610230375931)	(6, 0.12149465686421596)	(7, 0.12189705314178728)	(8, 0.12235748734400832)	(9, 0.12287402487339075)	(10, 0.12411023266842958)	(15, 0.12519438110088615)	(20, 0.125633147811238)	(25, 0.1259744108081783)	(30, 0.12632457295356486)	(35, 0.12674863672300543)	(40, 0.12717734352641796)	(45, 0.12755729847312475)	(50, 0.1280866043459301)	(55, 0.12858534357841994)	(60, 0.12919512870673958)	(65, 0.1297936931696269)	(70, 0.13044100948922002)	(75, 0.13108329585534348)	(80, 0.13172209994598796)	(85, 0.13232066440887533)	(90, 0.13292503266422764)	(95, 0.13351160262268738)	(100, 0.13411094092457004)	(105, 0.13470060623901112)	(110, 0.1352933669094335)	(115, 0.13586794236346564)	(120, 0.1364421308980001)	(125, 0.1369753059657821)	(130, 0.13738002376033942)	(135, 0.1376833686465086)	(140, 0.13771432220632177)
fastqc_fastp_trim | SRR30333751_1 - polya	(1, 0.0006825260284573337)	(2, 0.0017446487247964174)	(3, 0.002616038120032356)	(4, 0.004044667943981405)	(5, 0.005241425911687415)	(6, 0.006361516572087259)	(7, 0.008141694049049948)	(8, 0.010314557734166173)	(9, 0.013222305608826868)	(10, 0.019048646977230594)	(15, 0.02575535342562806)	(20, 0.03207161758706143)	(25, 0.03798434992125893)	(30, 0.043759829076035164)	(35, 0.04926902958299679)	(40, 0.054700440822057536)	(45, 0.05989624033622616)	(50, 0.06505875501941796)	(55, 0.06974630638417643)	(60, 0.07409165976754398)	(65, 0.07849909497048627)	(70, 0.08310810909361403)	(75, 0.08754134939023497)	(80, 0.09186014970619406)	(85, 0.09629600791086936)	(90, 0.10019893483305058)	(95, 0.10366691503134366)	(100, 0.10696660114042807)	(105, 0.11011631851668433)	(110, 0.11333036163370477)	(115, 0.11631477681567164)	(120, 0.11902393766506611)	(125, 0.12161865853379872)	(130, 0.1241759807160405)	(135, 0.12681034419245335)	(140, 0.12837847111701312)
fastqc_fastp_trim | SRR30333751_2 - polya	(1, 0.0035079967928382414)	(2, 0.0052676049922309835)	(3, 0.006144604190440544)	(4, 0.00709453082730719)	(5, 0.007838764688474364)	(6, 0.008470802490169101)	(7, 0.009104710226188377)	(8, 0.010488461626348452)	(9, 0.012079775736532537)	(10, 0.01538768955664493)	(15, 0.020510187645291562)	(20, 0.026023128020902276)	(25, 0.03123239106220759)	(30, 0.03620716433921552)	(35, 0.04180312979883583)	(40, 0.04760777992907489)	(45, 0.05319028186155852)	(50, 0.05910525811694547)	(55, 0.06475806958003183)	(60, 0.07071381040369376)	(65, 0.07890636666637121)	(70, 0.08776873340409913)	(75, 0.09321173823597204)	(80, 0.09896664811317829)	(85, 0.10481318477228707)	(90, 0.11097910621402737)	(95, 0.11670035727339192)	(100, 0.1223127781550682)	(105, 0.12770866064196268)	(110, 0.13257871759679632)	(115, 0.13743493703762835)	(120, 0.14229564432083927)	(125, 0.14694766693343148)	(130, 0.15105217277579822)	(135, 0.15484552154656134)	(140, 0.15696228720194136)
fastqc_fastp_trim | SRR30333751_2 - polyg	(1, 0.09500762316126085)	(2, 0.12720228242687706)	(3, 0.12847009789891561)	(4, 0.1287131893611059)	(5, 0.12900676905005878)	(6, 0.1293583167030724)	(7, 0.12963132711445535)	(8, 0.1300296231255825)	(9, 0.13043913874265692)	(10, 0.13154015607294642)	(15, 0.13249419656532707)	(20, 0.13286294761412648)	(25, 0.13320626755611215)	(30, 0.13359670984307623)	(35, 0.1339867781431754)	(40, 0.13436039102121863)	(45, 0.13471081671363755)	(50, 0.13516708068882546)	(55, 0.1356285804801221)	(60, 0.13620601619954026)	(65, 0.136817484723665)	(70, 0.13747682356649807)	(75, 0.1380823083007843)	(80, 0.13864067069009214)	(85, 0.13923568379216097)	(90, 0.1398018999056319)	(95, 0.1403823275199693)	(100, 0.14095153552835948)	(105, 0.14151625569437076)	(110, 0.14204619508194555)	(115, 0.14256416688984333)	(120, 0.14309074039563396)	(125, 0.14363676121839983)	(130, 0.1440200977549307)	(135, 0.14428637640274525)	(140, 0.14432901090534478)
fastqc_fastp_trim | SRR30333752_1 - polya	(1, 0.0009606328823141685)	(2, 0.002313857141487292)	(3, 0.003474259972203141)	(4, 0.005095002249235906)	(5, 0.0065263973577836)	(6, 0.0077284913081658866)	(7, 0.009714030882279982)	(8, 0.01229019465166861)	(9, 0.015575107455386681)	(10, 0.022142153654845058)	(15, 0.029765027459855965)	(20, 0.03690497912873064)	(25, 0.04375135582995415)	(30, 0.05064046592883577)	(35, 0.05702372377576459)	(40, 0.06348515247206798)	(45, 0.06954982067954579)	(50, 0.07577083058577273)	(55, 0.08127058412177031)	(60, 0.08647502556013062)	(65, 0.0918809740768787)	(70, 0.09747418520612854)	(75, 0.10238261969485714)	(80, 0.10715486319267538)	(85, 0.11207024620134838)	(90, 0.11649610597993795)	(95, 0.12063325475483744)	(100, 0.12466895513854861)	(105, 0.12868311511043212)	(110, 0.13253711169759708)	(115, 0.13608224657323315)	(120, 0.13939391117873717)	(125, 0.14243771034038438)	(130, 0.14541688826654856)	(135, 0.1486774812504612)	(140, 0.150520576165715)
fastqc_fastp_trim | SRR30333752_2 - polya	(1, 0.00384948004920108)	(2, 0.005803751283565347)	(3, 0.0067782812057683274)	(4, 0.00776497103787402)	(5, 0.008600530561188875)	(6, 0.009326650895379332)	(7, 0.009995445940028436)	(8, 0.011511960417895107)	(9, 0.013205662154344138)	(10, 0.016775464275782866)	(15, 0.022229010154150138)	(20, 0.028364900691058105)	(25, 0.034423315230585935)	(30, 0.04002799141774405)	(35, 0.04629729353758462)	(40, 0.05293590949247038)	(45, 0.059405328986709846)	(50, 0.06587718046292985)	(55, 0.0719682530461964)	(60, 0.07854294261759362)	(65, 0.08691000290865045)	(70, 0.09540422111468991)	(75, 0.1012635605578105)	(80, 0.10744218449237657)	(85, 0.11387442940491346)	(90, 0.12052173100972974)	(95, 0.12673162328404564)	(100, 0.1328504899470898)	(105, 0.1387199047441298)	(110, 0.144059842321406)	(115, 0.14916491992456132)	(120, 0.15424915196788339)	(125, 0.15928926090955847)	(130, 0.16384436315911405)	(135, 0.16791862782851663)	(140, 0.17031864661731458)
fastqc_fastp_trim | SRR30333752_2 - polyg	(1, 0.12282030140733934)	(2, 0.15767407744848125)	(3, 0.15844883742228255)	(4, 0.15880842332940556)	(5, 0.15911763246693164)	(6, 0.15953280653360993)	(7, 0.1599479806002882)	(8, 0.16053339340560444)	(9, 0.16121261123017014)	(10, 0.16277915505163656)	(15, 0.16404830221948236)	(20, 0.16451176849977425)	(25, 0.16485155112505573)	(30, 0.1652437950759174)	(35, 0.16567773014644563)	(40, 0.16603974803554916)	(45, 0.16641010414858604)	(50, 0.1669513938522553)	(55, 0.16746732145812743)	(60, 0.16813264224280436)	(65, 0.16878441341358966)	(70, 0.16947752827804416)	(75, 0.17013937480274888)	(80, 0.1708217194612896)	(85, 0.17145229764624445)	(90, 0.17205647145541056)	(95, 0.17264883278067122)	(100, 0.17326968303770393)	(105, 0.17387177229088674)	(110, 0.17444120350033082)	(115, 0.17500542331981658)	(120, 0.1755230880556749)	(125, 0.17603832080955262)	(130, 0.17641493059053942)	(135, 0.17670676842820449)	(140, 0.1767547132158209)
fastqc_fastp_trim | SRR30333753_1 - polya	(1, 0.0006303976350156708)	(2, 0.0012299186511734311)	(3, 0.0017393828623289529)	(4, 0.0026579622733517876)	(5, 0.0037412169849501443)	(6, 0.004881078831121336)	(7, 0.006666776621737155)	(8, 0.009003107448652375)	(9, 0.01201357778729864)	(10, 0.01828307524639735)	(15, 0.02575727545126886)	(20, 0.03219762353471468)	(25, 0.038441905088412755)	(30, 0.04434757305530242)	(35, 0.049969690739013604)	(40, 0.054884219240564344)	(45, 0.059968569145833595)	(50, 0.06519083461533484)	(55, 0.06945335184866937)	(60, 0.07349458664685554)	(65, 0.07775453082861858)	(70, 0.08334474267284327)	(75, 0.08766335243043631)	(80, 0.09156615705407621)	(85, 0.09572009151109376)	(90, 0.0996007678912188)	(95, 0.10298587453867439)	(100, 0.10635657209732959)	(105, 0.10957082812043806)	(110, 0.11252777898639728)	(115, 0.11551148958870001)	(120, 0.1180989502489929)	(125, 0.1208232972528892)	(130, 0.12331709883597977)	(135, 0.1260944507022488)	(140, 0.12762335794602966)
fastqc_fastp_trim | SRR30333753_2 - polya	(1, 0.003983083832670442)	(2, 0.005694163127712978)	(3, 0.006666776621737155)	(4, 0.007629097909475363)	(5, 0.008424170845066555)	(6, 0.009175501903942375)	(7, 0.009823910899958495)	(8, 0.011118155840419239)	(9, 0.012589941339312969)	(10, 0.015333843535152606)	(15, 0.019813526321121107)	(20, 0.024407967207178173)	(25, 0.02892727498734766)	(30, 0.03313833118925234)	(35, 0.037755414929138545)	(40, 0.042374042499967644)	(45, 0.04689849638328012)	(50, 0.052609127041050655)	(55, 0.057344056542911206)	(60, 0.0625184632531827)	(65, 0.07303967112901566)	(70, 0.08825000818873663)	(75, 0.09301529969914081)	(80, 0.09803738175637992)	(85, 0.10340116506231327)	(90, 0.10871554577807394)	(95, 0.11345819443464897)	(100, 0.11835728462677078)	(105, 0.12336701603646674)	(110, 0.1278235413582918)	(115, 0.13201813003013893)	(120, 0.13594820900043664)	(125, 0.13995033341473612)	(130, 0.14359274521934093)	(135, 0.1469850564111967)	(140, 0.14896424767998875)
fastqc_fastp_trim | SRR30333753_2 - polyg	(1, 0.10223248503854135)	(2, 0.1376067980434207)	(3, 0.1383967248758689)	(4, 0.13870806411601952)	(5, 0.1389164812933104)	(6, 0.13917121339888816)	(7, 0.1394722604327528)	(8, 0.13987108342633414)	(9, 0.14038312068906114)	(10, 0.14166861725417884)	(15, 0.14283781188826503)	(20, 0.14328706669264762)	(25, 0.14366581988397134)	(30, 0.14413257143904007)	(35, 0.1446868067475396)	(40, 0.14520604855466673)	(45, 0.14564655498370627)	(50, 0.14629393475909377)	(55, 0.14696292816768186)	(60, 0.1478429118051323)	(65, 0.14863695552009487)	(70, 0.14944849598574364)	(75, 0.15014476374098953)	(80, 0.15093160291155194)	(85, 0.15171741286148574)	(90, 0.1524327211983607)	(95, 0.1530795863634339)	(100, 0.153714100880964)	(105, 0.15433008942717927)	(110, 0.15496357472408073)	(115, 0.15554456976892378)	(120, 0.1560843959886229)	(125, 0.15663194136303651)	(130, 0.157013782216246)	(135, 0.1572932156169101)	(140, 0.15733181139048247)
fastqc_fastp_trim | SRR30333754_1 - polya	(1, 0.0006721314918706413)	(2, 0.0013709023416507897)	(3, 0.0021106568189840262)	(4, 0.0033483623710872804)	(5, 0.0045430351142597926)	(6, 0.005920085000043545)	(7, 0.008129102525154983)	(8, 0.010696726791355938)	(9, 0.01398566290249124)	(10, 0.020511485917769426)	(15, 0.028588539235931985)	(20, 0.03576805111068192)	(25, 0.04228649707300055)	(30, 0.04875289382832676)	(35, 0.05473158541577121)	(40, 0.06020003084017973)	(45, 0.06587462391118029)	(50, 0.07156274157927335)	(55, 0.07613364556026925)	(60, 0.08042913956410838)	(65, 0.08515332231215282)	(70, 0.09120086639388647)	(75, 0.09598693441953608)	(80, 0.10025251037526146)	(85, 0.10490046357605716)	(90, 0.10919472807106971)	(95, 0.11301399232274197)	(100, 0.11679227294686115)	(105, 0.1204307994010243)	(110, 0.12392875201268035)	(115, 0.1275767047011807)	(120, 0.13081318176904805)	(125, 0.1339123636846125)	(130, 0.1369529390127761)	(135, 0.140341875175141)	(140, 0.14233818767325188)
fastqc_fastp_trim | SRR30333754_2 - polya	(1, 0.004348362883382625)	(2, 0.006116806412298367)	(3, 0.007032790488109881)	(4, 0.007952872926676704)	(5, 0.008661889683345124)	(6, 0.009319676905572186)	(7, 0.009985660853309864)	(8, 0.011295087753631021)	(9, 0.012897547590956758)	(10, 0.016147139419641098)	(15, 0.02092419104722902)	(20, 0.025459029435978192)	(25, 0.030142638392745075)	(30, 0.03447870618786177)	(35, 0.0392344463291221)	(40, 0.04400903893905683)	(45, 0.048600434733829266)	(50, 0.054204535965438505)	(55, 0.05917093195232169)	(60, 0.0646725741150482)	(65, 0.07698446566827136)	(70, 0.09406931048632709)	(75, 0.09888406705126386)	(80, 0.10415947958989732)	(85, 0.10976030213130232)	(90, 0.11551604278485798)	(95, 0.12045989777658699)	(100, 0.12569063816118758)	(105, 0.13107219829518355)	(110, 0.13587506960812995)	(115, 0.14047548180096403)	(120, 0.14485212338735826)	(125, 0.14929638795921515)	(130, 0.15338614415273777)	(135, 0.15698409681562336)	(140, 0.15920909795548052)
fastqc_fastp_trim | SRR30333754_2 - polyg	(1, 0.11828284748096694)	(2, 0.1663177081545636)	(3, 0.16766402031968253)	(4, 0.16803287296766034)	(5, 0.16826033210057997)	(6, 0.16861688966029184)	(7, 0.16892221768556234)	(8, 0.1693463982307368)	(9, 0.16986893948203866)	(10, 0.1711193499586834)	(15, 0.17232672762639736)	(20, 0.17276771145886857)	(25, 0.1731861542961856)	(30, 0.1736640233934546)	(35, 0.17419435153399157)	(40, 0.17462836814977875)	(45, 0.1750136142487778)	(50, 0.17558369650804123)	(55, 0.1762238607704205)	(60, 0.17705295955581943)	(65, 0.17781279601065372)	(70, 0.1786168947832453)	(75, 0.17926566560741067)	(80, 0.1799935348327535)	(85, 0.1807882073710079)	(90, 0.1814996831453295)	(95, 0.1821459949518417)	(100, 0.1827861592142209)	(105, 0.18343083167563098)	(110, 0.18402878280163054)	(115, 0.1846123896579865)	(120, 0.1852005047133733)	(125, 0.18583288208651744)	(130, 0.18630091511317373)	(135, 0.1866177185541591)	(140, 0.18664763660227285)
fastqc_fastp_trim | SRR30333755_1 - polya	(1, 0.000744034058820118)	(2, 0.001454366226474168)	(3, 0.002094702158629461)	(4, 0.003142053237944192)	(5, 0.00426458545909092)	(6, 0.00555821958923461)	(7, 0.007608850044031521)	(8, 0.010009461676322216)	(9, 0.013231880962431646)	(10, 0.01997225919564526)	(15, 0.028230778003231906)	(20, 0.03556742046476827)	(25, 0.04254319344551103)	(30, 0.04934682753599018)	(35, 0.05569470835977743)	(40, 0.061418844951675766)	(45, 0.0671818683410734)	(50, 0.07300711060646994)	(55, 0.07798150974258158)	(60, 0.08250326655580129)	(65, 0.08727493585428318)	(70, 0.09321217209647772)	(75, 0.09792628893466067)	(80, 0.10221213250971788)	(85, 0.10668048478770517)	(90, 0.11101558497292818)	(95, 0.11476945715819482)	(100, 0.11855443878146095)	(105, 0.12195470035480054)	(110, 0.12545554911100504)	(115, 0.12890973371021036)	(120, 0.13203726921042147)	(125, 0.1349693337418694)	(130, 0.1378516231725182)	(135, 0.14090397753089728)	(140, 0.14274306380729798)
fastqc_fastp_trim | SRR30333755_2 - polya	(1, 0.004378653398422228)	(2, 0.006509649901384378)	(3, 0.0074662651198673866)	(4, 0.008319182211685571)	(5, 0.009140989865504308)	(6, 0.00990835600282401)	(7, 0.010582393826145372)	(8, 0.012003058161453473)	(9, 0.013558530061425845)	(10, 0.016616069326138204)	(15, 0.021496103166984862)	(20, 0.026360582288831792)	(25, 0.0313106123651772)	(30, 0.03586451559766299)	(35, 0.04071758792557679)	(40, 0.045864125951952044)	(45, 0.05065186846006701)	(50, 0.05662021414026099)	(55, 0.061693126496704234)	(60, 0.06740015289770288)	(65, 0.08036501118397259)	(70, 0.09812953726292371)	(75, 0.10310497338030203)	(80, 0.10851283068587263)	(85, 0.11389320798787708)	(90, 0.11960697476710891)	(95, 0.12447145388895584)	(100, 0.12959465983683152)	(105, 0.13477230730120623)	(110, 0.13940865054439056)	(115, 0.144075584734941)	(120, 0.14834224415656522)	(125, 0.15245905978515872)	(130, 0.1563783304824558)	(135, 0.15982162677836131)	(140, 0.16186240591112505)
fastqc_fastp_trim | SRR30333755_2 - polyg	(1, 0.0748441229203373)	(2, 0.10826602914441034)	(3, 0.10960632743155321)	(4, 0.10994075389004727)	(5, 0.11017666712820974)	(6, 0.11041258036637222)	(7, 0.110687380402034)	(8, 0.11109180309602683)	(9, 0.11149622579001964)	(10, 0.11246995119940235)	(15, 0.11341982603965214)	(20, 0.11384084043391134)	(25, 0.11428466841603677)	(30, 0.11471605262296244)	(35, 0.11515054777368808)	(40, 0.11558607990568033)	(45, 0.11599465052473974)	(50, 0.11662254268169528)	(55, 0.11736761372178202)	(60, 0.1183154145994985)	(65, 0.11913670376268395)	(70, 0.11999843519526862)	(75, 0.12072380359128906)	(80, 0.1216031637054068)	(85, 0.12252659552335707)	(90, 0.12330381298270994)	(95, 0.1240296998693637)	(100, 0.12466848032961901)	(105, 0.12522326530727584)	(110, 0.12588693331793072)	(115, 0.12641527527328797)	(120, 0.12702657572997714)	(125, 0.12764357958363282)	(130, 0.12809518492525815)	(135, 0.12838398420801972)	(140, 0.12840939024905257)
fastqc_fastp_trim | SRR30333756_1 - polya	(1, 0.0007156458611555528)	(2, 0.001450179736241897)	(3, 0.002344212395632705)	(4, 0.003578229305777764)	(5, 0.0048479235755698735)	(6, 0.00641982606825465)	(7, 0.009051556009278296)	(8, 0.011979198168551012)	(9, 0.01576099829113842)	(10, 0.023858919463733187)	(15, 0.034028226164071446)	(20, 0.04302059972969994)	(25, 0.05083436122604701)	(30, 0.05864140698410758)	(35, 0.06604802684683538)	(40, 0.07297992795943595)	(45, 0.0801901124772835)	(50, 0.08732768307490822)	(55, 0.09303480141750767)	(60, 0.09838808429913695)	(65, 0.10423329501025262)	(70, 0.111691122377415)	(75, 0.11783140583949395)	(80, 0.12316957830997857)	(85, 0.12875623309706388)	(90, 0.13382745497066)	(95, 0.13840087274376903)	(100, 0.1431707258617583)	(105, 0.1478394231718071)	(110, 0.15236205317412446)	(115, 0.1570487990308182)	(120, 0.16120164369373496)	(125, 0.16526676402528426)	(130, 0.16948298846827986)	(135, 0.173705928649562)	(140, 0.17647071415538698)
fastqc_fastp_trim | SRR30333756_2 - polya	(1, 0.004654846099832892)	(2, 0.0066380875625660215)	(3, 0.007727296365908343)	(4, 0.008680091735306058)	(5, 0.009586716403984062)	(6, 0.010314954274426809)	(7, 0.011093560182018333)	(8, 0.01259620662362354)	(9, 0.014283535868107601)	(10, 0.017920527883892277)	(15, 0.0233418076156724)	(20, 0.02858763868471762)	(25, 0.033739869151394694)	(30, 0.03877247552984342)	(35, 0.04412449921054398)	(40, 0.04944840073716981)	(45, 0.054501154330478044)	(50, 0.06049201261568227)	(55, 0.06539618049940159)	(60, 0.07148315778883142)	(65, 0.08645379763037693)	(70, 0.10728643752875437)	(75, 0.11283573602162097)	(80, 0.118773707867819)	(85, 0.12485480888624811)	(90, 0.13118313302034915)	(95, 0.1366887792143535)	(100, 0.14237910821123667)	(105, 0.14843250680923395)	(110, 0.1539070927136632)	(115, 0.15943918212717062)	(120, 0.16467955665885808)	(125, 0.17008152864306453)	(130, 0.17531057036639347)	(135, 0.1797282669579842)	(140, 0.1823889585203684)
fastqc_fastp_trim | SRR30333756_2 - polyg	(1, 0.15036118289838923)	(2, 0.2097073226689368)	(3, 0.2108909715419331)	(4, 0.21128761983447972)	(5, 0.21157303871165611)	(6, 0.2119214176352685)	(7, 0.212309671254957)	(8, 0.21285742365894997)	(9, 0.21351010947366955)	(10, 0.21519995712001103)	(15, 0.2166921102205436)	(20, 0.2171710263070999)	(25, 0.21759495728643544)	(30, 0.21804029468155922)	(35, 0.21858091161362275)	(40, 0.2190165951349597)	(45, 0.2194703272029416)	(50, 0.22008943432622866)	(55, 0.22071525718780222)	(60, 0.22144937132924564)	(65, 0.22214822784468496)	(70, 0.22294068496249236)	(75, 0.22357700116513862)	(80, 0.2243593846755163)	(85, 0.22513841031675072)	(90, 0.22580242893982883)	(95, 0.22644042407704665)	(100, 0.2270905914899088)	(105, 0.2278104346874934)	(110, 0.22850929120293267)	(115, 0.22911328791507515)	(120, 0.22976051719243692)	(125, 0.23045265796958972)	(130, 0.23093451219164635)	(135, 0.231268200437757)	(140, 0.23130471726468987)
fastqc_fastp_trim | SRR30333757_1 - polya	(1, 0.003250421770590838)	(2, 0.007174955653768277)	(3, 0.009784637198534226)	(4, 0.013353204289586728)	(5, 0.015729282627020686)	(6, 0.017845060247713287)	(7, 0.020739515226179187)	(8, 0.025282541410673706)	(9, 0.03234848223435372)	(10, 0.045864541331337605)	(15, 0.06373362933751933)	(20, 0.08068654781246949)	(25, 0.09495948130120901)	(30, 0.11091925242613061)	(35, 0.12566206208047506)	(40, 0.14013923151619628)	(45, 0.1547837053442162)	(50, 0.16920703480262855)	(55, 0.18228970433020034)	(60, 0.19471961975271296)	(65, 0.2077043984124504)	(70, 0.2238679605258635)	(75, 0.23602734118636123)	(80, 0.24790684295655074)	(85, 0.26021661958672127)	(90, 0.2717103423459453)	(95, 0.2823964654455359)	(100, 0.29390398191795486)	(105, 0.3038826210181972)	(110, 0.31379140163548497)	(115, 0.32351552447935794)	(120, 0.3320342547733979)	(125, 0.33954515408723407)	(130, 0.34687629017104715)	(135, 0.3546652885412309)	(140, 0.35892131649957476)
fastqc_fastp_trim | SRR30333757_2 - polya	(1, 0.006663253390088678)	(2, 0.009106075501046064)	(3, 0.010454299726219266)	(4, 0.01224970723399942)	(5, 0.013893828855126477)	(6, 0.015206456401087184)	(7, 0.016625873984685374)	(8, 0.01977173051008951)	(9, 0.02335587114829748)	(10, 0.031016276514826135)	(15, 0.043608601786245815)	(20, 0.05703700406066893)	(25, 0.0705116820180683)	(30, 0.08323304525163325)	(35, 0.09510008818409837)	(40, 0.10749974642928042)	(45, 0.1200382317233912)	(50, 0.13208681771984004)	(55, 0.14430582281801868)	(60, 0.15626363728247566)	(65, 0.16850889493157348)	(70, 0.18082757073154715)	(75, 0.1915021249103937)	(80, 0.20266969309633334)	(85, 0.2139351521501073)	(90, 0.22498213658521457)	(95, 0.23461415302162525)	(100, 0.2444499604465274)	(105, 0.2540735226716252)	(110, 0.2627506581881606)	(115, 0.2707541265505997)	(120, 0.2783740406945241)	(125, 0.28618350715525515)	(130, 0.29338293552598194)	(135, 0.29946462816943653)	(140, 0.3030367549284103)
fastqc_fastp_trim | SRR30333758_1 - polya	(1, 0.001595696247650462)	(2, 0.0037798054866220315)	(3, 0.005799358550054648)	(4, 0.008955845189938218)	(5, 0.011351882836800864)	(6, 0.013244278855498835)	(7, 0.015784926474804804)	(8, 0.01954229248294425)	(9, 0.025658297007142037)	(10, 0.03806832591816611)	(15, 0.05286940592527893)	(20, 0.06613014039833168)	(25, 0.0777537902523105)	(30, 0.0907557227401974)	(35, 0.10295282593317563)	(40, 0.11456749999576143)	(45, 0.1263791428139166)	(50, 0.1387697241769224)	(55, 0.15017197117653974)	(60, 0.16057242012567902)	(65, 0.17129400294465796)	(70, 0.18452830869860898)	(75, 0.19506987703464987)	(80, 0.20552069014660557)	(85, 0.21649409377966689)	(90, 0.22647617111887527)	(95, 0.23575963269465924)	(100, 0.2457830984052911)	(105, 0.2545329990482669)	(110, 0.2634170379070609)	(115, 0.2723554301692904)	(120, 0.28054434385020166)	(125, 0.28758884412850105)	(130, 0.2944827505734284)	(135, 0.3021440871824602)	(140, 0.30635622662118)
fastqc_fastp_trim | SRR30333758_2 - polya	(1, 0.005914049217854525)	(2, 0.008741423506660188)	(3, 0.010374518885114956)	(4, 0.012586054153343018)	(5, 0.014922253190918774)	(6, 0.016906900398934034)	(7, 0.01886661485307976)	(8, 0.02256164897654536)	(9, 0.026815176786688624)	(10, 0.03764446910238396)	(15, 0.055061992300566145)	(20, 0.07190157426405241)	(25, 0.08720430127902035)	(30, 0.10085199209212832)	(35, 0.11385990844094393)	(40, 0.1263896145705418)	(45, 0.13822718745272128)	(50, 0.14930181806649284)	(55, 0.16028918404172107)	(60, 0.1708776259550367)	(65, 0.18240752865446605)	(70, 0.19415783689810212)	(75, 0.20365572015716413)	(80, 0.21329871204374679)	(85, 0.22294519451587122)	(90, 0.23278665112325547)	(95, 0.24166420746604333)	(100, 0.25096611927969076)	(105, 0.2597210064734405)	(110, 0.2679238824965186)	(115, 0.2759253018683309)	(120, 0.28323309202749264)	(125, 0.29101859375079475)	(130, 0.29805561420293325)	(135, 0.3045087095594472)	(140, 0.3083458603799692)
fastqc_fastp_trim | SRR30333759_1 - polya	(1, 0.0030786755899256716)	(2, 0.0072892517399918266)	(3, 0.009877123975001812)	(4, 0.013521749844997726)	(5, 0.016032126813442075)	(6, 0.018272444519612244)	(7, 0.02097068880094298)	(8, 0.025493594358682755)	(9, 0.032501045129345)	(10, 0.045771992111639404)	(15, 0.062866508579454)	(20, 0.08011836392181095)	(25, 0.09422297210503867)	(30, 0.10981361073319776)	(35, 0.1245334843661284)	(40, 0.13892928688433004)	(45, 0.15310904199271236)	(50, 0.1672376032583331)	(55, 0.1799153592001887)	(60, 0.19188814305043816)	(65, 0.20468049805315452)	(70, 0.21992874850357813)	(75, 0.23159436929725835)	(80, 0.24328817018787158)	(85, 0.2551407189578737)	(90, 0.26634183782044235)	(95, 0.2766294518741009)	(100, 0.2879028996521308)	(105, 0.29753156910584033)	(110, 0.30715507220844557)	(115, 0.31645403452803955)	(120, 0.3249371830414243)	(125, 0.3323602902418477)	(130, 0.33956500169104065)	(135, 0.34712853970784663)	(140, 0.351246121538034)
fastqc_fastp_trim | SRR30333759_2 - polya	(1, 0.006742088191210224)	(2, 0.009487299300762558)	(3, 0.010861079026244265)	(4, 0.012462647868600716)	(5, 0.013913922860648058)	(6, 0.015151498784287135)	(7, 0.016290444368660856)	(8, 0.019282231326376575)	(9, 0.022565212619066192)	(10, 0.02991739990887496)	(15, 0.041618245823721374)	(20, 0.05405224392710691)	(25, 0.06686244632454745)	(30, 0.07913722688026179)	(35, 0.09082304341007728)	(40, 0.1030470997913123)	(45, 0.11535053011224179)	(50, 0.1272866798364784)	(55, 0.1392693267206544)	(60, 0.15112046648580996)	(65, 0.1638372048950895)	(70, 0.1762932774077392)	(75, 0.1870820275185222)	(80, 0.19812392883341962)	(85, 0.20958430458777144)	(90, 0.2205571646651831)	(95, 0.2305512360424567)	(100, 0.2407496131224942)	(105, 0.25057883093271005)	(110, 0.2594856202366536)	(115, 0.2679579663795475)	(120, 0.2757182954066019)	(125, 0.2835730277583818)	(130, 0.2907472107692307)	(135, 0.2972056193179825)	(140, 0.30096343524399244)
