gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	abs_log2FoldChange
ENSMUSG00000095130	5.11895839631514	4.89581594336687	1.54778103836439	3.16311921519628	0.0015608839860322	0.999958801242727	4.89581594336687
ENSMUSG00000076533	4.14366717938942	-4.66410531187837	3.18802086695553	-1.46300965599779	0.143464736789867	0.999958801242727	4.66410531187837
ENSMUSG00000083623	7.87146083288638	4.25172694810418	1.0405660345637	4.08597513937393	4.38920782100216e-05	0.314062450285441	4.25172694810418
ENSMUSG00000035923	5.40990929463104	-4.18510469885516	1.94988935816707	-2.14632931931545	0.0318467140140294	0.999958801242727	4.18510469885516
ENSMUSG00000096326	8.17030725203652	-4.16190147884358	2.59031541824079	-1.60671609701885	0.108116660843814	0.999958801242727	4.16190147884358
ENSMUSG00000050578	153.771385778647	-4.04796860361383	1.34019919968391	-3.02042308678332	0.0025242180931934	0.999958801242727	4.04796860361383
ENSMUSG00000095612	12.4645137816332	4.03934498558668	2.53057887261502	1.59621382652758	0.110441061671614	0.999958801242727	4.03934498558668
ENSMUSG00000074483	55.1582328639993	-3.96214115878304	1.42753870286768	-2.77550524607408	0.0055116010138159	0.999958801242727	3.96214115878304
ENSMUSG00000076536	4.20527604020575	3.91461409680721	1.68487026427404	2.32339200222867	0.0201581033688285	0.999958801242727	3.91461409680721
ENSMUSG00000070385	65.1633137430542	-3.56189030272844	1.71539245349384	-2.07642880524146	0.0378543094211113	0.999958801242727	3.56189030272844
ENSMUSG00000031312	7.58323398810688	-3.51241092583068	1.39317672289038	-2.52115246265641	0.0116971158424322	0.999958801242727	3.51241092583068
ENSMUSG00000057003	2742.79445367008	-3.47537575536991	1.6226089625604	-2.14184429863245	0.0322060133787828	0.999958801242727	3.47537575536991
ENSMUSG00000085348	7.65181473988517	-3.18925164012192	1.40842408358757	-2.26441146334149	0.0235488195739736	0.999958801242727	3.18925164012192
ENSMUSG00000024471	82.2190451079488	-3.14902167952634	1.50706104281822	-2.0895116986354	0.0366616859810716	0.999958801242727	3.14902167952634
ENSMUSG00000021898	5.93826350598017	-2.99108601978328	1.8191805614899	-1.64419414053853	0.100136106905395	0.999958801242727	2.99108601978328
ENSMUSG00000058626	53.934157621624	-2.85383615176383	0.826139808551734	-3.4544227529318	0.0005514721728839	0.999958801242727	2.85383615176383
ENSMUSG00000076555	14.343723472777	2.76264887479577	1.95656100898947	1.41199219554244	0.157952259177874	0.999958801242727	2.76264887479577
ENSMUSG00000096594	6.88522914310335	2.75570617166813	1.49988384049915	1.83727972610936	0.0661686112572292	0.999958801242727	2.75570617166813
ENSMUSG00000020475	129.195926066118	-2.73444671697542	1.38374290439321	-1.97612338845164	0.0481408040718096	0.999958801242727	2.73444671697542
ENSMUSG00000030399	2076.75197722609	-2.72594097420832	1.51891777187436	-1.79466000377656	0.0727078866531805	0.999958801242727	2.72594097420832
ENSMUSG00000061816	923.523726677308	-2.71584216774281	1.56876893841951	-1.73119323134926	0.0834173061946136	0.999958801242727	2.71584216774281
ENSMUSG00000007877	240.720344268454	-2.70383068459084	1.47101586515758	-1.83807037614866	0.0660520357313021	0.999958801242727	2.70383068459084
ENSMUSG00000076576	9.2484905087762	2.68402991266451	1.24805022339458	2.1505784481687	0.0315094879267792	0.999958801242727	2.68402991266451
ENSMUSG00000115212	4.88908889526625	2.67076058686869	1.96247250390885	1.36091618178041	0.173540179143935	0.999958801242727	2.67076058686869
ENSMUSG00000021622	56.6911962555261	-2.65010545530832	1.33714630957991	-1.9819113557894	0.0474891627546887	0.999958801242727	2.65010545530832
