Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
fastp | SRR30333748_1	(1, 0.001999171445693142)	(2, 0.07297213584644245)	(3, 0.28712128839988615)	(4, 0.09131504911104962)	(5, 0.002990037546849536)	(6, 0.0018089251542711142)	(7, 0.08198822467408472)	(8, 0.0407428286937891)	(9, 0.0)	(10, 0.12025404665355902)	(15, 6.341543047400925e-07)	(20, 0.05624599898177014)	(25, 0.008645742713674052)	(30, 0.009673494388200057)	(35, 0.09715671105171256)	(40, 0.11097604584585812)	(45, 0.005174310578778704)	(50, 0.019773320345869753)	(55, 0.04335598546311035)	(60, 0.03363175771807113)	(65, 0.02700016272568494)	(70, 0.032314289478506314)	(75, 0.020680373568915198)	(80, 0.0056924576876794825)	(85, 0.024188330281558902)	(90, 0.02371827095607238)	(95, 0.0447879565203065)	(100, 0.10852939657082675)	(105, 0.009987426389294828)	(110, 0.02347496850173747)	(115, 0.044446450533524744)	(120, 0.08998671591107066)	(125, 0.014221615561512711)	(130, 0.07287999895914797)	(135, 0.0812813910371705)	(140, 0.03487513880103248)	(145, 0.0010441685496977706)	(150, 0.001302177822354017)
fastp | SRR30333748_2	(1, 0.06582521683202161)	(2, 0.041421373799860994)	(3, 0.00014744087585207152)	(4, 0.0010162322733459983)	(5, 0.04875695371994202)	(6, 0.0)	(7, 0.07305933206334422)	(8, 0.08595961600751956)	(9, 4.756157285550694e-05)	(10, 0.08073957484805148)	(15, 0.04037089719405903)	(20, 0.08416147147642901)	(25, 0.02439876979772269)	(30, 0.02740654647949761)	(35, 0.023201636314514076)	(40, 0.03662666836764057)	(45, 0.037610473590112894)	(50, 0.1263646627875294)	(55, 0.023565302789671016)	(60, 0.01324069811423611)	(65, 0.012316978602967911)	(70, 0.01633195533256057)	(75, 0.06008118054721999)	(80, 0.08026108469467906)	(85, 0.05632053388230458)	(90, 0.009008594613135036)	(95, 0.004454558940310187)	(100, 0.0727722020641309)	(105, 0.009047119342125435)	(110, 0.02889318049495052)	(115, 0.013587607005053766)	(120, 0.03041676632876811)	(125, 0.009900313337913946)	(130, 0.07228703316202434)	(135, 0.04110197198781871)	(140, 0.068593068072202)	(145, 0.048752859718882165)	(150, 6.891750692958641e-06)
fastp | SRR30333749_1	(1, 0.0057515680132493845)	(2, 0.06488263976735884)	(3, 0.22123126813156183)	(4, 0.07730084194598238)	(5, 0.0018107862968050532)	(6, 0.0010911148198697116)	(7, 0.06374896373111123)	(8, 0.031388897078698706)	(9, 0.0)	(10, 0.09612528102977713)	(15, 0.0008465812857712514)	(20, 0.04309129698187581)	(25, 0.0066530919601630115)	(30, 0.013423513279450306)	(35, 0.0752613876122504)	(40, 0.08476666711566301)	(45, 0.0038911967067233023)	(50, 0.015398924157656882)	(55, 0.03957591513985354)	(60, 0.025863975565618872)	(65, 0.020726518232476936)	(70, 0.023691981985141317)	(75, 0.016105227678973568)	(80, 0.004243687028704788)	(85, 0.018731200429496064)	(90, 0.028969352365385358)	(95, 0.03401079602544123)	(100, 0.08334721767466514)	(105, 0.007634316518787578)	(110, 0.017940980274567885)	(115, 0.0338066497011474)	(120, 0.0689187275220518)	(125, 0.011134785235010982)	(130, 0.055527944652710944)	(135, 0.062297856559313226)	(140, 0.026568208726234117)	(145, 0.0006373490543270025)	(150, 0.0007591177330041293)
fastp | SRR30333749_2	(1, 0.14268841250764264)	(2, 0.03949100499645465)	(3, 0.00013735665285593887)	(4, 0.05551336836198826)	(5, 0.03714433429343699)	(6, 1.9346007444498433e-06)	(7, 0.05588674630566707)	(8, 0.06641290895621867)	(9, 0.0074772318772986434)	(10, 0.06529780508711779)	(15, 0.057717265530065516)	(20, 0.06339338411428136)	(25, 0.020414680895732527)	(30, 0.02855724585015599)	(35, 0.017664389788526275)	(40, 0.033813138186125545)	(45, 0.02910517935660433)	(50, 0.09790521711652558)	(55, 0.018282919420630452)	(60, 0.01010813445914122)	(65, 0.009567006145345296)	(70, 0.011149368296140721)	(75, 0.04497300405677017)	(80, 0.06162954768355285)	(85, 0.04319258745689341)	(90, 0.007008572975759176)	(95, 0.003654758433035904)	(100, 0.05603422591215627)	(105, 0.0067410974247191936)	(110, 0.022261560915940927)	(115, 0.010596924809409658)	(120, 0.02318287188697919)	(125, 0.01965579835917549)	(130, 0.055406144783636674)	(135, 0.03707360319576026)	(140, 0.053747196715867585)	(145, 0.04234965882918448)	(150, 2.3196190035065215e-05)
fastp | SRR30333750_1	(1, 0.0018580837043313573)	(2, 0.07336627071889007)	(3, 0.2907059929212618)	(4, 0.09155654282123077)	(5, 0.002799693240241213)	(6, 0.0016686017032653084)	(7, 0.08258515011769539)	(8, 0.04195672880748227)	(9, 0.0)	(10, 0.12139145063398357)	(15, 0.0)	(20, 0.05698187809609723)	(25, 0.008877038400963714)	(30, 0.00981027658278395)	(35, 0.09850184245977904)	(40, 0.11199603197349368)	(45, 0.005100843186207401)	(50, 0.019807679235094994)	(55, 0.04372735912965585)	(60, 0.03371622993818319)	(65, 0.02761200953948202)	(70, 0.0314517915109411)	(75, 0.02102245164798045)	(80, 0.005701051965002294)	(85, 0.024506992169752845)	(90, 0.02396468934436106)	(95, 0.045025895152553716)	(100, 0.10957597262504531)	(105, 0.010098368466161403)	(110, 0.02368282553837795)	(115, 0.044675911411675706)	(120, 0.09211369301042506)	(125, 0.014189821776181655)	(130, 0.0730548873468477)	(135, 0.08308915210966118)	(140, 0.035242691671350496)	(145, 0.001018794188702222)	(150, 0.0012703105768815475)
fastp | SRR30333750_2	(1, 0.06493625516125769)	(2, 0.04068062553499663)	(3, 0.0001624131437708991)	(4, 0.000976412352432191)	(5, 0.0499285072809039)	(6, 0.0)	(7, 0.073832241762328)	(8, 0.08664741220177466)	(9, 5.4137714590299694e-05)	(10, 0.0817065723494871)	(15, 0.04028232663479657)	(20, 0.0836667443156173)	(25, 0.024663209277533748)	(30, 0.02769332331623954)	(35, 0.022483889420581906)	(40, 0.036967168863124206)	(45, 0.03816239665050497)	(50, 0.127871874835971)	(55, 0.023870549586678856)	(60, 0.013160290292735804)	(65, 0.012483721502057897)	(70, 0.01636596742391446)	(75, 0.05958630451571609)	(80, 0.08072696757246492)	(85, 0.056956740432006235)	(90, 0.009108744523672161)	(95, 0.004542410176373407)	(100, 0.07318631929937028)	(105, 0.00906887904438925)	(110, 0.029322607643119693)	(115, 0.013602155671085081)	(120, 0.03077240115723662)	(125, 0.010037813027243027)	(130, 0.07324388016941444)	(135, 0.04149813432620959)	(140, 0.06938970685864018)	(145, 0.049359287722302476)	(150, 9.037551224162522e-06)
fastp | SRR30333751_1	(1, 0.0019865560427175704)	(2, 0.07756352022290691)	(3, 0.3023321513854378)	(4, 0.09652083395510544)	(5, 0.0029975878574966916)	(6, 0.0018557386175150966)	(7, 0.08638061468155367)	(8, 0.043797673957788316)	(9, 0.0)	(10, 0.126319548359941)	(15, 0.0)	(20, 0.06001268069367098)	(25, 0.009214405667190267)	(30, 0.010194546902288342)	(35, 0.10260325357431199)	(40, 0.1156613129252508)	(45, 0.0053437104193704375)	(50, 0.020540559858730507)	(55, 0.045357916457697635)	(60, 0.03495123006245303)	(65, 0.02949844860309789)	(70, 0.032627665789810835)	(75, 0.023010187005864487)	(80, 0.005992738249660273)	(85, 0.025227531205648832)	(90, 0.02482987527312079)	(95, 0.04667381672162302)	(100, 0.11356282089067299)	(105, 0.010458180768529241)	(110, 0.024639606202478355)	(115, 0.045951471936050654)	(120, 0.09372510645892257)	(125, 0.014652789531468344)	(130, 0.07561013030768765)	(135, 0.08475300409802082)	(140, 0.03676439590492465)	(145, 0.0011040636920362343)	(150, 0.0012542125042142816)
fastp | SRR30333751_2	(1, 0.0670831756438287)	(2, 0.04248763088540354)	(3, 0.00017753793420335765)	(4, 0.001039064120179651)	(5, 0.05042824859519372)	(6, 3.7376407200706878e-06)	(7, 0.0756012588448698)	(8, 0.09135167683924768)	(9, 5.793343116109565e-05)	(10, 0.0840509432207336)	(15, 0.04116151595792246)	(20, 0.08702124630097378)	(25, 0.025463798697697583)	(30, 0.028792505996143188)	(35, 0.023393727638683894)	(40, 0.038224164825251504)	(45, 0.0397767058619806)	(50, 0.13238378465981018)	(55, 0.0246860910478943)	(60, 0.013750870617168962)	(65, 0.013425952924510652)	(70, 0.01621488911890895)	(75, 0.061613585372695664)	(80, 0.0839871875079617)	(85, 0.05852745698017855)	(90, 0.009484335619987797)	(95, 0.004717713778813331)	(100, 0.07608952515491044)	(105, 0.009476112896406224)	(110, 0.03015037653273907)	(115, 0.014338255706356384)	(120, 0.031560554752649364)	(125, 0.010391252308525714)	(130, 0.0759907665111638)	(135, 0.04275327090593502)	(140, 0.07217338565129464)	(145, 0.050860291306073134)	(150, 1.0958854669641948e-05)
fastp | SRR30333752_1	(1, 0.0019219521116550353)	(2, 0.07351162995445877)	(3, 0.29458473585632927)	(4, 0.09305581687487496)	(5, 0.00285775354632718)	(6, 0.0015521456077864514)	(7, 0.08415789043202757)	(8, 0.04177598167176465)	(9, 0.0)	(10, 0.12371399137211911)	(15, 0.0)	(20, 0.05885062506587721)	(25, 0.008884384232846565)	(30, 0.00992379357137076)	(35, 0.10058225577949749)	(40, 0.11454740355774505)	(45, 0.005260371945500921)	(50, 0.01997790118652553)	(55, 0.0445230341709463)	(60, 0.03437068491734006)	(65, 0.028915396362454496)	(70, 0.0320532014108225)	(75, 0.022239915503440757)	(80, 0.005706933304976291)	(85, 0.024882964858499366)	(90, 0.024450869079174337)	(95, 0.04613279124205618)	(100, 0.1108221726085806)	(105, 0.010361104855149525)	(110, 0.02421325752150592)	(115, 0.04533739995077762)	(120, 0.09393608442580444)	(125, 0.014613682898408555)	(130, 0.07452750877551152)	(135, 0.08425943233962072)	(140, 0.03592641681948549)	(145, 0.0010484234797726664)	(150, 0.0012526721820529795)
fastp | SRR30333752_2	(1, 0.06270216848457236)	(2, 0.04094782344479134)	(3, 0.0001545200884709107)	(4, 0.001038236100062973)	(5, 0.0495801142299303)	(6, 5.208542308008226e-06)	(7, 0.07511759716609463)	(8, 0.088220553432274)	(9, 3.993215769472973e-05)	(10, 0.08286026892502579)	(15, 0.04034397977321624)	(20, 0.08543571947825893)	(25, 0.025396157821540376)	(30, 0.028045906142538886)	(35, 0.022968201745133282)	(40, 0.03774519551467743)	(45, 0.03854353782731911)	(50, 0.1301395107941082)	(55, 0.024337544933500047)	(60, 0.013506222445747252)	(65, 0.012543509023079828)	(70, 0.01620433227763937)	(75, 0.06118894314516341)	(80, 0.08250312603074862)	(85, 0.0580022637061426)	(90, 0.00911615810805846)	(95, 0.004574649087909889)	(100, 0.07445983138973167)	(105, 0.009064862363112894)	(110, 0.029694645026710834)	(115, 0.013898094580624434)	(120, 0.031167299005515438)	(125, 0.010330139811075325)	(130, 0.07419498028881508)	(135, 0.0422380589992136)	(140, 0.07095124092805175)	(145, 0.05008523261541125)	(150, 1.0770358508615534e-05)
fastp | SRR30333753_1	(1, 0.00135513780054295)	(2, 0.10213933316008826)	(3, 0.4118564631870259)	(4, 0.13150750928912247)	(5, 0.0016611366587300678)	(6, 0.0015248514529828641)	(7, 0.1177092750619622)	(8, 0.0597829197814479)	(9, 0.0)	(10, 0.1730580399605709)	(15, 0.006243405274607747)	(20, 0.08189455155918761)	(25, 0.012307325504665404)	(30, 0.013544396754137981)	(35, 0.14446370760938115)	(40, 0.15968923820319597)	(45, 0.007062850342667619)	(50, 0.03697228626592671)	(55, 0.07210937079958715)	(60, 0.05009954102480784)	(65, 0.05061261217282878)	(70, 0.047401363756627755)	(75, 0.030268742172918483)	(80, 0.009599062938961034)	(85, 0.044483743303968)	(90, 0.03915860275906602)	(95, 0.06426612956888707)	(100, 0.1649269766236084)	(105, 0.014854918700823599)	(110, 0.04067072434009927)	(115, 0.07401757190545137)	(120, 0.13561662182929762)	(125, 0.022310856703270668)	(130, 0.10862750020403926)	(135, 0.12073125827342147)	(140, 0.06162332169681256)	(145, 0.0038366632094621123)	(150, 0.000511425088960919)
fastp | SRR30333753_2	(1, 0.04708268145719433)	(2, 0.05982149106609334)	(3, 0.0300521735767466)	(4, 0.008768538709395559)	(5, 0.069811453789261)	(6, 0.0002648561545653204)	(7, 0.10473132348826149)	(8, 0.1241532510167262)	(9, 5.657121747997135e-05)	(10, 0.12557781712963093)	(15, 0.047110452782139045)	(20, 0.1321796782095436)	(25, 0.038397456722632915)	(30, 0.042854312273866)	(35, 0.03499700591058201)	(40, 0.06001505885885357)	(45, 0.0582263589441048)	(50, 0.1913529449019807)	(55, 0.038912976414422644)	(60, 0.02361308151921102)	(65, 0.0247104245507276)	(70, 0.016078640026718344)	(75, 0.08730335430578447)	(80, 0.12384142667441851)	(85, 0.0859876680392331)	(90, 0.014730453997562638)	(95, 0.011369486046550966)	(100, 0.10711548575216845)	(105, 0.016553178161645418)	(110, 0.0530576624195905)	(115, 0.024798100477823735)	(120, 0.04632187014662989)	(125, 0.0237253404702144)	(130, 0.11007644442007727)	(135, 0.06433820772040708)	(140, 0.11015783154607921)	(145, 0.07660114236181133)	(150, 3.611091131563966e-05)
fastp | SRR30333754_1	(1, 0.0015174648842550076)	(2, 0.09066903879944732)	(3, 0.35242456382048754)	(4, 0.11218181694937829)	(5, 0.002545491027164608)	(6, 0.0016055229004803319)	(7, 0.10136706384040299)	(8, 0.050920059847504404)	(9, 0.0)	(10, 0.14654246445266833)	(15, 4.095721684898806e-07)	(20, 0.06960883789569766)	(25, 0.01052846216320087)	(30, 0.011674233661390235)	(35, 0.11952328821957309)	(40, 0.13409440034386114)	(45, 0.00604018247063806)	(50, 0.023413549458220217)	(55, 0.05262587575432973)	(60, 0.040279198435240166)	(65, 0.03434464615880176)	(70, 0.03923666106954786)	(75, 0.026456640249399137)	(80, 0.007071074439682278)	(85, 0.02908777259714808)	(90, 0.028865578748412907)	(95, 0.05414782289328001)	(100, 0.13097330838770344)	(105, 0.012219553086462208)	(110, 0.028008065041898678)	(115, 0.0533593896972499)	(120, 0.10862769405466019)	(125, 0.01706014842105951)	(130, 0.08743475496508656)	(135, 0.09822795236777063)	(140, 0.04274536231109533)	(145, 0.000837621482221284)	(150, 0.0008908281605204472)
fastp | SRR30333754_2	(1, 0.06080917985569257)	(2, 0.042867871014993356)	(3, 0.00024574330109392836)	(4, 0.0008314315020344576)	(5, 0.05845618774771821)	(6, 2.047860842449403e-06)	(7, 0.08840410470769827)	(8, 0.10497949036648374)	(9, 3.276577347919045e-05)	(10, 0.09741919770832903)	(15, 0.04310501330054899)	(20, 0.10183766226199786)	(25, 0.029658759009026214)	(30, 0.033177457905444956)	(35, 0.028494592443992682)	(40, 0.044489220218473194)	(45, 0.045838735923121446)	(50, 0.15361422237005345)	(55, 0.028455508138098454)	(60, 0.015948411316878932)	(65, 0.01591594686963362)	(70, 0.016084583963360027)	(75, 0.07298032534085822)	(80, 0.09824820684413073)	(85, 0.06801659139477188)	(90, 0.010990936520721872)	(95, 0.005452581073620243)	(100, 0.08795275085008372)	(105, 0.011080858760125495)	(110, 0.03470934841109013)	(115, 0.016797858818731366)	(120, 0.036992833079679495)	(125, 0.01183191159265954)	(130, 0.08839913046766038)	(135, 0.050368454477921744)	(140, 0.08454844950528723)	(145, 0.05942968735011024)	(150, 7.503949140834092e-06)
fastp | SRR30333755_1	(1, 0.001971402488371057)	(2, 0.09064824687658346)	(3, 0.3642664776607198)	(4, 0.11565474913709044)	(5, 0.0018392848446037455)	(6, 0.0019869457405789757)	(7, 0.1058676813301708)	(8, 0.053150150924978934)	(9, 0.0)	(10, 0.15250728201365943)	(15, 0.00930470888006723)	(20, 0.07281547361843803)	(25, 0.010880276545543284)	(30, 0.011974336547611887)	(35, 0.1298488349093173)	(40, 0.141843490778447)	(45, 0.006347130966116413)	(50, 0.03797756873128445)	(55, 0.06931340722273702)	(60, 0.045481750409907075)	(65, 0.051135701930710036)	(70, 0.04445876210010839)	(75, 0.02673552754508284)	(80, 0.009608623304979542)	(85, 0.04477672155798525)	(90, 0.03709303432325967)	(95, 0.05752182552703115)	(100, 0.150489040943522)	(105, 0.012762642396256671)	(110, 0.0402252527320284)	(115, 0.07200827660491275)	(120, 0.12271525727679472)	(125, 0.020834801386446264)	(130, 0.09846961511217461)	(135, 0.10855872208549776)	(140, 0.05978661879263068)	(145, 0.005453554109923129)	(150, 0.0007656112483604609)
