Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
qc_bundle_trimmed | SRR30333753_1 - illumina_universal_adapter	(1, 3.720998352788449e-05)	(2, 4.4651980233461393e-05)	(3, 6.201663921314082e-05)	(4, 0.00016868525865974303)	(5, 0.00021333723889320442)	(6, 0.0003398511828880117)	(7, 0.0003845031631214731)	(8, 0.0004961331137051265)	(9, 0.0005705530807608956)	(10, 0.0010126076850721633)	(15, 0.0014606158867478927)	(20, 0.001735969764854238)	(25, 0.0023794544133297875)	(30, 0.004795622677073752)	(35, 0.010714490723575915)	(40, 0.025603941598980468)	(45, 0.050535126695776776)	(50, 0.0965058287454664)	(55, 0.17122397180257215)	(60, 0.29269720336213534)	(65, 0.48721660938561806)	(70, 0.7807572390410522)	(75, 1.247626933300509)	(80, 1.9601549542786045)	(85, 3.050482883878904)	(90, 4.653947897390345)	(95, 6.905295283297218)	(100, 9.912835365519374)	(105, 13.682730613462144)	(110, 18.133654390993875)	(115, 23.046769823655932)	(120, 28.274247600489407)	(125, 33.563251340886566)	(130, 38.74570305311884)	(135, 43.726965345746976)	(140, 46.555429653509066)
qc_bundle_trimmed | SRR30333753_2 - illumina_universal_adapter	(1, 3.224865239083322e-05)	(2, 3.472931795935886e-05)	(3, 4.961331137051265e-05)	(4, 7.690063262429461e-05)	(5, 9.92266227410253e-05)	(6, 0.00017612725536531992)	(7, 0.00021829857003025568)	(8, 0.0003026411993601272)	(9, 0.0003770611664158962)	(10, 0.0005556690873497418)	(15, 0.0009089158643077919)	(20, 0.0011981614695978807)	(25, 0.0016278127460665204)	(30, 0.0037507663396107566)	(35, 0.009463243010811584)	(40, 0.024272816454909613)	(45, 0.048882507294025004)	(50, 0.09460663118620319)	(55, 0.16977179017875726)	(60, 0.2920418115189309)	(65, 0.48721264032070843)	(70, 0.7798334391833331)	(75, 1.2424006670807395)	(80, 1.9509129866365058)	(85, 3.0432820078665874)	(90, 4.655121748337371)	(95, 6.915199092512999)	(100, 9.923570693833726)	(105, 13.688413322146525)	(110, 18.148128082319992)	(115, 23.08891583553207)	(120, 28.34086686659839)	(125, 33.646295589857864)	(130, 38.85002099387271)	(135, 43.83569142921612)	(140, 46.65650685276421)
qc_bundle_trimmed | SRR30333754_1 - illumina_universal_adapter	(1, 1.761534084803774e-05)	(2, 2.3487121130716986e-05)	(3, 5.480328263833963e-05)	(4, 0.00014287998687852833)	(5, 0.00020551230989377363)	(6, 0.00026423011272056607)	(7, 0.0003307769559242642)	(8, 0.0004305972207298114)	(9, 0.0004834432432739246)	(10, 0.0008991652872876153)	(15, 0.0013297625080174267)	(20, 0.0016108250575483398)	(25, 0.002196045825722038)	(30, 0.004591340729036325)	(35, 0.011166951741599391)	(40, 0.02718164528457877)	(45, 0.05399806583557489)	(50, 0.10262306126047942)	(55, 0.17634365416153622)	(60, 0.293966765332148)	(65, 0.4798919905589602)	(70, 0.761914771892101)	(75, 1.2084773632105175)	(80, 1.8987047439874438)	(85, 2.95807568450768)	(90, 4.5297066086691355)	(95, 6.749103721671351)	(100, 9.715357230304727)	(105, 13.42118377830663)	(110, 17.776141899791025)	(115, 22.56181780922703)	(120, 27.591658783801638)	(125, 32.63785853824378)	(130, 37.54051714334758)	(135, 42.217203024436586)	(140, 44.868886082177916)
qc_bundle_trimmed | SRR30333754_2 - illumina_universal_adapter	(1, 1.5658080753811324e-05)	(2, 1.761534084803774e-05)	(3, 4.501698216720755e-05)	(4, 6.850410329792454e-05)	(5, 9.00339643344151e-05)	(6, 0.00013309368640739626)	(7, 0.0001898542291399623)	(8, 0.0002583583324378868)	(9, 0.0002896744939455095)	(10, 0.0004513441777286114)	(15, 0.0007891672699920907)	(20, 0.0010917596805594945)	(25, 0.0016159139337933285)	(30, 0.003773206009649684)	(35, 0.0101288209876217)	(40, 0.026118070149376133)	(45, 0.052608802620692986)	(50, 0.1011715571746011)	(55, 0.17554665785116721)	(60, 0.2941859784627014)	(65, 0.48115285751166087)	(70, 0.7628609114216499)	(75, 1.2067502769033718)	(80, 1.8949734233438105)	(85, 2.9576055506330463)	(90, 4.54060424142177)	(95, 6.773631713720178)	(100, 9.748921109304558)	(105, 13.461856425968694)	(110, 17.8344854744878)	(115, 22.656156962864706)	(120, 27.71955594465886)	(125, 32.79757409354881)	(130, 37.735444199199755)	(135, 42.43333033872538)	(140, 45.08971982408929)
qc_bundle_trimmed | SRR30333755_1 - illumina_universal_adapter	(1, 3.4880620205331744e-05)	(2, 5.979534892342585e-05)	(3, 8.471007764151996e-05)	(4, 0.00020180930261656224)	(5, 0.00029648527174531985)	(6, 0.0004210589153357904)	(7, 0.0005007860472336915)	(8, 0.0006104108535933056)	(9, 0.0007275100785683479)	(10, 0.0011271423272065774)	(15, 0.0016020170565734509)	(20, 0.0019378675996933597)	(25, 0.0028851255855552975)	(30, 0.0069502127231995305)	(35, 0.018578913205082776)	(40, 0.04627013929152129)	(45, 0.08967408819131303)	(50, 0.16469831589638673)	(55, 0.27401517620904514)	(60, 0.4360152269852623)	(65, 0.6730953144588816)	(70, 1.0164167881321977)	(75, 1.536285524385652)	(80, 2.313359469382053)	(85, 3.4806374313751824)	(90, 5.189098680040097)	(95, 7.586642027993143)	(100, 10.79251584470859)	(105, 14.788491019772554)	(110, 19.48527615522683)	(115, 24.631101937840192)	(120, 30.031476022526004)	(125, 35.423552505959535)	(130, 40.62818203129335)	(135, 45.53436350255342)	(140, 48.280817694420406)
qc_bundle_trimmed | SRR30333755_2 - illumina_universal_adapter	(1, 2.7406201589903514e-05)	(2, 3.7372093077141156e-05)	(3, 4.73379845643788e-05)	(4, 0.00010464186061599525)	(5, 0.0001669286824112305)	(6, 0.0002541302329245599)	(7, 0.0003313658919506516)	(8, 0.00039614418661769625)	(9, 0.0004783627913874068)	(10, 0.0006682130242192839)	(15, 0.0010195106991444107)	(20, 0.0013598458934335762)	(25, 0.0021740592279408917)	(30, 0.006034347295522392)	(35, 0.017494125916696957)	(40, 0.04510363169294012)	(45, 0.08818966865428898)	(50, 0.16330209449902472)	(55, 0.2736379672162532)	(60, 0.43679705117243606)	(65, 0.6755778180283525)	(70, 1.0192874631750966)	(75, 1.5370459219061283)	(80, 2.3138816820959844)	(85, 3.4881517135565603)	(90, 5.214165886897945)	(95, 7.631655468368123)	(100, 10.855746436427667)	(105, 14.869485314773055)	(110, 19.60068765647851)	(115, 24.799467701803884)	(120, 30.24553240919123)	(125, 35.67796178384574)	(130, 40.92342405807564)	(135, 45.852509141151685)	(140, 48.60427066853019)
qc_bundle_trimmed | SRR30333756_1 - illumina_universal_adapter	(1, 6.026881579370836e-06)	(2, 6.026881579370836e-06)	(3, 6.026881579370836e-06)	(4, 6.026881579370836e-05)	(5, 8.43763421111917e-05)	(6, 0.00010647490790221811)	(7, 0.00011651971053450283)	(8, 0.0001546899605371848)	(9, 0.0001687526842223834)	(10, 0.00042228350266125)	(15, 0.0005556784816179911)	(20, 0.0006139383368852425)	(25, 0.0008433616290066257)	(30, 0.0015039078501056693)	(35, 0.003002994194947842)	(40, 0.0062012593530673)	(45, 0.0119778244508416)	(50, 0.02328987938321537)	(55, 0.040991232373932804)	(60, 0.07074514314707604)	(65, 0.12050950614004634)	(70, 0.20302434542742304)	(75, 0.3450695066189825)	(80, 0.5848248827279338)	(85, 0.9891273850931833)	(90, 1.6572574321796019)	(95, 2.711946038677392)	(100, 4.286848544827523)	(105, 6.479246051578936)	(110, 9.32215341443132)	(115, 12.741929774534762)	(120, 16.660528220812726)	(125, 20.89869121444999)	(130, 25.30351476081738)	(135, 29.767496569599455)	(140, 32.40337211256624)
qc_bundle_trimmed | SRR30333756_2 - illumina_universal_adapter	(1, 4.017921052913891e-06)	(2, 6.026881579370836e-06)	(3, 6.026881579370836e-06)	(4, 1.6071684211655563e-05)	(5, 1.8080644738112508e-05)	(6, 2.8125447370397237e-05)	(7, 3.013440789685418e-05)	(8, 3.4152328949768074e-05)	(9, 4.41971315820528e-05)	(10, 8.156379737415198e-05)	(15, 0.00015589533685305895)	(20, 0.00024388780791187318)	(25, 0.0004021938973966805)	(30, 0.0008505938869018707)	(35, 0.0021660612396258785)	(40, 0.005324950771426779)	(45, 0.0108439671297093)	(50, 0.02185949948837802)	(55, 0.03979991878174383)	(60, 0.0698511557128027)	(65, 0.1198991839321087)	(70, 0.20204718702735436)	(75, 0.3430681801425261)	(80, 0.5816804577119232)	(85, 0.9864128776298348)	(90, 1.6583824500744178)	(95, 2.7183803374515283)	(100, 4.294734116685972)	(105, 6.485746244258341)	(110, 9.33349721094001)	(115, 12.772413339771115)	(120, 16.709761816434604)	(125, 20.962085972822862)	(130, 25.386998722662717)	(135, 29.858998694697988)	(140, 32.48929937220385)
qc_bundle_trimmed | SRR30333757_1 - illumina_universal_adapter	(1, 2.875178122813897e-05)	(2, 3.7598483144489424e-05)	(3, 8.846701916350453e-05)	(4, 0.0002366492762623746)	(5, 0.0003052112161140906)	(6, 0.00041800666554755886)	(7, 0.0004622401751293111)	(8, 0.0005064736847110634)	(9, 0.0005418604923764652)	(10, 0.0008890935425932203)	(15, 0.001123973478472325)	(20, 0.0012473849702054139)	(25, 0.0015893099992723588)	(30, 0.002354549715036673)	(35, 0.004227838845823882)	(40, 0.008176564246186905)	(45, 0.015187575514894639)	(50, 0.027831281893742704)	(55, 0.04857104753133888)	(60, 0.083380165561603)	(65, 0.14048341475616608)	(70, 0.23378604118714774)	(75, 0.3892593076703781)	(80, 0.6418923626201188)	(85, 1.0474910863949005)	(90, 1.6776929747676583)	(95, 2.628685121329199)	(100, 3.99345034423623)	(105, 5.851543052806627)	(110, 8.252318997031711)	(115, 11.179629849568467)	(120, 14.569911172477735)	(125, 18.32032624867327)	(130, 22.308304465439143)	(135, 26.413109131366667)	(140, 28.853580227090415)
qc_bundle_trimmed | SRR30333757_2 - illumina_universal_adapter	(1, 2.211682767459184e-05)	(2, 3.317524151188776e-05)	(3, 5.308038641902042e-05)	(4, 0.00010394909007058165)	(5, 0.0001526061109546837)	(6, 0.00022337995951337758)	(7, 0.00024328510442051026)	(8, 0.00027203698039747964)	(9, 0.000300788856374449)	(10, 0.0004321628127615246)	(15, 0.00062369454042349)	(20, 0.0007502027947221552)	(25, 0.000924041060244447)	(30, 0.0015326961578492142)	(35, 0.003250731331611509)	(40, 0.0072268946109496305)	(45, 0.014064090718272951)	(50, 0.02676003447659565)	(55, 0.04784887200087247)	(60, 0.08332514826402476)	(65, 0.14135705006283278)	(70, 0.23620019984323154)	(75, 0.39433640238967016)	(80, 0.6504735953718856)	(85, 1.0618496864751683)	(90, 1.7010100821549472)	(95, 2.665436027396645)	(100, 4.0467194983124966)	(105, 5.9253405344544685)	(110, 8.349148892496537)	(115, 11.301595877299468)	(120, 14.714623586743006)	(125, 18.4828170274183)	(130, 22.48234452351186)	(135, 26.59426929551114)	(140, 29.050521712742174)
qc_bundle_trimmed | SRR30333758_1 - illumina_universal_adapter	(1, 9.888382411435321e-06)	(2, 1.2360478014294151e-05)	(3, 2.9665147234305963e-05)	(4, 0.00016563040539154162)	(5, 0.00021754441305157706)	(6, 0.0002867630899316243)	(7, 0.0003189003327687891)	(8, 0.0003708143404288245)	(9, 0.00041531206128028346)	(10, 0.0006897146731976137)	(15, 0.0008795716154971718)	(20, 0.000986860564661245)	(25, 0.0012286315146208386)	(30, 0.0017156343483840282)	(35, 0.0027341377367618666)	(40, 0.004979789382398828)	(45, 0.0093143618124515)	(50, 0.018223794365154724)	(55, 0.03380788504557679)	(60, 0.06146717390772309)	(65, 0.1093842973970564)	(70, 0.1910801352038527)	(75, 0.3331692685884903)	(80, 0.5685755612089635)	(85, 0.958738993921364)	(90, 1.5722117666312085)	(95, 2.5007175257487297)	(100, 3.818835440259214)	(105, 5.57402035177426)	(110, 7.784314602841772)	(115, 10.373712625313617)	(120, 13.296562229691798)	(125, 16.441416402008233)	(130, 19.739458922547023)	(135, 23.079586893047995)	(140, 25.050132862778177)
qc_bundle_trimmed | SRR30333758_2 - illumina_universal_adapter	(1, 9.88844059094112e-06)	(2, 9.88844059094112e-06)	(3, 1.483266088641168e-05)	(4, 4.697009280697032e-05)	(5, 5.933064354564672e-05)	(6, 8.899596531847008e-05)	(7, 0.00011371706679582288)	(8, 0.0001507987190118521)	(9, 0.000185408261080146)	(10, 0.0002664934739258632)	(15, 0.0004167977709081682)	(20, 0.0005641355357131909)	(25, 0.0006996071718090843)	(30, 0.0010506468127874941)	(35, 0.001976204852099583)	(40, 0.004249557343956946)	(45, 0.00843236771392504)	(50, 0.017287466263112814)	(55, 0.03318115682493248)	(60, 0.06142007104251258)	(65, 0.11015722818308409)	(70, 0.1932087574403099)	(75, 0.33790235323131496)	(80, 0.5774310385097408)	(85, 0.9744281959786086)	(90, 1.5992401920018733)	(95, 2.5447170116183244)	(100, 3.886169512790599)	(105, 5.671956619806665)	(110, 7.922114785413918)	(115, 10.560748250388764)	(120, 13.53736515380777)	(125, 16.740053563704993)	(130, 20.097863918840424)	(135, 23.504508832256256)	(140, 25.528915382438406)
qc_bundle_trimmed | SRR30333759_1 - illumina_universal_adapter	(1, 1.1690308210767467e-05)	(2, 2.3380616421534933e-05)	(3, 4.6761232843069866e-05)	(4, 0.00019405911629873993)	(5, 0.00023146810257319581)	(6, 0.0003249905682593356)	(7, 0.0003787659860288659)	(8, 0.0004114988490190148)	(9, 0.0004465697736513172)	(10, 0.0007879267734057273)	(15, 0.0010016256074985564)	(20, 0.001113852566321924)	(25, 0.0014935537770076515)	(30, 0.002189360921712531)	(35, 0.003952259399896265)	(40, 0.007588412865773378)	(45, 0.014529650268998667)	(50, 0.027208023329740195)	(55, 0.04802098045586216)	(60, 0.08250738967762619)	(65, 0.13990820582947974)	(70, 0.23351671218405073)	(75, 0.38987551972772244)	(80, 0.641966261209369)	(85, 1.0461474449007717)	(90, 1.6755489628452078)	(95, 2.623949532284797)	(100, 3.985735766488619)	(105, 5.8467093839880935)	(110, 8.245582606617013)	(115, 11.162343964780188)	(120, 14.541209178145147)	(125, 18.276759723390477)	(130, 22.25110211549688)	(135, 26.339493751670545)	(140, 28.76927801965805)
qc_bundle_trimmed | SRR30333759_2 - illumina_universal_adapter	(1, 9.352258376338524e-06)	(2, 1.4028387564507787e-05)	(3, 2.3380645940846313e-05)	(4, 7.715613160479282e-05)	(5, 9.586064835746988e-05)	(6, 0.0001496361340214164)	(7, 0.0001800309737445166)	(8, 0.00020574968427944753)	(9, 0.00022679226562620923)	(10, 0.00033855175322345456)	(15, 0.000500345823134111)	(20, 0.0006228604078641457)	(25, 0.0008206606725237054)	(30, 0.0013761848200782138)	(35, 0.0029997368742105818)	(40, 0.006641506285956803)	(45, 0.013453223674362969)	(50, 0.026150317258998967)	(55, 0.04730278764168262)	(60, 0.0822909890663215)	(65, 0.1404456697149885)	(70, 0.2350825750639145)	(75, 0.3934167769882445)	(80, 0.6479099643122497)	(85, 1.0563268285103036)	(90, 1.6917908073753218)	(95, 2.6485539608240445)	(100, 4.019827442415924)	(105, 5.891008593836983)	(110, 8.299865575314229)	(115, 11.224509893730755)	(120, 14.60660075849621)	(125, 18.339924103617598)	(130, 22.301916245008407)	(135, 26.371271377333745)	(140, 28.800097300896148)
qc_bundle_trimmed | SRR30333760_1 - illumina_universal_adapter	(1, 7.341181970429034e-06)	(2, 1.4682363940858068e-05)	(3, 4.649415247938388e-05)	(4, 0.000220235459112871)	(5, 0.00024960018699458713)	(6, 0.0003352473099829259)	(7, 0.0003964238264031678)	(8, 0.00045025916085298073)	(9, 0.000501647434645984)	(10, 0.0008594077026715588)	(15, 0.0010908996408057546)	(20, 0.001215210322171686)	(25, 0.0015891211905322048)	(30, 0.0023095358478969737)	(35, 0.0042162855116830746)	(40, 0.008361116852187307)	(45, 0.015246166716187018)	(50, 0.027826994964976936)	(55, 0.04843907628941622)	(60, 0.08243119587315946)	(65, 0.13798289866765867)	(70, 0.2283332722383856)	(75, 0.37669953868501915)	(80, 0.6145347474537968)	(85, 0.99817121368874)	(90, 1.596184875824152)	(95, 2.503859871127019)	(100, 3.811524060210025)	(105, 5.60946370365469)	(110, 7.9561067793515265)	(115, 10.837900486558857)	(120, 14.21248082177387)	(125, 17.976201552053116)	(130, 22.010069458837922)	(135, 26.189630952419993)	(140, 28.686870056233943)
qc_bundle_trimmed | SRR30333760_2 - illumina_universal_adapter	(1, 4.894129577219393e-06)	(2, 1.2235323943048483e-05)	(3, 2.691771267470666e-05)	(4, 7.341194365829089e-05)	(5, 8.320020281272968e-05)	(6, 0.00012235323943048484)	(7, 0.00016150627604823997)	(8, 0.0002031063774546048)	(9, 0.00024225941407235996)	(10, 0.0003690173701223422)	(15, 0.0005403119053250209)	(20, 0.0006700063391213349)	(25, 0.0008784962591108812)	(30, 0.0014579612010536573)	(35, 0.0032218055006835262)	(40, 0.0072937213089300625)	(45, 0.013953652837610209)	(50, 0.02640725495980268)	(55, 0.04704971469059863)	(60, 0.08099980215481184)	(65, 0.1364023277948508)	(70, 0.22637943183315618)	(75, 0.3739457586066021)	(80, 0.6103728384617898)	(85, 0.99117233612833)	(90, 1.5846888135002608)	(95, 2.4854435739283356)	(100, 3.7807356537462056)	(105, 5.558479281375378)	(110, 7.875324006672168)	(115, 10.714482475773753)	(120, 14.032451260281189)	(125, 17.72713734897481)	(130, 21.678350707697255)	(135, 25.767050933328864)	(140, 28.21422143513743)
qc_bundle_trimmed | SRR30333761_1 - illumina_universal_adapter	(1, 1.433882906397486e-05)	(2, 3.345726781594134e-05)	(3, 5.735531625589944e-05)	(4, 0.0001935741923636606)	(5, 0.0002342008747115894)	(6, 0.00031784404425144275)	(7, 0.0003584707265993715)	(8, 0.0003943177992593087)	(9, 0.0004421138961392249)	(10, 0.0007351039700131111)	(15, 0.000990813088320663)	(20, 0.001100266150175671)	(25, 0.001507010934623758)	(30, 0.002773607501941537)	(35, 0.00618816066304275)	(40, 0.013307389293306271)	(45, 0.025398367921018673)	(50, 0.046227428980317356)	(55, 0.07951454269136618)	(60, 0.13149184212633747)	(65, 0.21243739995828834)	(70, 0.33866497997427186)	(75, 0.5407540469970896)	(80, 0.8571369645669134)	(85, 1.353968788336204)	(90, 2.1152310842107243)	(95, 3.2444392049300914)	(100, 4.837607383789586)	(105, 6.973127911125833)	(110, 9.689938833183998)	(115, 12.951140607250846)	(120, 16.679082260452354)	(125, 20.735068600901418)	(130, 25.001099190737996)	(135, 29.342095090764907)	(140, 31.9011750694316)
qc_bundle_trimmed | SRR30333761_2 - illumina_universal_adapter	(1, 1.6728732254847896e-05)	(2, 3.345746450969579e-05)	(3, 4.540655897744429e-05)	(4, 9.320293684843828e-05)	(5, 0.00011710112578393529)	(6, 0.00016250768476137956)	(7, 0.00019596514927107536)	(8, 0.00022703279488722145)	(9, 0.00026765971607756634)	(10, 0.00041152681346925827)	(15, 0.0006342579343480903)	(20, 0.0007446675672300864)	(25, 0.0010252323053328211)	(30, 0.002178558903359906)	(35, 0.005440183729276536)	(40, 0.012579528691866909)	(45, 0.024569728044584464)	(50, 0.04540082341209977)	(55, 0.07895722642398853)	(60, 0.13135687344773797)	(65, 0.21299643259784667)	(70, 0.3399947543475287)	(75, 0.5436035003677333)	(80, 0.8619450616483657)	(85, 1.3617885882563106)	(90, 2.127552520751096)	(95, 3.262504279269456)	(100, 4.8624335406302075)	(105, 7.004658115496364)	(110, 9.727613461132881)	(115, 12.9941101718459)	(120, 16.72298378448135)	(125, 20.77339080051166)	(130, 25.0263665133797)	(135, 29.3517446574105)	(140, 31.915001311413118)
qc_bundle_trimmed | SRR30333762_1 - illumina_universal_adapter	(1, 2.4759772025884657e-06)	(2, 1.237988601294233e-05)	(3, 4.209161244400392e-05)	(4, 0.0002401697886510812)	(5, 0.0002896893327028505)	(6, 0.0003788245119960353)	(7, 0.0004209161244400392)	(8, 0.0004704356684918085)	(9, 0.0005249071669487548)	(10, 0.000885904643086153)	(15, 0.0011037906369139381)	(20, 0.0012171903927924899)	(25, 0.0016435536670782237)	(30, 0.0024591405576108645)	(35, 0.004381489257700549)	(40, 0.008454966951399094)	(45, 0.015636786425227197)	(50, 0.028887721218040154)	(55, 0.05048666074710038)	(60, 0.08640516682961072)	(65, 0.14444801480357058)	(70, 0.24050800713695475)	(75, 0.39894578833059074)	(80, 0.6535520096590842)	(85, 1.0600366533761165)	(90, 1.6916658656880414)	(95, 2.6402572995893294)	(100, 3.9924919457699586)	(105, 5.824716561271745)	(110, 8.170015648671116)	(115, 10.99976938748335)	(120, 14.249581572232648)	(125, 17.81362101415333)	(130, 21.57874446860503)	(135, 25.438235337374426)	(140, 27.724598739420582)
qc_bundle_trimmed | SRR30333762_2 - illumina_universal_adapter	(1, 2.4759852335211855e-06)	(2, 1.2379926167605927e-05)	(3, 2.9711822802254224e-05)	(4, 9.161145364028387e-05)	(5, 0.00010646736504141098)	(6, 0.0001535110844783135)	(7, 0.00017331896634648297)	(8, 0.00021045874484930076)	(9, 0.0002550264790526821)	(10, 0.0003877392875694176)	(15, 0.0005823517269241829)	(20, 0.000724473279328299)	(25, 0.0009517687237655438)	(30, 0.001585620943546967)	(35, 0.003324752971572248)	(40, 0.007444792400151501)	(45, 0.014549879626263895)	(50, 0.028029638434599935)	(55, 0.050431857630452916)	(60, 0.08761669906452078)	(65, 0.1476326003368875)	(70, 0.24651156583460274)	(75, 0.410291551470422)	(80, 0.6738314581500433)	(85, 1.095363487383605)	(90, 1.7505443391636266)	(95, 2.736500476639537)	(100, 4.143350334355808)	(105, 6.0522161021094325)	(110, 8.499454156675345)	(115, 11.4561543992699)	(120, 14.852969435472641)	(125, 18.58029136057196)	(130, 22.522796210346133)	(135, 26.56952963931358)	(140, 28.97347905364774)
qc_bundle_trimmed | SRR30333763_1 - illumina_universal_adapter	(1, 1.4004213914647631e-05)	(2, 2.8008427829295262e-05)	(3, 5.6016855658590525e-05)	(4, 0.00019139092350018428)	(5, 0.00024273970785389226)	(6, 0.00034310324090886695)	(7, 0.0004061222035247813)	(8, 0.0004854794157077845)	(9, 0.000567170663543229)	(10, 0.0008920684263630539)	(15, 0.0012020283610072549)	(20, 0.0014139587982489226)	(25, 0.0017995414880322205)	(30, 0.0027079481639623636)	(35, 0.004900074448735206)	(40, 0.009829090939560683)	(45, 0.018381931184366478)	(50, 0.034308456862364736)	(55, 0.06024005976811776)	(60, 0.10409332202757585)	(65, 0.1755334852774983)	(70, 0.2931273363259249)	(75, 0.48703901833074587)	(80, 0.7998488105065775)	(85, 1.2988628321557385)	(90, 2.066762429037439)	(95, 3.2087537913783377)	(100, 4.818405140834894)	(105, 6.969390312776416)	(110, 9.681534139227608)	(115, 12.899083043751475)	(120, 16.546120649523846)	(125, 20.49776858022502)	(130, 24.627696689359485)	(135, 28.825674074748008)	(140, 31.307386496954887)
qc_bundle_trimmed | SRR30333763_2 - illumina_universal_adapter	(1, 1.1670203321783333e-05)	(2, 1.6338284650496667e-05)	(3, 3.2676569300993334e-05)	(4, 0.00010269778923169333)	(5, 0.0001400424398614)	(6, 0.00020539557846338666)	(7, 0.00024507426975745)	(8, 0.00030809336769508)	(9, 0.00037811458762578)	(10, 0.0005386965853335186)	(15, 0.0008290512439794881)	(20, 0.0010666565836109968)	(25, 0.0013570112422569658)	(30, 0.002195865457026752)	(35, 0.0042745620727027995)	(40, 0.009161109607599917)	(45, 0.017488966698024504)	(50, 0.033272683286670025)	(55, 0.059206209108336946)	(60, 0.10309597656903258)	(65, 0.17453956088059155)	(70, 0.29177608941056254)	(75, 0.48493335905446144)	(80, 0.7961370693388632)	(85, 1.29252636678212)	(90, 2.055589146290784)	(95, 3.1897284472059253)	(100, 4.786263610520502)	(105, 6.917119032922928)	(110, 9.599792083657618)	(115, 12.775249739433537)	(120, 16.368554357064575)	(125, 20.255827661906274)	(130, 24.31004322526608)	(135, 28.424618947438688)	(140, 30.858795091185716)
qc_bundle_trimmed | SRR30333764_1 - illumina_universal_adapter	(1, 1.7278586576073558e-05)	(2, 2.4683695108676508e-05)	(3, 6.170923777169127e-05)	(4, 0.00016538075722813262)	(5, 0.00021721651695635327)	(6, 0.000318419666901927)	(7, 0.0003628503180975447)	(8, 0.0004023442302714271)	(9, 0.0004418381424453095)	(10, 0.0006852193762168599)	(15, 0.0008624483070971573)	(20, 0.0009932718911731427)	(25, 0.001317615644901152)	(30, 0.0022353554290417445)	(35, 0.004653863875789868)	(40, 0.0100171371490031)	(45, 0.019365346160561066)	(50, 0.036179385594689334)	(55, 0.06290244759324469)	(60, 0.10641782737423269)	(65, 0.17515500681726634)	(70, 0.28320047704696516)	(75, 0.45787662017912306)	(80, 0.7308792754288896)	(85, 1.1626637488564353)	(90, 1.8243363609613241)	(95, 2.813090642255677)	(100, 4.226140857555505)	(105, 6.149847357263633)	(110, 8.641509883857537)	(115, 11.684972465214688)	(120, 15.234813152943904)	(125, 19.173397848613565)	(130, 23.38079637647305)	(135, 27.72422526705475)	(140, 30.313887987316924)
qc_bundle_trimmed | SRR30333764_2 - illumina_universal_adapter	(1, 9.873501927492704e-06)	(2, 1.4810252891239056e-05)	(3, 2.7152130300604938e-05)	(4, 6.664613801057576e-05)	(5, 0.00010120339475680022)	(6, 0.00016044440632175644)	(7, 0.00019006491210423455)	(8, 0.00021228029144109315)	(9, 0.00024190079722357125)	(10, 0.00034458521726949537)	(15, 0.0005124347500368713)	(20, 0.0006467143762507721)	(25, 0.0008431970646078771)	(30, 0.0016725712265172644)	(35, 0.00396519837408107)	(40, 0.009295408389638006)	(45, 0.018485663983748214)	(50, 0.03530714921761754)	(55, 0.06219664436695116)	(60, 0.10595501755940609)	(65, 0.17495647945478524)	(70, 0.283373948394908)	(75, 0.45835017485354823)	(80, 0.7316541386326063)	(85, 1.163307351624407)	(90, 1.8248941838285613)	(95, 2.8132174101927867)	(100, 4.223903377910138)	(105, 6.141769911613645)	(110, 8.622611677020473)	(115, 11.648297962541168)	(120, 15.172123154657916)	(125, 19.076587150007498)	(130, 23.239982252380287)	(135, 27.53299915643268)	(140, 30.099600184881325)
qc_bundle_trimmed | SRR30333765_1 - illumina_universal_adapter	(1, 1.981940803144349e-05)	(2, 2.2296834035373928e-05)	(3, 5.2025946082539165e-05)	(4, 0.0001833295242908523)	(5, 0.0002304006183655306)	(6, 0.00033692993653453934)	(7, 0.0003889558826170785)	(8, 0.0004533689587192699)	(9, 0.0005153046088175307)	(10, 0.0007645336648129326)	(15, 0.0010221859692216982)	(20, 0.0011510121214260806)	(25, 0.001471095561133893)	(30, 0.002334726266104043)	(35, 0.004436574487838625)	(40, 0.009129810309684443)	(45, 0.01751094248098111)	(50, 0.03222239357752083)	(55, 0.05617563463912264)	(60, 0.09516536508897985)	(65, 0.15729574087114973)	(70, 0.2568297989754605)	(75, 0.4182673006399811)	(80, 0.6757035735012037)	(85, 1.0854584383916799)	(90, 1.715126481887848)	(95, 2.6573936611339555)	(100, 4.008360321792863)	(105, 5.849247388947831)	(110, 8.230025536068535)	(115, 11.13075941158655)	(120, 14.515841467032581)	(125, 18.270567373909852)	(130, 22.269094791893117)	(135, 26.39613273800786)	(140, 28.849174924237214)
