contrast_id	gene_set_used	source	native	name	p_value	term_size	query_size	intersection_size	effective_domain_size	parents
geno_in_contra	bend-point selected genes (log2FC < 0)	GO:BP	GO:0051179	localization	1.250421087201252e-06	5309	91	45	25907	['GO:0008150']
geno_in_contra	bend-point selected genes (log2FC < 0)	GO:BP	GO:0006810	transport	2.1967946978923564e-06	4364	91	40	25907	['GO:0051234']
geno_in_contra	bend-point selected genes (log2FC < 0)	GO:BP	GO:0051234	establishment of localization	4.319205504094186e-06	4666	91	41	25907	['GO:0051179']
geno_in_contra	bend-point selected genes (log2FC < 0)	GO:BP	GO:0023051	regulation of signaling	0.0003636099871476263	3558	91	32	25907	['GO:0023052', 'GO:0050789']
geno_in_contra	bend-point selected genes (log2FC < 0)	GO:BP	GO:0010646	regulation of cell communication	0.0003683757743837919	3560	91	32	25907	['GO:0007154', 'GO:0050794']
geno_in_contra	bend-point selected genes (log2FC < 0)	GO:BP	GO:0051056	regulation of small GTPase mediated signal transduction	0.003231316030467881	235	91	8	25907	['GO:0007264', 'GO:1902531']
geno_in_contra	bend-point selected genes (log2FC < 0)	GO:BP	GO:0141124	intracellular signaling cassette	0.004834916462064524	1773	91	20	25907	['GO:0035556']
geno_in_contra	bend-point selected genes (log2FC < 0)	GO:BP	GO:0071705	nitrogen compound transport	0.005330136859733223	1949	91	21	25907	['GO:0006810']
geno_in_contra	bend-point selected genes (log2FC < 0)	GO:BP	GO:0048518	positive regulation of biological process	0.005482319297948248	6447	91	43	25907	['GO:0008150', 'GO:0050789']
geno_in_contra	bend-point selected genes (log2FC < 0)	KEGG	KEGG:00600	Sphingolipid metabolism	0.008841516489203545	55	43	4	9330	['KEGG:00000']
geno_in_contra	bend-point selected genes (log2FC < 0)	GO:BP	GO:0065007	biological regulation	0.014136378207729013	13503	91	68	25907	['GO:0008150']
geno_in_contra	bend-point selected genes (log2FC < 0)	GO:BP	GO:0007155	cell adhesion	0.01639151337858937	1435	91	17	25907	['GO:0009987']
geno_in_contra	bend-point selected genes (log2FC < 0)	GO:BP	GO:0033036	macromolecule localization	0.0210651698435773	3054	91	26	25907	['GO:0051179']
geno_in_contra	bend-point selected genes (log2FC < 0)	GO:BP	GO:0048522	positive regulation of cellular process	0.02448474423803119	6095	91	40	25907	['GO:0009987', 'GO:0048518', 'GO:0050794']
geno_in_contra	bend-point selected genes (log2FC < 0)	GO:BP	GO:0006979	response to oxidative stress	0.027974581013285073	415	91	9	25907	['GO:0006950']
geno_in_contra	bend-point selected genes (log2FC < 0)	GO:BP	GO:0032940	secretion by cell	0.03203418378370851	913	91	13	25907	['GO:0046903', 'GO:0140352']
geno_in_contra	bend-point selected genes (log2FC < 0)	GO:BP	GO:0009966	regulation of signal transduction	0.03352565796145889	2940	91	25	25907	['GO:0007165', 'GO:0010646', 'GO:0023051', 'GO:0048583']
geno_in_contra	bend-point selected genes (log2FC < 0)	GO:BP	GO:1902531	regulation of intracellular signal transduction	0.036290671904933736	1858	91	19	25907	['GO:0009966', 'GO:0035556']
geno_in_contra	bend-point selected genes (log2FC < 0)	GO:BP	GO:0046903	secretion	0.03752939420814817	1069	91	14	25907	['GO:0006810']
geno_in_contra	bend-point selected genes (log2FC < 0)	GO:BP	GO:0007264	small GTPase-mediated signal transduction	0.03768701495498612	431	91	9	25907	['GO:0141124']
geno_in_contra	bend-point selected genes (log2FC < 0)	GO:BP	GO:0034599	cellular response to oxidative stress	0.04811612745349287	247	91	7	25907	['GO:0006979', 'GO:0062197']
geno_in_contra	bend-point selected genes (log2FC < 0)	REAC	REAC:R-MMU-9840309	Glycosphingolipid biosynthesis	0.0499247095999918	18	53	3	8469	['REAC:R-MMU-1660662']
