contrast_id	gene_set_used	source	native	name	p_value	term_size	query_size	intersection_size	effective_domain_size	parents
geno_in_contra	padj < 0.05 genes	GO:BP	GO:0009653	anatomical structure morphogenesis	4.1636977047688795e-50	2781	832	248	25907	['GO:0032502', 'GO:0048856']
geno_in_contra	padj < 0.05 genes	GO:BP	GO:0007275	multicellular organism development	8.341139593708754e-49	4907	832	344	25907	['GO:0032501', 'GO:0048856']
geno_in_contra	padj < 0.05 genes	GO:BP	GO:0048731	system development	3.172661663857738e-48	4155	832	310	25907	['GO:0007275', 'GO:0048856']
geno_in_contra	padj < 0.05 genes	GO:BP	GO:0048856	anatomical structure development	7.397410473118079e-46	6280	832	394	25907	['GO:0032502']
geno_in_contra	padj < 0.05 genes	GO:BP	GO:0032502	developmental process	1.3400748089803301e-43	6873	832	412	25907	['GO:0008150']
geno_in_contra	padj < 0.05 genes	GO:BP	GO:0010646	regulation of cell communication	3.134791951226991e-36	3560	832	259	25907	['GO:0007154', 'GO:0050794']
geno_in_contra	padj < 0.05 genes	GO:BP	GO:0023051	regulation of signaling	8.474995608127695e-36	3558	832	258	25907	['GO:0023052', 'GO:0050789']
geno_in_contra	padj < 0.05 genes	GO:BP	GO:0072359	circulatory system development	1.4649796968493015e-35	1230	832	138	25907	['GO:0048731']
geno_in_contra	padj < 0.05 genes	GO:BP	GO:0048513	animal organ development	2.302357672898548e-35	3272	832	244	25907	['GO:0048856']
geno_in_contra	padj < 0.05 genes	GO:BP	GO:0009888	tissue development	3.915835229960176e-35	2116	832	187	25907	['GO:0048856']
geno_in_contra	padj < 0.05 genes	GO:BP	GO:0048646	anatomical structure formation involved in morphogenesis	6.400811349663542e-35	1230	832	137	25907	['GO:0009653', 'GO:0032502']
geno_in_contra	padj < 0.05 genes	GO:BP	GO:0007155	cell adhesion	1.4128703308656982e-33	1435	832	147	25907	['GO:0009987']
geno_in_contra	padj < 0.05 genes	GO:BP	GO:0030154	cell differentiation	4.7707714325184835e-32	4795	832	303	25907	['GO:0048869']
geno_in_contra	padj < 0.05 genes	GO:BP	GO:0048869	cellular developmental process	4.965717802908377e-32	4796	832	303	25907	['GO:0009987', 'GO:0032502']
geno_in_contra	padj < 0.05 genes	GO:BP	GO:0048519	negative regulation of biological process	2.7213376092111495e-31	5759	832	340	25907	['GO:0008150', 'GO:0050789']
geno_in_contra	padj < 0.05 genes	GO:BP	GO:0048518	positive regulation of biological process	1.1874219236910364e-30	6447	832	365	25907	['GO:0008150', 'GO:0050789']
geno_in_contra	padj < 0.05 genes	GO:BP	GO:0048522	positive regulation of cellular process	1.8472102320233345e-30	6095	832	351	25907	['GO:0009987', 'GO:0048518', 'GO:0050794']
geno_in_contra	padj < 0.05 genes	GO:BP	GO:0007166	cell surface receptor signaling pathway	2.8333936094437967e-30	2731	832	208	25907	['GO:0007165']
geno_in_contra	padj < 0.05 genes	GO:BP	GO:0009966	regulation of signal transduction	6.96627313167349e-30	2940	832	217	25907	['GO:0007165', 'GO:0010646', 'GO:0023051', 'GO:0048583']
geno_in_contra	padj < 0.05 genes	GO:BP	GO:0035239	tube morphogenesis	1.4023808317581536e-29	930	832	110	25907	['GO:0009653', 'GO:0035295']
geno_in_contra	padj < 0.05 genes	GO:BP	GO:0048523	negative regulation of cellular process	8.937447253487497e-29	5540	832	325	25907	['GO:0009987', 'GO:0048519', 'GO:0050794']
geno_in_contra	padj < 0.05 genes	GO:BP	GO:0051239	regulation of multicellular organismal process	9.319882462074166e-29	3080	832	221	25907	['GO:0032501', 'GO:0050789']
geno_in_contra	padj < 0.05 genes	GO:BP	GO:0008283	cell population proliferation	1.1285111446919002e-28	2103	832	174	25907	['GO:0009987']
geno_in_contra	padj < 0.05 genes	GO:BP	GO:0035295	tube development	2.318878734011321e-28	1190	832	124	25907	['GO:0007275', 'GO:0048856']
geno_in_contra	padj < 0.05 genes	GO:BP	GO:0032501	multicellular organismal process	4.936974149970352e-28	8499	832	433	25907	['GO:0008150']
geno_in_contra	padj < 0.05 genes	GO:BP	GO:0050793	regulation of developmental process	6.404911733726244e-28	2689	832	201	25907	['GO:0032502', 'GO:0050789']
geno_in_contra	padj < 0.05 genes	GO:BP	GO:0001568	blood vessel development	2.9959221442308894e-27	769	832	96	25907	['GO:0001944', 'GO:0048856']
geno_in_contra	padj < 0.05 genes	GO:BP	GO:0001944	vasculature development	3.5879836958379965e-27	801	832	98	25907	['GO:0048731', 'GO:0072359']
geno_in_contra	padj < 0.05 genes	GO:BP	GO:0065007	biological regulation	4.131710722524732e-27	13503	832	593	25907	['GO:0008150']
geno_in_contra	padj < 0.05 genes	GO:BP	GO:0048583	regulation of response to stimulus	4.679123818685259e-27	3939	832	255	25907	['GO:0050789', 'GO:0050896']
geno_in_contra	padj < 0.05 genes	GO:BP	GO:0042127	regulation of cell population proliferation	1.5652444323173667e-25	1736	832	149	25907	['GO:0008283', 'GO:0050794']
geno_in_contra	padj < 0.05 genes	GO:BP	GO:0060429	epithelium development	6.101543569432798e-25	1293	832	124	25907	['GO:0009888']
geno_in_contra	padj < 0.05 genes	GO:BP	GO:0016477	cell migration	1.0737490646109114e-24	1539	832	137	25907	['GO:0048870']
geno_in_contra	padj < 0.05 genes	GO:BP	GO:0051179	localization	1.1734769094727446e-24	5309	832	305	25907	['GO:0008150']
