source	total_terms	strongest_term_neglog10	median_overlap_fraction
GO:BP	293	20.58064560310283	0.09236947791164658
REAC	8	3.583705599155376	0.04887218045112782
KEGG	5	2.800098532110312	0.07142857142857142
