Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
fastp | SRR30333743_1	(0.0, 0.00012943479898457188)	(1.0, 8.393037746655833e-05)	(2.0, 3.539232784734387e-05)	(3.0, 2.5280234176674192e-05)	(4.0, 1.820176860720542e-05)	(5.0, 2.8313862277875097e-05)	(6.0, 3.235869974614297e-05)	(7.0, 2.5280234176674192e-05)	(8.0, 1.719055924013845e-05)	(9.0, 9.10088430360271e-06)	(10.0, 2.4269024809607223e-05)	(11.0, 4.0448374682678705e-05)	(12.0, 4.8538049619214447e-05)	(13.0, 7.685191189708955e-05)	(14.0, 0.0001375244739211076)	(15.0, 0.00023460057315953653)	(16.0, 0.0004509993777118676)	(17.0, 0.0008959314992213334)	(18.0, 0.0015370382379417912)	(19.0, 0.002545213976907558)	(20.0, 0.004181350732821911)	(21.0, 0.00699655761073635)	(22.0, 0.010947352607866993)	(23.0, 0.016413950446231017)	(24.0, 0.0240738614017633)	(25.0, 0.033934163940033304)	(26.0, 0.04608991174154532)	(27.0, 0.06228038491765454)	(28.0, 0.08154088973217907)	(29.0, 0.10449938720206751)	(30.0, 0.1348518475639496)	(31.0, 0.1706324798082472)	(32.0, 0.21296574875113872)	(33.0, 0.2650238181771133)	(34.0, 0.33796639466112194)	(35.0, 0.42330336435727045)	(36.0, 0.5240339742482794)	(37.0, 0.6416467245224713)	(38.0, 0.767862844091669)	(39.0, 0.9199295199205667)	(40.0, 1.0968729573886788)	(41.0, 1.2972713961259092)	(42.0, 1.5499089107658193)	(43.0, 1.8669715853909328)	(44.0, 2.2200434255773014)	(45.0, 2.603777156191874)	(46.0, 2.966638514260818)	(47.0, 3.3003042354838037)	(48.0, 3.6481552017080054)	(49.0, 3.9676154537424346)	(50.0, 4.238012838496142)	(51.0, 4.528873056001816)	(52.0, 4.8249116766762405)	(53.0, 5.023391851244146)	(54.0, 5.123291247035425)	(55.0, 5.172321755616402)	(56.0, 5.110375069789878)	(57.0, 4.9193586315602955)	(58.0, 4.663548953135897)	(59.0, 4.324218437038601)	(60.0, 3.8916968880911478)	(61.0, 3.408673520933637)	(62.0, 2.9243153574115968)	(63.0, 2.463101753882986)	(64.0, 2.008114166427406)	(65.0, 1.5800500283699843)	(66.0, 1.236154913189749)	(67.0, 0.9920267253737073)	(68.0, 0.8018526245468911)	(69.0, 0.6440564364441919)	(70.0, 0.5255356201583737)	(71.0, 0.43146887999633615)	(72.0, 0.3696940997622151)	(73.0, 0.31740951943801754)	(74.0, 0.25939947167748684)	(75.0, 0.21675980629637398)	(76.0, 0.18819718651420042)	(77.0, 0.14906338400870878)	(78.0, 0.10298257315146706)	(79.0, 0.07256842901819387)	(80.0, 0.05632537295499716)	(81.0, 0.044763205051953456)	(82.0, 0.03278441888967816)	(83.0, 0.019018825775795528)	(84.0, 0.009497278375492961)	(85.0, 0.005526259191020978)	(86.0, 0.0029850900515816887)	(87.0, 0.0014773768852848397)	(88.0, 0.0008433486121338512)	(89.0, 0.000530884917710158)	(90.0, 0.0003468448129039699)	(91.0, 0.0002467350855643401)	(92.0, 0.00020729792024872838)	(93.0, 0.00017898405797085328)	(94.0, 0.0001506701956929782)	(95.0, 0.0001415693113893755)	(96.0, 0.00012943479898457188)	(97.0, 0.00012033391468096916)	(98.0, 9.808730860549586e-05)	(99.0, 5.359409645454929e-05)	(100.0, 2.0224187341339353e-05)
fastp | SRR30333743_2	(0.0, 0.0010800443085143734)	(1.0, 0.0006047439105726549)	(2.0, 9.303752470348536e-05)	(3.0, 5.966536910332214e-05)	(4.0, 4.4496207466884305e-05)	(5.0, 3.5394710485021605e-05)	(6.0, 4.2473652582025925e-05)	(7.0, 3.0338323272875662e-05)	(8.0, 2.629321350315891e-05)	(9.0, 3.640598792745079e-05)	(10.0, 3.741726536987998e-05)	(11.0, 3.842854281230917e-05)	(12.0, 5.1575149563888625e-05)	(13.0, 8.393602772162266e-05)	(14.0, 0.00012944351263093615)	(15.0, 0.0001870863268493999)	(16.0, 0.00036608243415936633)	(17.0, 0.0005915973038210754)	(18.0, 0.000958691015422871)	(19.0, 0.0017161378198023334)	(20.0, 0.003064170650560442)	(21.0, 0.005008857172351772)	(22.0, 0.008059881216160634)	(23.0, 0.0117692468749909)	(24.0, 0.01602975873994507)	(25.0, 0.021536164413972003)	(26.0, 0.029773019182557744)	(27.0, 0.04122371366318345)	(28.0, 0.05336005424977614)	(29.0, 0.06911070041561077)	(30.0, 0.09192107440704354)	(31.0, 0.12231400666181037)	(32.0, 0.16071524498317397)	(33.0, 0.2047927835888926)	(34.0, 0.2568735718739958)	(35.0, 0.3253613253850702)	(36.0, 0.4175028582745633)	(37.0, 0.5364513336079693)	(38.0, 0.6917026465696984)	(39.0, 0.8919740087134901)	(40.0, 1.1145248241914392)	(41.0, 1.3680884849963642)	(42.0, 1.6772744276897795)	(43.0, 2.0013089570703824)	(44.0, 2.3458542155383344)	(45.0, 2.7374602810671713)	(46.0, 3.08483509381904)	(47.0, 3.3793008820604564)	(48.0, 3.6873653180702175)	(49.0, 3.9771124857652587)	(50.0, 4.235777029989796)	(51.0, 4.508359785654488)	(52.0, 4.763711384977627)	(53.0, 4.966417903202788)	(54.0, 5.081829941320019)	(55.0, 5.090207363653103)	(56.0, 5.0015496815527785)	(57.0, 4.821034635524284)	(58.0, 4.564586811453551)	(59.0, 4.209207737744855)	(60.0, 3.782080552050693)	(61.0, 3.348123198510364)	(62.0, 2.9025715490925847)	(63.0, 2.4259524453659385)	(64.0, 1.9759127466586583)	(65.0, 1.5991289746035067)	(66.0, 1.303606401434752)	(67.0, 1.0674053630388936)	(68.0, 0.8672695120723874)	(69.0, 0.7147810090833748)	(70.0, 0.5940385275670995)	(71.0, 0.49360957603689914)	(72.0, 0.4250662022664912)	(73.0, 0.3635067105134992)	(74.0, 0.30875817233526776)	(75.0, 0.2656231443058931)	(76.0, 0.22378255140282788)	(77.0, 0.18718543203875798)	(78.0, 0.14481998614307198)	(79.0, 0.10040670342646686)	(80.0, 0.06996624113190586)	(81.0, 0.05498517709975985)	(82.0, 0.04208734459901798)	(83.0, 0.024717643247854235)	(84.0, 0.01236488928858169)	(85.0, 0.007160855569841086)	(86.0, 0.005706638607627912)	(87.0, 0.00497346246186675)	(88.0, 0.004828849787599377)	(89.0, 0.005078635315879386)	(90.0, 0.005457864356790331)	(91.0, 0.005961480523120068)	(92.0, 0.006530829723207701)	(93.0, 0.007113325530046913)	(94.0, 0.007644246187322238)	(95.0, 0.008195392393446146)	(96.0, 0.008840587401715968)	(97.0, 0.009979285801891235)	(98.0, 0.011096747375775488)	(99.0, 0.010704371728112963)	(100.0, 0.012412419328375864)
fastp | SRR30333744_1	(0.0, 4.764798485610904e-05)	(1.0, 3.8572178216850175e-05)	(2.0, 2.1555040768239807e-05)	(3.0, 1.815161327851773e-05)	(4.0, 2.0420564938332447e-05)	(5.0, 1.701713744861037e-05)	(6.0, 1.9286089108425087e-05)	(7.0, 1.4748185788795656e-05)	(8.0, 1.0210282469166224e-05)	(9.0, 1.5882661618703015e-05)	(10.0, 1.5882661618703015e-05)	(11.0, 2.7227419917776592e-05)	(12.0, 4.764798485610904e-05)	(13.0, 6.466512230471942e-05)	(14.0, 0.00011458205882064318)	(15.0, 0.00018605403610480673)	(16.0, 0.0003392082731423001)	(17.0, 0.000671609691305156)	(18.0, 0.0011719135322943008)	(19.0, 0.0018548679818985304)	(20.0, 0.002983671432656352)	(21.0, 0.005024593450659689)	(22.0, 0.007859648549598178)	(23.0, 0.012048133313616144)	(24.0, 0.017621813065950995)	(25.0, 0.024839348295821607)	(26.0, 0.03393784445167861)	(27.0, 0.04545504307689811)	(28.0, 0.05940909578475862)	(29.0, 0.07591231568242096)	(30.0, 0.09812989033532665)	(31.0, 0.1256874427196063)	(32.0, 0.15814479621325583)	(33.0, 0.1990471877847357)	(34.0, 0.25534214741639866)	(35.0, 0.32570914524223243)	(36.0, 0.41699474289572797)	(37.0, 0.532534299316813)	(38.0, 0.6768067250819616)	(39.0, 0.86161624120136)	(40.0, 1.075123457914095)	(41.0, 1.32463213061311)	(42.0, 1.6210615891612632)	(43.0, 1.9598172064474304)	(44.0, 2.322902792381791)	(45.0, 2.70400045106759)	(46.0, 3.0623064903305504)	(47.0, 3.395377249233052)	(48.0, 3.738508539795172)	(49.0, 4.058220845800514)	(50.0, 4.341965730094473)	(51.0, 4.635235673456335)	(52.0, 4.9321121154814715)	(53.0, 5.136719369308583)	(54.0, 5.232107231563023)	(55.0, 5.273158239468221)	(56.0, 5.207085232658587)	(57.0, 5.008002876123124)	(58.0, 4.728165126587366)	(59.0, 4.3667336064130104)	(60.0, 3.9108671836813365)	(61.0, 3.4042726742153557)	(62.0, 2.902208126738194)	(63.0, 2.428238873188689)	(64.0, 1.9687092280022442)	(65.0, 1.5326927288664596)	(66.0, 1.1843156220668483)	(67.0, 0.9351495610684651)	(68.0, 0.7425541373284127)	(69.0, 0.5884049649880906)	(70.0, 0.47161067829912806)	(71.0, 0.38021503649013144)	(72.0, 0.3235933478194552)	(73.0, 0.27357090505135007)	(74.0, 0.2151272481978426)	(75.0, 0.17211473158273502)	(76.0, 0.14482491549431353)	(77.0, 0.11354968581542749)	(78.0, 0.07685279614541417)	(79.0, 0.05204975107614959)	(80.0, 0.038459865109689344)	(81.0, 0.030009154652709435)	(82.0, 0.021678698633699707)	(83.0, 0.011712328467963565)	(84.0, 0.0056009071722526275)	(85.0, 0.0032003563161686573)	(86.0, 0.001603014347659097)	(87.0, 0.0008281673558323714)	(88.0, 0.0005127830751181259)	(89.0, 0.0003426117006320221)	(90.0, 0.0002847534333067469)	(91.0, 0.000243912303430082)	(92.0, 0.00025071915840952616)	(93.0, 0.00024958468257961876)	(94.0, 0.000212146980192676)	(95.0, 0.00019399536691415824)	(96.0, 0.0001928608910842509)	(97.0, 0.0001871885119347141)	(98.0, 0.000152019761207586)	(99.0, 7.82788322636077e-05)	(100.0, 2.7227419917776592e-05)
fastp | SRR30333744_2	(0.0, 0.0004606247837417695)	(1.0, 0.00025413781171959696)	(2.0, 3.743994547654777e-05)	(3.0, 2.2690876046392585e-05)	(4.0, 2.1556332244072957e-05)	(5.0, 2.0421788441753325e-05)	(6.0, 2.1556332244072957e-05)	(7.0, 2.7229051255671104e-05)	(8.0, 2.2690876046392585e-05)	(9.0, 1.588361323247481e-05)	(10.0, 2.495996365103184e-05)	(11.0, 3.743994547654777e-05)	(12.0, 4.3112664488145914e-05)	(13.0, 5.445810251134221e-05)	(14.0, 9.530167939484887e-05)	(15.0, 0.00017018157034794437)	(16.0, 0.0002768286877659895)	(17.0, 0.0004402029953000162)	(18.0, 0.0006818608251940973)	(19.0, 0.001114122013877876)	(20.0, 0.002154498680604976)	(21.0, 0.003684998269934156)	(22.0, 0.005926856823317743)	(23.0, 0.008501136710780982)	(24.0, 0.011511081418334958)	(25.0, 0.015879075057265532)	(26.0, 0.021902368103780444)	(27.0, 0.030150501546644146)	(28.0, 0.03958196417532723)	(29.0, 0.05173292829817046)	(30.0, 0.06929226272667136)	(31.0, 0.09197746605405235)	(32.0, 0.12073020963623872)	(33.0, 0.1573861853453836)	(34.0, 0.20574384583165317)	(35.0, 0.27141464474132027)	(36.0, 0.3637222630418476)	(37.0, 0.4908183979529018)	(38.0, 0.6672796682466853)	(39.0, 0.896321371058972)	(40.0, 1.1478508665770362)	(41.0, 1.4283849744014017)	(42.0, 1.7561399298221123)	(43.0, 2.086659768489076)	(44.0, 2.4163513901803464)	(45.0, 2.7816960508595114)	(46.0, 3.120679586291779)	(47.0, 3.4120349729026693)	(48.0, 3.721653111099498)	(49.0, 4.022009968237993)	(50.0, 4.293884103219252)	(51.0, 4.575674151032786)	(52.0, 4.8254677945333)	(53.0, 5.022564147503673)	(54.0, 5.131693646761194)	(55.0, 5.14237424211623)	(56.0, 5.065163998193171)	(57.0, 4.874245236226429)	(58.0, 4.598935702611745)	(59.0, 4.224563476897523)	(60.0, 3.7806357742944914)	(61.0, 3.342590681306487)	(62.0, 2.8938661275072484)	(63.0, 2.408128216701134)	(64.0, 1.9526145527888141)	(65.0, 1.5731470908583747)	(66.0, 1.2719767658136176)	(67.0, 1.0329862483987902)	(68.0, 0.8287524803680243)	(69.0, 0.6723805771819144)	(70.0, 0.5544390762117773)	(71.0, 0.4604251040325612)	(72.0, 0.3927314135233583)	(73.0, 0.33013295923037267)	(74.0, 0.27297237338190516)	(75.0, 0.22789354448433927)	(76.0, 0.18726666546707568)	(77.0, 0.15199596774056304)	(78.0, 0.11446185512842275)	(79.0, 0.07861140551892479)	(80.0, 0.05321577704780221)	(81.0, 0.040006283557394766)	(82.0, 0.030091505268923527)	(83.0, 0.017586563479756574)	(84.0, 0.00914782667810317)	(85.0, 0.005673853555400466)	(86.0, 0.004961360047543739)	(87.0, 0.005088428953403537)	(88.0, 0.005483250196610769)	(89.0, 0.006053925729177542)	(90.0, 0.006778899218859785)	(91.0, 0.007461894587856202)	(92.0, 0.008155100851073495)	(93.0, 0.008912976111023008)	(94.0, 0.009324815511265032)	(95.0, 0.009757076699948812)	(96.0, 0.010760013421199364)	(97.0, 0.0124266582668069)	(98.0, 0.01419995022983248)	(99.0, 0.01422831382489047)	(100.0, 0.015095105289862666)
fastp | SRR30333745_1	(0.0, 0.0001242850888653921)	(1.0, 7.714246895093303e-05)	(2.0, 3.428554175597024e-05)	(3.0, 3.21426953962221e-05)	(4.0, 3.107127221634802e-05)	(5.0, 3.5356964935844306e-05)	(6.0, 2.9999849036473955e-05)	(7.0, 3.107127221634802e-05)	(8.0, 2.9999849036473955e-05)	(9.0, 2.9999849036473955e-05)	(10.0, 3.21426953962221e-05)	(11.0, 3.3214118576096164e-05)	(12.0, 5.357115899370349e-05)	(13.0, 7.714246895093303e-05)	(14.0, 0.00011357085706665141)	(15.0, 0.00018535621011821408)	(16.0, 0.0003417839943798283)	(17.0, 0.0007049964523571379)	(18.0, 0.0012021368078187064)	(19.0, 0.0019821328827670293)	(20.0, 0.0033235547039693644)	(21.0, 0.0054556868319187634)	(22.0, 0.008435314695148553)	(23.0, 0.012951363398317756)	(24.0, 0.01917847491974585)	(25.0, 0.02705450671500014)	(26.0, 0.03646910219655359)	(27.0, 0.04966903577260213)	(28.0, 0.06599538218752321)	(29.0, 0.08482671599698985)	(30.0, 0.10994408960277768)	(31.0, 0.13936751296847938)	(32.0, 0.17530518926781544)	(33.0, 0.22043353360411125)	(34.0, 0.2806260878494365)	(35.0, 0.35464321538467686)	(36.0, 0.4464909674793815)	(37.0, 0.5564521998530372)	(38.0, 0.6820851390787108)	(39.0, 0.8409921965785536)	(40.0, 1.0284869673637964)	(41.0, 1.2468762255407078)	(42.0, 1.5173409359522188)	(43.0, 1.846133924276074)	(44.0, 2.213011720951733)	(45.0, 2.599498704665447)	(46.0, 2.9626618771764823)	(47.0, 3.307904425580944)	(48.0, 3.6670797610164882)	(49.0, 3.9951334673462306)	(50.0, 4.274237062857066)	(51.0, 4.573018416489468)	(52.0, 4.88473720501885)	(53.0, 5.1045514560249945)	(54.0, 5.217377673981633)	(55.0, 5.270783833805636)	(56.0, 5.21391590568746)	(57.0, 5.022686153697176)	(58.0, 4.748684675368901)	(59.0, 4.396041807061049)	(60.0, 3.9512790451708044)	(61.0, 3.453531192766248)	(62.0, 2.9584822553517935)	(63.0, 2.4867035579810244)	(64.0, 2.0198437644290568)	(65.0, 1.5783734859705651)	(66.0, 1.2277191790845596)	(67.0, 0.9777432941417805)	(68.0, 0.7841199827676582)	(69.0, 0.6256489945020242)	(70.0, 0.508170657098372)	(71.0, 0.41777039771967717)	(72.0, 0.3611746110891892)	(73.0, 0.31122486244346004)	(74.0, 0.2515658769417121)	(75.0, 0.2065146750743672)	(76.0, 0.18097730358206876)	(77.0, 0.1458742659398546)	(78.0, 0.09915914387416529)	(79.0, 0.06842751280583734)	(80.0, 0.05354115914466701)	(81.0, 0.043403353016698565)	(82.0, 0.032711621104735224)	(83.0, 0.018986690170548392)	(84.0, 0.009324595934444029)	(85.0, 0.0054781867186961195)	(86.0, 0.0028114144239895595)	(87.0, 0.0012996363171872468)	(88.0, 0.0006867822582992787)	(89.0, 0.00042428357923013165)	(90.0, 0.00032678406986159133)	(91.0, 0.00025821298634965084)	(92.0, 0.00020678467371569549)	(93.0, 0.0001917847491974585)	(94.0, 0.00017999909421884374)	(95.0, 0.00018642763329808815)	(96.0, 0.00019928471145657699)	(97.0, 0.00016821343924022897)	(98.0, 0.00014464212928299943)	(99.0, 8.678527756979965e-05)	(100.0, 3.6428388115718374e-05)
fastp | SRR30333745_2	(0.0, 0.0008336229226502506)	(1.0, 0.0004789581573581774)	(2.0, 8.357659121686317e-05)	(3.0, 3.964530609005048e-05)	(4.0, 3.750231657166937e-05)	(5.0, 3.964530609005048e-05)	(6.0, 4.071680084924103e-05)	(7.0, 2.893035849814494e-05)	(8.0, 2.2501389943001622e-05)	(9.0, 3.1073348016526044e-05)	(10.0, 3.857381133085992e-05)	(11.0, 3.750231657166937e-05)	(12.0, 4.928875892276546e-05)	(13.0, 7.500463314333874e-05)	(14.0, 8.893406501281593e-05)	(15.0, 0.00014786627676829637)	(16.0, 0.00027108817407521)	(17.0, 0.0004371698617497458)	(18.0, 0.0007211159729352425)	(19.0, 0.001295437163861379)	(20.0, 0.0024558659880647483)	(21.0, 0.004130612296679584)	(22.0, 0.006521117104433708)	(23.0, 0.009457012744615825)	(24.0, 0.01291472633252374)	(25.0, 0.017551084155541265)	(26.0, 0.024494370195096052)	(27.0, 0.034047817468039025)	(28.0, 0.04422273170131252)	(29.0, 0.057296039258196464)	(30.0, 0.07634507308708613)	(31.0, 0.10163663538301994)	(32.0, 0.13315572521936928)	(33.0, 0.17160095717912632)	(34.0, 0.22030253697385535)	(35.0, 0.2826485310321169)	(36.0, 0.3684677607799659)	(37.0, 0.48464458004520167)	(38.0, 0.6405642114235742)	(39.0, 0.8442467931876249)	(40.0, 1.0737170393211146)	(41.0, 1.3366532812684029)	(42.0, 1.6526317282799012)	(43.0, 1.982727118743735)	(44.0, 2.326157261485695)	(45.0, 2.709481297101838)	(46.0, 3.0637035350583655)	(47.0, 3.3674090810980952)	(48.0, 3.680094824714601)	(49.0, 3.9817409578271663)	(50.0, 4.254090281233943)	(51.0, 4.537562791735878)	(52.0, 4.802715956339931)	(53.0, 5.023763182171424)	(54.0, 5.146190030367018)	(55.0, 5.1547909187990415)	(56.0, 5.078489776997082)	(57.0, 4.891353217304452)	(58.0, 4.621442615969592)	(59.0, 4.258419120061074)	(60.0, 3.8180851342874376)	(61.0, 3.378636203184894)	(62.0, 2.9283951768677827)	(63.0, 2.4417136852853596)	(64.0, 1.9843236459349287)	(65.0, 1.6043287445355912)	(66.0, 1.3037744645826408)	(67.0, 1.0617784447142136)	(68.0, 0.8564446895262501)	(69.0, 0.7003964787767747)	(70.0, 0.5863830074303447)	(71.0, 0.49185252529027645)	(72.0, 0.4218410577247657)	(73.0, 0.3589164564965413)	(74.0, 0.3036841161445458)	(75.0, 0.26184117430339554)	(76.0, 0.22130759905797612)	(77.0, 0.18605863596488445)	(78.0, 0.1447300116081456)	(79.0, 0.10084372926121893)	(80.0, 0.07048613974383217)	(81.0, 0.05619990011954453)	(82.0, 0.043569119898206284)	(83.0, 0.025990176878926064)	(84.0, 0.013213673370337905)	(85.0, 0.007831555194923755)	(86.0, 0.006498615714490706)	(87.0, 0.005930723492119714)	(88.0, 0.005931794986878904)	(89.0, 0.006346463458685648)	(90.0, 0.007117939685302847)	(91.0, 0.008030853220133199)	(92.0, 0.008689822497035388)	(93.0, 0.009110919937397276)	(94.0, 0.00956737670481245)	(95.0, 0.010096695115852585)	(96.0, 0.010892815721931166)	(97.0, 0.012171108969645496)	(98.0, 0.01365191472684684)	(99.0, 0.013405470932233014)	(100.0, 0.015295587687445149)
fastp | SRR30333746_1	(0.0, 8.172574781222577e-05)	(1.0, 6.129431085916932e-05)	(2.0, 3.0046230813318294e-05)	(3.0, 1.6825889255458246e-05)	(4.0, 1.4422190790392782e-05)	(5.0, 1.0816643092794587e-05)	(6.0, 1.9229587720523712e-05)	(7.0, 2.043143695305644e-05)	(8.0, 1.201849232532732e-05)	(9.0, 1.8027738487990976e-05)	(10.0, 2.2835135418121907e-05)	(11.0, 2.403698465065464e-05)	(12.0, 2.043143695305644e-05)	(13.0, 5.8890612394103865e-05)	(14.0, 0.00010095533553274948)	(15.0, 0.00014542375713646056)	(16.0, 0.0002968567604355848)	(17.0, 0.0006153468070567588)	(18.0, 0.0010708476661866642)	(19.0, 0.0016958092671036846)	(20.0, 0.002752234742499956)	(21.0, 0.004659569474529402)	(22.0, 0.0072171046413590555)	(23.0, 0.011034177803883011)	(24.0, 0.0165158121534648)	(25.0, 0.023148818067812948)	(26.0, 0.031207217171944916)	(27.0, 0.042610362690215474)	(28.0, 0.05638956414120325)	(29.0, 0.07205326518880234)	(30.0, 0.0928488624593162)	(31.0, 0.1182247071550123)	(32.0, 0.14901848819096594)	(33.0, 0.18883334956631032)	(34.0, 0.2431581367260223)	(35.0, 0.3115926338756686)	(36.0, 0.4033934838042163)	(37.0, 0.5220664807229632)	(38.0, 0.6695057390223812)	(39.0, 0.8583607218748771)	(40.0, 1.080107914523329)	(41.0, 1.3397722486089556)	(42.0, 1.650866115053123)	(43.0, 2.0034814687828315)	(44.0, 2.367842495062082)	(45.0, 2.7431956344220776)	(46.0, 3.106280296816378)	(47.0, 3.4460611025918695)	(48.0, 3.7890640661597814)	(49.0, 4.107441138953097)	(50.0, 4.377554350266363)	(51.0, 4.660609074115542)	(52.0, 4.947157573683693)	(53.0, 5.1393104308302595)	(54.0, 5.2302074901359425)	(55.0, 5.266633136675545)	(56.0, 5.188770132296679)	(57.0, 4.97408019834166)	(58.0, 4.689941406484737)	(59.0, 4.3269937549029445)	(60.0, 3.8687610924674916)	(61.0, 3.3617549844773964)	(62.0, 2.855468784177588)	(63.0, 2.386652637400452)	(64.0, 1.9364387130444582)	(65.0, 1.5054988448305917)	(66.0, 1.166035327252489)	(67.0, 0.9283888711068617)	(68.0, 0.7406443969452262)	(69.0, 0.5852669244649296)	(70.0, 0.4721248377142982)	(71.0, 0.3831050669098312)	(72.0, 0.330020588158093)	(73.0, 0.2850834453536942)	(74.0, 0.22344901116171803)	(75.0, 0.17604206818446444)	(76.0, 0.15085010642134583)	(77.0, 0.11963207260630812)	(78.0, 0.07879203383561337)	(79.0, 0.05221193620891947)	(80.0, 0.04079436849985851)	(81.0, 0.03351356584917523)	(82.0, 0.02519436546158366)	(83.0, 0.014246720802443004)	(84.0, 0.006610170778930026)	(85.0, 0.003684869746945356)	(86.0, 0.0019361791136102311)	(87.0, 0.0010323884907456166)	(88.0, 0.0006045301639639641)	(89.0, 0.00037016956362008143)	(90.0, 0.0002872419665753229)	(91.0, 0.00020070882183296623)	(92.0, 0.0001538367017641897)	(93.0, 0.0001550385509967224)	(94.0, 0.00013460711404366597)	(95.0, 0.00010816643092794588)	(96.0, 0.0001322034155786005)	(97.0, 0.0001322034155786005)	(98.0, 9.494608937008582e-05)	(99.0, 6.369800932423478e-05)	(100.0, 3.1248080045851034e-05)
fastp | SRR30333746_2	(0.0, 0.0006153847115384765)	(1.0, 0.0003545673630934582)	(2.0, 6.490385629507369e-05)	(3.0, 3.3653851412260435e-05)	(4.0, 2.1634618765024566e-05)	(5.0, 1.0817309382512283e-05)	(6.0, 1.9230772235577392e-05)	(7.0, 2.403846529447174e-05)	(8.0, 2.2836542029748152e-05)	(9.0, 2.403846529447174e-05)	(10.0, 2.1634618765024566e-05)	(11.0, 2.884615835336609e-05)	(12.0, 4.2067314265325544e-05)	(13.0, 4.927885385366706e-05)	(14.0, 9.134616811899261e-05)	(15.0, 0.00014543271503155404)	(16.0, 0.0002319711900916523)	(17.0, 0.0003774039051232063)	(18.0, 0.0006382212535682247)	(19.0, 0.001076923245192334)	(20.0, 0.001996394542705878)	(21.0, 0.003415865918344434)	(22.0, 0.0055180297083459885)	(23.0, 0.008012020482647432)	(24.0, 0.011134617124399311)	(25.0, 0.015260819692195386)	(26.0, 0.021468753354492713)	(27.0, 0.029884620054087267)	(28.0, 0.03902524648231014)	(29.0, 0.05098197911978039)	(30.0, 0.06780890482591061)	(31.0, 0.08925001394531468)	(32.0, 0.11776083570782289)	(33.0, 0.1546178126205717)	(34.0, 0.20386421454609122)	(35.0, 0.2706586961365751)	(36.0, 0.3645914031212529)	(37.0, 0.4956791639883309)	(38.0, 0.6765770287920838)	(39.0, 0.9086960554452971)	(40.0, 1.1645662877327132)	(41.0, 1.450267053527304)	(42.0, 1.7851733558564138)	(43.0, 2.1246541781310615)	(44.0, 2.4598080766527044)	(45.0, 2.8247732779092862)	(46.0, 3.1643634752010237)	(47.0, 3.459841886754141)	(48.0, 3.7648972228805757)	(49.0, 4.057934528283039)	(50.0, 4.322058367629313)	(51.0, 4.596179804691556)	(52.0, 4.838449073315361)	(53.0, 5.02410174655436)	(54.0, 5.124488781470602)	(55.0, 5.117046472615434)	(56.0, 5.023111361784228)	(57.0, 4.828259167877033)	(58.0, 4.550330037912145)	(59.0, 4.174473008030638)	(60.0, 3.731147217607137)	(61.0, 3.2976050825584866)	(62.0, 2.8496879452637414)	(63.0, 2.365773206190525)	(64.0, 1.920289963506845)	(65.0, 1.5524341367986032)	(66.0, 1.2595458698809652)	(67.0, 1.027948477924642)	(68.0, 0.82806623515458)	(69.0, 0.6775626058691572)	(70.0, 0.5668510501089381)	(71.0, 0.4698462272596269)	(72.0, 0.3986394853643427)	(73.0, 0.3339159175589775)	(74.0, 0.27548561996770504)	(75.0, 0.23212984396259584)	(76.0, 0.19279930897104586)	(77.0, 0.15795915929650325)	(78.0, 0.11851203774827512)	(79.0, 0.08004087789100255)	(80.0, 0.05487621049748481)	(81.0, 0.04387620877873455)	(82.0, 0.03396394761455913)	(83.0, 0.01944110880690402)	(84.0, 0.009286059143254434)	(85.0, 0.005376202763108605)	(86.0, 0.004551683403508224)	(87.0, 0.004123798721266627)	(88.0, 0.004008414087853163)	(89.0, 0.004163462189002505)	(90.0, 0.004534856477802094)	(91.0, 0.004951923850661178)	(92.0, 0.005399039305138353)	(93.0, 0.005926683618352007)	(94.0, 0.006391827921800036)	(95.0, 0.006737981822040429)	(96.0, 0.00753605886981689)	(97.0, 0.009092549497633936)	(98.0, 0.010671876667480729)	(99.0, 0.010810097842923942)	(100.0, 0.013165867441782171)
