Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
fastp | SRR35329990_1 - nextera_transposase_sequence	(1, 0.0001611618327975131)	(2, 0.12536847552821861)	(3, 0.12552792287343317)	(4, 0.12557592852575586)	(5, 0.12566508188006936)	(6, 0.1257113730448091)	(7, 0.1258005263991226)	(8, 0.12585710448936002)	(9, 0.125929112967844)	(10, 0.1261053622913715)	(15, 0.12639785387302319)	(20, 0.12664131110980237)	(25, 0.12688545414161478)	(30, 0.12718103180091575)	(35, 0.12722560847807252)	(40, 0.1272506399967836)	(45, 0.12730070303420585)	(50, 0.12737682628288888)	(55, 0.12758462217794272)	(60, 0.12792271912930092)	(65, 0.1285519360722444)	(70, 0.12954393858774055)	(75, 0.1314641646806471)	(80, 0.13455778607532617)	(85, 0.13924382353705134)	(90, 0.14656640000384047)	(95, 0.15690476012904261)	(100, 0.171410010875852)	(105, 0.18859397702226596)	(110, 0.20898129176866798)	(115, 0.231751401357857)	(120, 0.2569783716534167)	(125, 0.2831003044672774)	(130, 0.3102704749893551)	(135, 0.3369479017800925)	(140, 0.35243178203925096)
fastp | SRR35329990_2 - nextera_transposase_sequence	(1, 9.258232947942243e-05)	(2, 0.1270503878470948)	(3, 0.12716697300273555)	(4, 0.12720640621714346)	(5, 0.12728184367079334)	(6, 0.1273264203479501)	(7, 0.1274052867767659)	(8, 0.1274481489663397)	(9, 0.1274995835938283)	(10, 0.1276580022464931)	(15, 0.12792031884668478)	(20, 0.1281418306424022)	(25, 0.12837397226113395)	(30, 0.12866817833036856)	(35, 0.12869801041431195)	(40, 0.12871275500752533)	(45, 0.12875081663186685)	(50, 0.1288355123184647)	(55, 0.1289963312537456)	(60, 0.1292730495496341)	(65, 0.1297483055076285)	(70, 0.1304450732613403)	(75, 0.1318197494053514)	(80, 0.13380889789909262)	(85, 0.136683750678187)	(90, 0.14086847197065688)	(95, 0.14637197711193367)	(100, 0.15363523230835266)	(105, 0.16159319787338386)	(110, 0.1703213112606773)	(115, 0.17947118859337693)	(120, 0.18917278803027066)	(125, 0.1985455487487541)	(130, 0.20735732913009558)	(135, 0.21496965399840368)	(140, 0.21896406716916583)
fastp | SRR35329991_1 - nextera_transposase_sequence	(1, 0.00016357351717597544)	(2, 0.23835130486761147)	(3, 0.23849481748173756)	(4, 0.23855037075172186)	(5, 0.238642959535029)	(6, 0.23868616763390568)	(7, 0.23876795439249365)	(8, 0.23880961934498188)	(9, 0.2389006649819006)	(10, 0.2390660902747427)	(15, 0.23932379572161427)	(20, 0.23949508497073252)	(25, 0.2397172980506697)	(30, 0.2400595679196285)	(35, 0.24010956586261437)	(40, 0.24013765112688418)	(45, 0.24018240237214927)	(50, 0.2402725221212349)	(55, 0.2404885626156183)	(60, 0.24085953500740231)	(65, 0.241562901131259)	(70, 0.24280698574962947)	(75, 0.24479363241012336)	(80, 0.2480228205425993)	(85, 0.2530139732214104)	(90, 0.2607093356313458)	(95, 0.27112217883134615)	(100, 0.28533085351766235)	(105, 0.30193202236463546)	(110, 0.32229476484810055)	(115, 0.3444827408798274)	(120, 0.3697227518386358)	(125, 0.39505072214158593)	(130, 0.4212826675988917)	(135, 0.4468754418221003)	(140, 0.46188686125968953)
fastp | SRR35329991_2 - nextera_transposase_sequence	(1, 9.413192969560851e-05)	(2, 0.24105489734018043)	(3, 0.24117063331931438)	(4, 0.2412153845645795)	(5, 0.2413033439087213)	(6, 0.2413388362756557)	(7, 0.24140982100952452)	(8, 0.24144531337645891)	(9, 0.24152401384227)	(10, 0.2416767853347268)	(15, 0.24192091109338)	(20, 0.2420912744546652)	(25, 0.24231503068099083)	(30, 0.24266223861839267)	(35, 0.24270020001954856)	(40, 0.2427190264054877)	(45, 0.24276717257280742)	(50, 0.2428505024777839)	(55, 0.2430162363999037)	(60, 0.24331375502359737)	(65, 0.24384768367400195)	(70, 0.24467079795760255)	(75, 0.2459929657832287)	(80, 0.24810182963768806)	(85, 0.2512285528499707)	(90, 0.2556635555703835)	(95, 0.26135159315821976)	(100, 0.268678143581315)	(105, 0.2765333759570941)	(110, 0.28526912766212426)	(115, 0.2941218498633992)	(120, 0.3035396722721253)	(125, 0.31242140562550313)	(130, 0.3210982091384944)	(135, 0.32828556775735124)	(140, 0.33200794547557655)
fastp | SRR35329992_1 - nextera_transposase_sequence	(1, 8.810638032741804e-05)	(2, 0.09897239556093229)	(3, 0.09912362293015099)	(4, 0.0991959490632556)	(5, 0.09929983569080583)	(6, 0.09933928630886289)	(7, 0.09945106306002453)	(8, 0.09950497890470252)	(9, 0.09958256512021471)	(10, 0.09983399705929832)	(15, 0.10018931562593218)	(20, 0.1004433776062196)	(25, 0.1006721911909505)	(30, 0.10095307959151674)	(35, 0.10099437123841644)	(40, 0.1010256687287417)	(45, 0.1010577552314281)	(50, 0.10114270556231095)	(55, 0.101383354332459)	(60, 0.10174498499798197)	(65, 0.10243168875629508)	(70, 0.10354025112369827)	(75, 0.10559589132859108)	(80, 0.108833998058714)	(85, 0.11416377655822182)	(90, 0.12215410473949731)	(95, 0.13363318257761816)	(100, 0.1497508640868873)	(105, 0.16938412167328062)	(110, 0.19310656732334763)	(115, 0.2197930694101012)	(120, 0.24949754377821937)	(125, 0.280312158538463)	(130, 0.3117324717879425)	(135, 0.34264913214689374)	(140, 0.3605418284646098)
fastp | SRR35329992_2 - nextera_transposase_sequence	(1, 7.758621551220395e-05)	(2, 0.09982847397277034)	(3, 0.09994156574453389)	(4, 0.09999416656860996)	(5, 0.10008621801074309)	(6, 0.10012566862880014)	(7, 0.10021903509153517)	(8, 0.10026243077139792)	(9, 0.10032949682209491)	(10, 0.10054121513900109)	(15, 0.10085524205873524)	(20, 0.10111219708434685)	(25, 0.10133312054546635)	(30, 0.10161663898723636)	(35, 0.10165161853524693)	(40, 0.10166766178659015)	(45, 0.10170684940052681)	(50, 0.10179022170668739)	(55, 0.10197248356211097)	(60, 0.10224179978138045)	(65, 0.10271047312389822)	(70, 0.10349659243971512)	(75, 0.10494443012240895)	(80, 0.10707555250985094)	(85, 0.1103920344678472)	(90, 0.11504536636973677)	(95, 0.12143452546613667)	(100, 0.12993245159974623)	(105, 0.13989636270035585)	(110, 0.15079314941595465)	(115, 0.1624221396026923)	(120, 0.17472152729227947)	(125, 0.18665270921333418)	(130, 0.19800922713135777)	(135, 0.20761071855408328)	(140, 0.21248102885528666)
fastp | SRR35329993_1 - nextera_transposase_sequence	(1, 0.00014567229640320898)	(2, 0.25940351394840766)	(3, 0.2595479723090075)	(4, 0.2595965297411419)	(5, 0.2596960724770174)	(6, 0.25973127661531487)	(7, 0.25981746605735345)	(8, 0.2598672374252912)	(9, 0.2599364317660827)	(10, 0.26010007031237564)	(15, 0.2603797611214699)	(20, 0.2605863729952017)	(25, 0.26080730931141327)	(30, 0.26109549767113094)	(35, 0.26113677148844516)	(40, 0.2611685766064932)	(45, 0.26121834797443094)	(50, 0.261327844983894)	(55, 0.26158107199247493)	(60, 0.2620319277498429)	(65, 0.262852791140075)	(70, 0.264213370388481)	(75, 0.26662448968111474)	(80, 0.27036025572237504)	(85, 0.2761048427310355)	(90, 0.2848905817142738)	(95, 0.29727515478015326)	(100, 0.3145152282723124)	(105, 0.33498752723449804)	(110, 0.3596979188733743)	(115, 0.38672984134259647)	(120, 0.4169279511741424)	(125, 0.4473848721189646)	(130, 0.47872869456172173)	(135, 0.5094160205220218)	(140, 0.5270387265794)
fastp | SRR35329993_2 - nextera_transposase_sequence	(1, 9.711486426880598e-05)	(2, 0.26184595278476813)	(3, 0.26195520700707053)	(4, 0.26199769476018814)	(5, 0.2620863120738334)	(6, 0.2621166604689174)	(7, 0.26219435236033245)	(8, 0.2622429097924669)	(9, 0.2623060344542416)	(10, 0.2624531634736088)	(15, 0.2627085755666358)	(20, 0.2629059615282622)	(25, 0.2630980061723537)	(30, 0.263384980596268)	(35, 0.2634177568629587)	(40, 0.2634320813054384)	(45, 0.2634716556126279)	(50, 0.26356075850059457)	(55, 0.2637443055940626)	(60, 0.26411358486544473)	(65, 0.26473633393256846)	(70, 0.26566645154510293)	(75, 0.26725597908602267)	(80, 0.2696253389870208)	(85, 0.2731714882557963)	(90, 0.2784023376324748)	(95, 0.2852821974044377)	(100, 0.29448771538847784)	(105, 0.30478359051109594)	(110, 0.3161479719278316)	(115, 0.3280224491691392)	(120, 0.34071487635475084)	(125, 0.35275299214235134)	(130, 0.36432398543281896)	(135, 0.3739259748502365)	(140, 0.3788329461545785)
fastp | SRR35329994_1 - nextera_transposase_sequence	(1, 0.00012922695458684297)	(2, 0.18710329491857236)	(3, 0.18721991436539465)	(4, 0.18726876845798235)	(5, 0.18734126162762862)	(6, 0.18737908415092233)	(7, 0.1874531532590392)	(8, 0.18750358329009748)	(9, 0.18754770956727346)	(10, 0.18769742372197773)	(15, 0.18789914384621084)	(20, 0.18805106431477392)	(25, 0.18825404518978348)	(30, 0.18857112401006243)	(35, 0.18860768578257966)	(40, 0.18863983492737935)	(45, 0.18868396120455536)	(50, 0.18879333133441295)	(55, 0.1890186905357047)	(60, 0.18946058368285285)	(65, 0.19024098841347975)	(70, 0.1914740026728547)	(75, 0.1936261042482668)	(80, 0.19701500233538322)	(85, 0.20227769126400888)	(90, 0.210305837020793)	(95, 0.2214779800263667)	(100, 0.23685882431144806)	(105, 0.25503632900640516)	(110, 0.27704052749560343)	(115, 0.3012671144160012)	(120, 0.32801930032933646)	(125, 0.35601962951136423)	(130, 0.38451007555773964)	(135, 0.41245902914562677)	(140, 0.4285228851638536)
fastp | SRR35329994_2 - nextera_transposase_sequence	(1, 0.00017335323176283815)	(2, 0.1888226437899656)	(3, 0.18891720009819987)	(4, 0.18895659855996416)	(5, 0.18901648422184586)	(6, 0.189052730806669)	(7, 0.18912207209937415)	(8, 0.18915516680725614)	(9, 0.18919298933054984)	(10, 0.1893225314728308)	(15, 0.18950061252000536)	(20, 0.1896474899854626)	(25, 0.18985425311280152)	(30, 0.1901867761300921)	(35, 0.19021482783486826)	(40, 0.19023752134884447)	(45, 0.19028227800140868)	(50, 0.1903594989864667)	(55, 0.1905240269627943)	(60, 0.1908373235307439)	(65, 0.19134130865363258)	(70, 0.19213495126741229)	(75, 0.19354289469702063)	(80, 0.19564267511520977)	(85, 0.1987245803882589)	(90, 0.20317345469068154)	(95, 0.2091084389708529)	(100, 0.2167400786084413)	(105, 0.22528103474354927)	(110, 0.23469348485288313)	(115, 0.24413083479005207)	(120, 0.25433535157469506)	(125, 0.26402422129176717)	(130, 0.2732343209014797)	(135, 0.2809863622382197)	(140, 0.2849659220641062)
fastp | SRR35329995_1 - nextera_transposase_sequence	(1, 0.0001628505332997303)	(2, 0.1751084603576371)	(3, 0.17529870630775363)	(4, 0.17536110697939183)	(5, 0.17547068864665896)	(6, 0.17551178177188412)	(7, 0.17563810508276148)	(8, 0.17570811559240435)	(9, 0.17584965857929102)	(10, 0.17607521417774916)	(15, 0.17643713807325082)	(20, 0.17672144162110492)	(25, 0.17696069492797145)	(30, 0.1772504775591889)	(35, 0.17728761356865164)	(40, 0.17730800793450413)	(45, 0.17733601213836128)	(50, 0.17741119733784733)	(55, 0.17762488158901818)	(60, 0.17797919564651518)	(65, 0.1785837211776054)	(70, 0.1795352553217081)	(75, 0.18143040937838872)	(80, 0.1843851572788382)	(85, 0.18912852150390308)	(90, 0.19637400046490022)	(95, 0.20667619915560934)	(100, 0.2212417334900493)	(105, 0.23876779920182237)	(110, 0.25986714044706366)	(115, 0.283250955061304)	(120, 0.30869977531648896)	(125, 0.335262371462036)	(130, 0.3623211290454869)	(135, 0.3888067136304268)	(140, 0.40417523807111855)
fastp | SRR35329995_2 - nextera_transposase_sequence	(1, 0.00014002101928574942)	(2, 0.17730618157338301)	(3, 0.17745990030107714)	(4, 0.1775040373615042)	(5, 0.17759839935276198)	(6, 0.17763188263998247)	(7, 0.1777277665988412)	(8, 0.17778560136767663)	(9, 0.17787844139133346)	(10, 0.17807325324425277)	(15, 0.17840960808405876)	(20, 0.1786799095299843)	(25, 0.17890120361915982)	(30, 0.1791809412642111)	(35, 0.17920833668102792)	(40, 0.17922538271815835)	(45, 0.17924821223217233)	(50, 0.17931639638069408)	(55, 0.17946189648334318)	(60, 0.179726110058865)	(65, 0.18013947645927814)	(70, 0.18078844344431555)	(75, 0.18201454054362642)	(80, 0.18388229918349025)	(85, 0.18675273007884813)	(90, 0.19085808548560226)	(95, 0.1962470683669825)	(100, 0.2034624123694812)	(105, 0.21159063253901897)	(110, 0.22052488675001033)	(115, 0.2298578964724459)	(120, 0.23954095874309583)	(125, 0.24911991842984205)	(130, 0.2580949613725384)	(135, 0.2654387594405557)	(140, 0.2694384902958052)
fastp | SRR35329996_1 - nextera_transposase_sequence	(1, 9.034849506828777e-05)	(2, 0.14592867014845462)	(3, 0.1461109521999082)	(4, 0.1461727695912707)	(5, 0.14630908486453162)	(6, 0.14635822176535823)	(7, 0.14647076111886434)	(8, 0.14653099344890988)	(9, 0.14660707639212528)	(10, 0.1468077451548559)	(15, 0.14711936820977561)	(20, 0.14733176642625195)	(25, 0.14752546091918783)	(30, 0.1477825578648032)	(35, 0.1478205993364109)	(40, 0.14784374123163896)	(45, 0.1478855868504074)	(50, 0.1479762523577391)	(55, 0.14819435679495657)	(60, 0.14855384870164934)	(65, 0.1492699794046643)	(70, 0.15037793726523857)	(75, 0.15237606556143302)	(80, 0.15570374329031655)	(85, 0.1608849917232853)	(90, 0.1686888826113416)	(95, 0.17953799330159428)	(100, 0.19465028491001654)	(105, 0.2126549964096776)	(110, 0.23412782207090738)	(115, 0.25770846227146704)	(120, 0.28353386630914446)	(125, 0.3098157680061143)	(130, 0.3365820644415555)	(135, 0.362215359047614)	(140, 0.3768530832977302)
fastp | SRR35329996_2 - nextera_transposase_sequence	(1, 9.82738016532253e-05)	(2, 0.1481794572185769)	(3, 0.14830150693998492)	(4, 0.14835381396344552)	(5, 0.14847586368485355)	(6, 0.1485202454017292)	(7, 0.14862168932601638)	(8, 0.148670826226843)	(9, 0.1487326436182055)	(10, 0.14890351322817677)	(15, 0.14919262841239528)	(20, 0.149408513763769)	(25, 0.1495838215454278)	(30, 0.14982950604956086)	(35, 0.14986120727590063)	(40, 0.14988244709754825)	(45, 0.14991351429936123)	(50, 0.14998484205862567)	(55, 0.15015412660727995)	(60, 0.15042548910474818)	(65, 0.15097043318552847)	(70, 0.15176137878270524)	(75, 0.15320315055663708)	(80, 0.15548912598799644)	(85, 0.15893631734018088)	(90, 0.1639105567651511)	(95, 0.17048190397311785)	(100, 0.17904503923201118)	(105, 0.18872817881748785)	(110, 0.19927485980845927)	(115, 0.21035253634062157)	(120, 0.2220230258053372)	(125, 0.2331710790599737)	(130, 0.24383980977235317)	(135, 0.25293362356017385)	(140, 0.25767549299607373)
