Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
cutadapt | SRR30333743_2 - illumina_universal_adapter	(1, 0.0)	(2, 6.0973853659539925e-06)	(3, 1.2194770731907985e-05)	(4, 1.4227232520559316e-05)	(5, 1.4227232520559316e-05)	(6, 2.032461788651331e-05)	(7, 2.032461788651331e-05)	(8, 2.64220032524673e-05)	(9, 3.0486926829769964e-05)	(10, 3.1706403902960764e-05)	(15, 5.609594536677674e-05)	(20, 6.829071609868472e-05)	(25, 0.00010040361235937574)	(30, 0.002724718273865974)	(35, 0.012798005390779698)	(40, 0.038393609679981365)	(45, 0.08010622946083037)	(50, 0.15681662176518207)	(55, 0.2746331472526492)	(60, 0.45554622949172374)	(65, 0.7303960371710432)	(70, 1.1296967321083455)	(75, 1.7380690478894134)	(80, 2.6480245477482898)	(85, 4.005467566106887)	(90, 5.962142106598272)	(95, 8.650180136072098)	(100, 12.146547730525729)	(105, 16.412481778726008)	(110, 21.327533310676806)	(115, 26.62577583893569)	(120, 32.07994436420398)	(125, 37.44474513813291)	(130, 42.57759283640144)	(135, 47.34770992469587)	(140, 49.09844364848273)
cutadapt | SRR30333754_1 - illumina_universal_adapter	(1, 1.806476398536393e-05)	(2, 2.4086351980485237e-05)	(3, 5.2187095957718016e-05)	(4, 0.00014050371988616388)	(5, 0.0002047339918341245)	(6, 0.00026093547978859005)	(7, 0.00032918014373329826)	(8, 0.0004315471396503605)	(9, 0.0004837342356080785)	(10, 0.0009032381992681963)	(15, 0.0013416098053130278)	(20, 0.0016290402722801516)	(25, 0.0022231702877987874)	(30, 0.004668336453017714)	(35, 0.01138722433797407)	(40, 0.027754703387113146)	(45, 0.055155738839312816)	(50, 0.10484989736705061)	(55, 0.18019080204440943)	(60, 0.30036523941984405)	(65, 0.49037644860589696)	(70, 0.7786041738235749)	(75, 1.235128459038499)	(80, 1.9412576026311932)	(85, 3.0251815784769978)	(90, 4.6330756394750825)	(95, 6.903464410257213)	(100, 9.93772092328206)	(105, 13.729921541719216)	(110, 18.18780429718584)	(115, 23.08725291040911)	(120, 28.236728294609)	(125, 33.40284092500021)	(130, 38.42058363438764)	(135, 43.2015554966109)	(140, 45.03610293262375)
cutadapt | SRR30333754_2 - illumina_universal_adapter	(1, 1.605756798699016e-05)	(2, 1.806476398536393e-05)	(3, 4.2151115965849164e-05)	(4, 6.62374679463344e-05)	(5, 8.831662392844587e-05)	(6, 0.00012846054389592128)	(7, 0.0001866692278487606)	(8, 0.00025692108779184255)	(9, 0.0002890362237658229)	(10, 0.00045161909963409817)	(15, 0.0007948496153560127)	(20, 0.0010955275759124035)	(25, 0.0016165956570902342)	(30, 0.0037891846057300027)	(35, 0.010244326936500046)	(40, 0.026519474969713918)	(45, 0.0534817373766691)	(50, 0.10290412156622708)	(55, 0.17865328990965507)	(60, 0.2994431335781912)	(65, 0.48978312146877767)	(70, 0.7768972543465578)	(75, 1.230092805717779)	(80, 1.9329642702051124)	(85, 3.0177453187422225)	(90, 4.633378324631638)	(95, 6.911937186005548)	(100, 9.94750720809173)	(105, 13.73552121711548)	(110, 18.197322420610128)	(115, 23.11610514856813)	(120, 28.280196131149786)	(125, 33.46186854492039)	(130, 38.49856440324207)	(135, 43.27335209459433)	(140, 45.06009293919631)
cutadapt | SRR30333756_1 - illumina_universal_adapter	(1, 2.0572765965798474e-06)	(2, 2.0572765965798474e-06)	(3, 2.0572765965798474e-06)	(4, 5.7603744704235734e-05)	(5, 8.229106386319391e-05)	(6, 0.00010286382982899238)	(7, 0.00011109293621531178)	(8, 0.00015018119155032887)	(9, 0.00016458212772638782)	(10, 0.00041762714910570907)	(15, 0.0005505272172447672)	(20, 0.0006101882385455827)	(25, 0.0008393688514045778)	(30, 0.0015079837452930283)	(35, 0.003035305890593907)	(40, 0.006300203849366126)	(45, 0.012198004396441234)	(50, 0.02372780535431333)	(55, 0.04179151678292302)	(60, 0.07215198188460978)	(65, 0.12293462030522537)	(70, 0.20715458670537257)	(75, 0.352195466951487)	(80, 0.5971434591019893)	(85, 1.0102009854313752)	(90, 1.6928456827978617)	(95, 2.7701801295841495)	(100, 4.378872913198913)	(105, 6.619451620168067)	(110, 9.525818934437291)	(115, 13.02213088554175)	(120, 17.02835283058938)	(125, 21.36109131610999)	(130, 25.863243237716397)	(135, 30.419831109523624)	(140, 32.225812192741884)
cutadapt | SRR30333756_2 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 1.0286382982899239e-05)	(5, 1.2343659579479086e-05)	(6, 2.2630042562378323e-05)	(7, 2.2630042562378323e-05)	(8, 2.6744595755538018e-05)	(9, 3.703097873843726e-05)	(10, 7.40619574768745e-05)	(15, 0.00014935828091169694)	(20, 0.00023617535328736652)	(25, 0.0003892367320729072)	(30, 0.0008303168343796266)	(35, 0.002130927098737406)	(40, 0.005306127797898743)	(45, 0.010870238081008598)	(50, 0.022025614698303164)	(55, 0.04019877324185091)	(60, 0.07060696716057832)	(65, 0.12125999715560938)	(70, 0.20470683901076187)	(75, 0.34825742809031385)	(80, 0.5912217941463939)	(85, 1.0032136511987513)	(90, 1.6871519640891672)	(95, 2.7658322812249376)	(100, 4.369902364327187)	(105, 6.60055059716465)	(110, 9.500354376180145)	(115, 12.999846465447595)	(120, 17.004291334971104)	(125, 21.329653249527016)	(130, 25.83009022536251)	(135, 30.29866780436806)	(140, 31.883106942730418)
fastx | SRR30333743_1 - illumina_universal_adapter	(1, 2.595026942268376e-05)	(2, 2.794644399365943e-05)	(3, 4.591201513244049e-05)	(4, 0.00013374369625537014)	(5, 0.00019961745709756737)	(6, 0.00031938793135610777)	(7, 0.0003672961210595239)	(8, 0.0004591201513244049)	(9, 0.0005389671341634319)	(10, 0.0009637530828670553)	(15, 0.001387341326828093)	(20, 0.0016628134176227363)	(25, 0.0024105804119102237)	(30, 0.005796491719199161)	(35, 0.015925480727243924)	(40, 0.04126531996612333)	(45, 0.08274103673202748)	(50, 0.15864437708863488)	(55, 0.2741885505455056)	(60, 0.451928732815008)	(65, 0.722322954736003)	(70, 1.1166955869111552)	(75, 1.71904365911255)	(80, 2.617788921666297)	(85, 3.9521541707901813)	(90, 5.869263860123736)	(95, 8.506161362488154)	(100, 11.944831563687979)	(105, 16.143882586289287)	(110, 20.97281531618437)	(115, 26.166203610724477)	(120, 31.51892057099615)	(125, 36.78531735353005)	(130, 41.82307669228844)	(135, 46.53481401312153)	(140, 49.176836494079474)
fastx | SRR30333743_2 - illumina_universal_adapter	(1, 1.3973221996829715e-05)	(2, 2.195792028073241e-05)	(3, 3.79273168485378e-05)	(4, 6.78699354131729e-05)	(5, 0.00010380107769073503)	(6, 0.0001816518859587863)	(7, 0.00021558685366537274)	(8, 0.00028146061450756997)	(9, 0.00034334202620781587)	(10, 0.0005090245155987968)	(15, 0.0008415871991233439)	(20, 0.0011282378675154506)	(25, 0.0017642190858283002)	(30, 0.004975664735613963)	(35, 0.014954541415921358)	(40, 0.040313144695767925)	(45, 0.08156808455412216)	(50, 0.15746863026633023)	(55, 0.27398334379960937)	(60, 0.4529372002082649)	(65, 0.7246936116564937)	(70, 1.1191409007606006)	(75, 1.7193646439835626)	(80, 2.6166351327642734)	(85, 3.955510937948733)	(90, 5.88621337840589)	(95, 8.538835546335713)	(100, 11.988763373646012)	(105, 16.196925336224165)	(110, 21.045785876861302)	(115, 26.272400896370215)	(120, 31.654830515895945)	(125, 36.94857608775695)	(130, 42.01556580999304)	(135, 46.74630910815132)	(140, 49.39035531088932)
fastx | SRR30333754_1 - illumina_universal_adapter	(1, 1.761534084803774e-05)	(2, 2.3487121130716986e-05)	(3, 5.480328263833963e-05)	(4, 0.00014287998687852833)	(5, 0.00020551230989377363)	(6, 0.00026423011272056607)	(7, 0.0003307769559242642)	(8, 0.0004305972207298114)	(9, 0.0004834432432739246)	(10, 0.0008991652872876153)	(15, 0.0013297625080174267)	(20, 0.0016108250575483398)	(25, 0.002196045825722038)	(30, 0.004591340729036325)	(35, 0.011166951741599391)	(40, 0.02718164528457877)	(45, 0.05399806583557489)	(50, 0.10262306126047942)	(55, 0.17634365416153622)	(60, 0.293966765332148)	(65, 0.4798919905589602)	(70, 0.761914771892101)	(75, 1.2084773632105175)	(80, 1.8987047439874438)	(85, 2.95807568450768)	(90, 4.5297066086691355)	(95, 6.749103721671351)	(100, 9.715357230304727)	(105, 13.42118377830663)	(110, 17.776141899791025)	(115, 22.56181780922703)	(120, 27.591658783801638)	(125, 32.63785853824378)	(130, 37.54051714334758)	(135, 42.217203024436586)	(140, 44.868886082177916)
fastx | SRR30333754_2 - illumina_universal_adapter	(1, 1.5658080753811324e-05)	(2, 1.761534084803774e-05)	(3, 4.501698216720755e-05)	(4, 6.850410329792454e-05)	(5, 9.00339643344151e-05)	(6, 0.00013309368640739626)	(7, 0.0001898542291399623)	(8, 0.0002583583324378868)	(9, 0.0002896744939455095)	(10, 0.0004513441777286114)	(15, 0.0007891672699920907)	(20, 0.0010917596805594945)	(25, 0.0016159139337933285)	(30, 0.003773206009649684)	(35, 0.0101288209876217)	(40, 0.026118070149376133)	(45, 0.052608802620692986)	(50, 0.1011715571746011)	(55, 0.17554665785116721)	(60, 0.2941859784627014)	(65, 0.48115285751166087)	(70, 0.7628609114216499)	(75, 1.2067502769033718)	(80, 1.8949734233438105)	(85, 2.9576055506330463)	(90, 4.54060424142177)	(95, 6.773631713720178)	(100, 9.748921109304558)	(105, 13.461856425968694)	(110, 17.8344854744878)	(115, 22.656156962864706)	(120, 27.71955594465886)	(125, 32.79757409354881)	(130, 37.735444199199755)	(135, 42.43333033872538)	(140, 45.08971982408929)
fastx | SRR30333756_1 - illumina_universal_adapter	(1, 6.026881579370836e-06)	(2, 6.026881579370836e-06)	(3, 6.026881579370836e-06)	(4, 6.026881579370836e-05)	(5, 8.43763421111917e-05)	(6, 0.00010647490790221811)	(7, 0.00011651971053450283)	(8, 0.0001546899605371848)	(9, 0.0001687526842223834)	(10, 0.00042228350266125)	(15, 0.0005556784816179911)	(20, 0.0006139383368852425)	(25, 0.0008433616290066257)	(30, 0.0015039078501056693)	(35, 0.003002994194947842)	(40, 0.0062012593530673)	(45, 0.0119778244508416)	(50, 0.02328987938321537)	(55, 0.040991232373932804)	(60, 0.07074514314707604)	(65, 0.12050950614004634)	(70, 0.20302434542742304)	(75, 0.3450695066189825)	(80, 0.5848248827279338)	(85, 0.9891273850931833)	(90, 1.6572574321796019)	(95, 2.711946038677392)	(100, 4.286848544827523)	(105, 6.479246051578936)	(110, 9.32215341443132)	(115, 12.741929774534762)	(120, 16.660528220812726)	(125, 20.89869121444999)	(130, 25.30351476081738)	(135, 29.767496569599455)	(140, 32.40337211256624)
fastx | SRR30333756_2 - illumina_universal_adapter	(1, 4.017921052913891e-06)	(2, 6.026881579370836e-06)	(3, 6.026881579370836e-06)	(4, 1.6071684211655563e-05)	(5, 1.8080644738112508e-05)	(6, 2.8125447370397237e-05)	(7, 3.013440789685418e-05)	(8, 3.4152328949768074e-05)	(9, 4.41971315820528e-05)	(10, 8.156379737415198e-05)	(15, 0.00015589533685305895)	(20, 0.00024388780791187318)	(25, 0.0004021938973966805)	(30, 0.0008505938869018707)	(35, 0.0021660612396258785)	(40, 0.005324950771426779)	(45, 0.0108439671297093)	(50, 0.02185949948837802)	(55, 0.03979991878174383)	(60, 0.0698511557128027)	(65, 0.1198991839321087)	(70, 0.20204718702735436)	(75, 0.3430681801425261)	(80, 0.5816804577119232)	(85, 0.9864128776298348)	(90, 1.6583824500744178)	(95, 2.7183803374515283)	(100, 4.294734116685972)	(105, 6.485746244258341)	(110, 9.33349721094001)	(115, 12.772413339771115)	(120, 16.709761816434604)	(125, 20.962085972822862)	(130, 25.386998722662717)	(135, 29.858998694697988)	(140, 32.48929937220385)
raw | SRR30333743_1 - illumina_universal_adapter	(1, 2.595026942268376e-05)	(2, 2.794644399365943e-05)	(3, 4.591201513244049e-05)	(4, 0.00013374369625537014)	(5, 0.00019961745709756737)	(6, 0.00031938793135610777)	(7, 0.0003672961210595239)	(8, 0.0004591201513244049)	(9, 0.0005389671341634319)	(10, 0.0009637530828670553)	(15, 0.001387341326828093)	(20, 0.0016628134176227363)	(25, 0.0024105804119102237)	(30, 0.005796491719199161)	(35, 0.015925480727243924)	(40, 0.04126531996612333)	(45, 0.08274103673202748)	(50, 0.15864437708863488)	(55, 0.2741885505455056)	(60, 0.451928732815008)	(65, 0.722322954736003)	(70, 1.1166955869111552)	(75, 1.71904365911255)	(80, 2.617788921666297)	(85, 3.9521541707901813)	(90, 5.869263860123736)	(95, 8.506161362488154)	(100, 11.944831563687979)	(105, 16.143882586289287)	(110, 20.97281531618437)	(115, 26.166203610724477)	(120, 31.51892057099615)	(125, 36.78531735353005)	(130, 41.82309665403414)	(135, 46.53601012092446)	(140, 49.21006681216251)
raw | SRR30333743_2 - illumina_universal_adapter	(1, 1.3973221996829715e-05)	(2, 2.195792028073241e-05)	(3, 3.79273168485378e-05)	(4, 6.78699354131729e-05)	(5, 0.00010380107769073503)	(6, 0.0001816518859587863)	(7, 0.00021558685366537274)	(8, 0.00028146061450756997)	(9, 0.00034334202620781587)	(10, 0.0005090245155987968)	(15, 0.0008415871991233439)	(20, 0.0011282378675154506)	(25, 0.0017642190858283002)	(30, 0.004975664735613963)	(35, 0.014954541415921358)	(40, 0.040313144695767925)	(45, 0.08156808455412216)	(50, 0.15746863026633023)	(55, 0.27398334379960937)	(60, 0.4529372002082649)	(65, 0.7246936116564937)	(70, 1.1191409007606006)	(75, 1.7193646439835626)	(80, 2.6166351327642734)	(85, 3.955510937948733)	(90, 5.88621337840589)	(95, 8.538835546335713)	(100, 11.988763373646012)	(105, 16.196925336224165)	(110, 21.045785876861302)	(115, 26.272400896370215)	(120, 31.654830515895945)	(125, 36.94857968087117)	(130, 42.01562210211595)	(135, 46.74862746529805)	(140, 49.426148717121485)
raw | SRR30333754_1 - illumina_universal_adapter	(1, 1.761534084803774e-05)	(2, 2.3487121130716986e-05)	(3, 5.480328263833963e-05)	(4, 0.00014287998687852833)	(5, 0.00020551230989377363)	(6, 0.00026423011272056607)	(7, 0.0003307769559242642)	(8, 0.0004305972207298114)	(9, 0.0004834432432739246)	(10, 0.0008991652872876153)	(15, 0.0013297625080174267)	(20, 0.0016108250575483398)	(25, 0.002196045825722038)	(30, 0.004591340729036325)	(35, 0.011166951741599391)	(40, 0.02718164528457877)	(45, 0.05399806583557489)	(50, 0.10262306126047942)	(55, 0.17634365416153622)	(60, 0.293966765332148)	(65, 0.4798919905589602)	(70, 0.761914771892101)	(75, 1.2084773632105175)	(80, 1.8987047439874438)	(85, 2.95807568450768)	(90, 4.5297066086691355)	(95, 6.749103721671351)	(100, 9.715357230304727)	(105, 13.42118377830663)	(110, 17.776141899791025)	(115, 22.56181780922703)	(120, 27.591658783801638)	(125, 32.63785853824378)	(130, 37.54052888690814)	(135, 42.21831983704636)	(140, 44.903234039571494)
