focus_read,stage,stage_label,position,position_end,max_adapter_pct
SRR30333743_1,fastp,fastp,110-114,114,0.003976366979807973
SRR30333743_1,fastp,fastp,115-119,119,0.0043518073151083735
SRR30333743_1,fastp,fastp,120-124,124,0.004695479622037201
SRR30333743_1,fastp,fastp,125-129,129,0.00497149015425255
SRR30333743_1,fastp,fastp,130-134,134,0.005166224042452318
SRR30333743_1,fastp,fastp,135-139,139,0.0053366161946271145
SRR30333743_1,fastp,fastp,140,140,0.0053737476563601215
SRR30333743_1,cutadapt,cutadapt,1,1,1.6259694309210648e-05
SRR30333743_1,cutadapt,cutadapt,2,2,4.877908292763194e-05
SRR30333743_1,cutadapt,cutadapt,3,3,7.92660097574019e-05
SRR30333743_1,cutadapt,cutadapt,4,4,9.959062764391522e-05
SRR30333743_1,cutadapt,cutadapt,5,5,0.0001056880130098692
SRR30333743_1,cutadapt,cutadapt,6,6,0.00013414247805098784
SRR30333743_1,cutadapt,cutadapt,7,7,0.0001382074016282905
SRR30333743_1,cutadapt,cutadapt,8,8,0.0001646294048807578
SRR30333743_1,cutadapt,cutadapt,9,9,0.00017682417561266578
SRR30333743_1,cutadapt,cutadapt,10-14,14,0.00041177675838075965
SRR30333743_1,cutadapt,cutadapt,15-19,19,0.0005203102178947406
SRR30333743_1,cutadapt,cutadapt,20-24,24,0.0005304725268379973
SRR30333743_1,cutadapt,cutadapt,25-29,29,0.0006995733476537881
SRR30333743_1,cutadapt,cutadapt,30-34,34,0.0009747686738371782
SRR30333743_1,cutadapt,cutadapt,35-39,39,0.0012458990764432657
SRR30333743_1,cutadapt,cutadapt,40-44,44,0.0013337014257130031
SRR30333743_1,cutadapt,cutadapt,45-49,49,0.0016105227213273146
SRR30333743_1,cutadapt,cutadapt,50-54,54,0.0019036037112508367
SRR30333743_1,cutadapt,cutadapt,55-59,59,0.0019499438400320868
SRR30333743_1,cutadapt,cutadapt,60-64,64,0.0020027878465370213
SRR30333743_1,cutadapt,cutadapt,65-69,69,0.002075143486213009
SRR30333743_1,cutadapt,cutadapt,70-74,74,0.002357655674835544
SRR30333743_1,cutadapt,cutadapt,75-79,79,0.0027369130445978824
SRR30333743_1,cutadapt,cutadapt,80-84,84,0.0036629026355074284
SRR30333743_1,cutadapt,cutadapt,85-89,89,0.005107982967238525
SRR30333743_1,cutadapt,cutadapt,90-94,94,0.007327837732803507
SRR30333743_1,cutadapt,cutadapt,95-99,99,0.009733865998208954
SRR30333743_1,cutadapt,cutadapt,100-104,104,0.012459803749148119
SRR30333743_1,cutadapt,cutadapt,105-109,109,0.016140185556037946
SRR30333743_1,cutadapt,cutadapt,110-114,114,0.019448220363246855
SRR30333743_1,cutadapt,cutadapt,115-119,119,0.02288145481663668
SRR30333743_1,cutadapt,cutadapt,120-124,124,0.025788281666765816
SRR30333743_1,cutadapt,cutadapt,125-129,129,0.02929305877511617
SRR30333743_1,cutadapt,cutadapt,130-134,134,0.03175274403174201
SRR30333743_1,cutadapt,cutadapt,135-139,139,0.03374618255405124
SRR30333743_1,cutadapt,cutadapt,140,140,0.03379577462169433
