contrast_id	gene_set_used	source	native	name	p_value	term_size	query_size	intersection_size	effective_domain_size	parents
interaction	bend-point selected genes (log2FC > 0)	GO:BP	GO:0036211	protein modification process	4.734264148625943e-13	2540	818	156	25907	['GO:0019538', 'GO:0043412']
interaction	bend-point selected genes (log2FC > 0)	GO:BP	GO:0099003	vesicle-mediated transport in synapse	6.855145794421453e-13	295	818	42	25907	['GO:0016192']
interaction	bend-point selected genes (log2FC > 0)	GO:BP	GO:0098655	monoatomic cation transmembrane transport	7.708119114485396e-13	815	818	74	25907	['GO:0006812', 'GO:0034220']
interaction	bend-point selected genes (log2FC > 0)	GO:BP	GO:0019538	protein metabolic process	8.392728696059358e-13	4467	818	233	25907	['GO:0043170', 'GO:0044238']
interaction	bend-point selected genes (log2FC > 0)	GO:BP	GO:0032940	secretion by cell	1.0862865823013708e-12	913	818	79	25907	['GO:0046903', 'GO:0140352']
interaction	bend-point selected genes (log2FC > 0)	GO:BP	GO:0030001	metal ion transport	1.3418131019233344e-12	879	818	77	25907	['GO:0006812']
interaction	bend-point selected genes (log2FC > 0)	GO:BP	GO:0048523	negative regulation of cellular process	2.056693950195827e-12	5540	818	272	25907	['GO:0009987', 'GO:0048519', 'GO:0050794']
interaction	bend-point selected genes (log2FC > 0)	GO:BP	GO:0030154	cell differentiation	2.3051921955347537e-12	4795	818	244	25907	['GO:0048869']
interaction	bend-point selected genes (log2FC > 0)	GO:BP	GO:0048869	cellular developmental process	2.363390627868527e-12	4796	818	244	25907	['GO:0009987', 'GO:0032502']
interaction	bend-point selected genes (log2FC > 0)	GO:BP	GO:0009987	cellular process	2.9590482912325675e-12	21471	818	755	25907	['GO:0008150']
interaction	bend-point selected genes (log2FC > 0)	GO:BP	GO:0043412	macromolecule modification	3.700159343107778e-12	2695	818	160	25907	['GO:0043170']
interaction	bend-point selected genes (log2FC > 0)	GO:BP	GO:0007267	cell-cell signaling	4.663349258331937e-12	1398	818	102	25907	['GO:0007154', 'GO:0023052']
interaction	bend-point selected genes (log2FC > 0)	GO:BP	GO:0098657	import into cell	4.831889983114988e-12	900	818	77	25907	['GO:0006810']
interaction	bend-point selected genes (log2FC > 0)	GO:BP	GO:0032880	regulation of protein localization	5.384460158018768e-12	959	818	80	25907	['GO:0008104', 'GO:0060341']
interaction	bend-point selected genes (log2FC > 0)	GO:BP	GO:0050808	synapse organization	5.557564230398315e-12	630	818	62	25907	['GO:0034330']
