source	total_terms	strongest_term_neglog10	median_overlap_fraction
GO:BP	508	36.633193406205855	0.03811944091486658
REAC	18	12.21899250054021	0.036057692307692304
KEGG	28	8.680916064652063	0.055415617128463476
