contrast_id	gene_set_used	source	native	name	p_value	term_size	query_size	intersection_size	effective_domain_size	parents
interaction	bend-point selected genes (log2FC < 0)	GO:BP	GO:0048513	animal organ development	2.327054709721269e-37	3272	787	239	25907	['GO:0048856']
interaction	bend-point selected genes (log2FC < 0)	GO:BP	GO:0072359	circulatory system development	4.73634726503204e-37	1230	787	136	25907	['GO:0048731']
interaction	bend-point selected genes (log2FC < 0)	GO:BP	GO:0009653	anatomical structure morphogenesis	1.9477274165395775e-35	2781	787	213	25907	['GO:0032502', 'GO:0048856']
interaction	bend-point selected genes (log2FC < 0)	GO:BP	GO:0009888	tissue development	8.392975164891092e-35	2116	787	180	25907	['GO:0048856']
interaction	bend-point selected genes (log2FC < 0)	GO:BP	GO:0001501	skeletal system development	2.9707676160811747e-34	534	787	86	25907	['GO:0048731']
interaction	bend-point selected genes (log2FC < 0)	GO:BP	GO:0048646	anatomical structure formation involved in morphogenesis	8.734663824604007e-34	1230	787	131	25907	['GO:0009653', 'GO:0032502']
interaction	bend-point selected genes (log2FC < 0)	GO:BP	GO:0048856	anatomical structure development	8.189421623286015e-33	6280	787	349	25907	['GO:0032502']
interaction	bend-point selected genes (log2FC < 0)	GO:BP	GO:0032502	developmental process	1.1811694058695901e-32	6873	787	370	25907	['GO:0008150']
interaction	bend-point selected genes (log2FC < 0)	GO:BP	GO:0048731	system development	2.3754783784275453e-32	4155	787	266	25907	['GO:0007275', 'GO:0048856']
interaction	bend-point selected genes (log2FC < 0)	GO:BP	GO:0007275	multicellular organism development	2.493820342774307e-32	4907	787	296	25907	['GO:0032501', 'GO:0048856']
interaction	bend-point selected genes (log2FC < 0)	GO:BP	GO:0001568	blood vessel development	2.261966677566546e-31	769	787	99	25907	['GO:0001944', 'GO:0048856']
interaction	bend-point selected genes (log2FC < 0)	GO:BP	GO:0001944	vasculature development	2.692407162031174e-31	801	787	101	25907	['GO:0048731', 'GO:0072359']
interaction	bend-point selected genes (log2FC < 0)	GO:BP	GO:0035239	tube morphogenesis	1.8164723146487344e-30	930	787	108	25907	['GO:0009653', 'GO:0035295']
interaction	bend-point selected genes (log2FC < 0)	GO:BP	GO:0035295	tube development	1.4671804402968997e-29	1190	787	122	25907	['GO:0007275', 'GO:0048856']
interaction	bend-point selected genes (log2FC < 0)	GO:BP	GO:0009887	animal organ morphogenesis	1.7240040722188625e-28	1098	787	115	25907	['GO:0009653', 'GO:0048513']
interaction	bend-point selected genes (log2FC < 0)	GO:BP	GO:0045229	external encapsulating structure organization	7.662709314481472e-27	308	787	59	25907	['GO:0016043']
interaction	bend-point selected genes (log2FC < 0)	GO:BP	GO:0030198	extracellular matrix organization	7.662709314481472e-27	308	787	59	25907	['GO:0043062', 'GO:0045229']
interaction	bend-point selected genes (log2FC < 0)	GO:BP	GO:0043062	extracellular structure organization	1.10538409551815e-26	310	787	59	25907	['GO:0016043']
interaction	bend-point selected genes (log2FC < 0)	GO:BP	GO:0048514	blood vessel morphogenesis	2.0621455825618054e-26	662	787	85	25907	['GO:0001568', 'GO:0035239']
interaction	bend-point selected genes (log2FC < 0)	GO:BP	GO:0001503	ossification	1.192055009288184e-25	476	787	71	25907	['GO:0032501']
interaction	bend-point selected genes (log2FC < 0)	GO:BP	GO:0009719	response to endogenous stimulus	5.405809576406177e-25	1620	787	137	25907	['GO:0050896']
interaction	bend-point selected genes (log2FC < 0)	GO:BP	GO:0007166	cell surface receptor signaling pathway	2.7690797320835056e-22	2731	787	183	25907	['GO:0007165']
interaction	bend-point selected genes (log2FC < 0)	GO:BP	GO:0060348	bone development	8.874945682837482e-22	235	787	47	25907	['GO:0001501', 'GO:0048513']
interaction	bend-point selected genes (log2FC < 0)	GO:BP	GO:0030154	cell differentiation	1.034388652089288e-21	4795	787	265	25907	['GO:0048869']
interaction	bend-point selected genes (log2FC < 0)	GO:BP	GO:0048869	cellular developmental process	1.068029765677044e-21	4796	787	265	25907	['GO:0009987', 'GO:0032502']
interaction	bend-point selected genes (log2FC < 0)	GO:BP	GO:0060429	epithelium development	1.334295334830371e-20	1293	787	112	25907	['GO:0009888']
interaction	bend-point selected genes (log2FC < 0)	GO:BP	GO:0050793	regulation of developmental process	1.6649520957751172e-20	2689	787	177	25907	['GO:0032502', 'GO:0050789']
interaction	bend-point selected genes (log2FC < 0)	GO:BP	GO:0001525	angiogenesis	2.0779892720113976e-20	564	787	70	25907	['GO:0048514', 'GO:0048646']
interaction	bend-point selected genes (log2FC < 0)	GO:BP	GO:0016477	cell migration	2.1868688980864384e-20	1539	787	124	25907	['GO:0048870']
interaction	bend-point selected genes (log2FC < 0)	GO:BP	GO:0050896	response to stimulus	8.675754238295167e-20	10427	787	452	25907	['GO:0008150']
interaction	bend-point selected genes (log2FC < 0)	GO:BP	GO:0008283	cell population proliferation	3.620961661187658e-19	2103	787	148	25907	['GO:0009987']
interaction	bend-point selected genes (log2FC < 0)	GO:BP	GO:0051239	regulation of multicellular organismal process	4.540569757274252e-19	3080	787	190	25907	['GO:0032501', 'GO:0050789']
interaction	bend-point selected genes (log2FC < 0)	GO:BP	GO:0048518	positive regulation of biological process	7.677136158234277e-19	6447	787	317	25907	['GO:0008150', 'GO:0050789']
interaction	bend-point selected genes (log2FC < 0)	GO:BP	GO:0009966	regulation of signal transduction	1.30550019601857e-18	2940	787	183	25907	['GO:0007165', 'GO:0010646', 'GO:0023051', 'GO:0048583']
interaction	bend-point selected genes (log2FC < 0)	GO:BP	GO:0048583	regulation of response to stimulus	4.141466864009513e-18	3939	787	222	25907	['GO:0050789', 'GO:0050896']
interaction	bend-point selected genes (log2FC < 0)	GO:BP	GO:0030282	bone mineralization	4.152952973268325e-18	130	787	33	25907	['GO:0001503', 'GO:0031214']
interaction	bend-point selected genes (log2FC < 0)	GO:BP	GO:0007155	cell adhesion	5.608444115719522e-18	1435	787	114	25907	['GO:0009987']
interaction	bend-point selected genes (log2FC < 0)	GO:BP	GO:0048522	positive regulation of cellular process	1.0385869760761801e-17	6095	787	301	25907	['GO:0009987', 'GO:0048518', 'GO:0050794']
interaction	bend-point selected genes (log2FC < 0)	GO:BP	GO:0048870	cell motility	1.0684985614981265e-17	1804	787	131	25907	['GO:0009987']
interaction	bend-point selected genes (log2FC < 0)	GO:BP	GO:0032501	multicellular organismal process	1.2346719068017341e-17	8499	787	383	25907	['GO:0008150']
interaction	bend-point selected genes (log2FC < 0)	GO:BP	GO:0051094	positive regulation of developmental process	2.1221188754562865e-17	1480	787	115	25907	['GO:0032502', 'GO:0048518', 'GO:0050793']
interaction	bend-point selected genes (log2FC < 0)	GO:BP	GO:0048519	negative regulation of biological process	2.131064667718637e-17	5759	787	288	25907	['GO:0008150', 'GO:0050789']
interaction	bend-point selected genes (log2FC < 0)	GO:BP	GO:0007507	heart development	3.942108890741738e-17	660	787	71	25907	['GO:0048513', 'GO:0072359']
interaction	bend-point selected genes (log2FC < 0)	GO:BP	GO:0031214	biomineral tissue development	5.528556758541152e-17	171	787	36	25907	['GO:0009888', 'GO:0048513']
interaction	bend-point selected genes (log2FC < 0)	GO:BP	GO:0061061	muscle structure development	1.4214512509986426e-16	744	787	75	25907	['GO:0048856']
interaction	bend-point selected genes (log2FC < 0)	GO:BP	GO:0001649	osteoblast differentiation	3.3412350632421027e-16	226	787	40	25907	['GO:0001503', 'GO:0030154']
interaction	bend-point selected genes (log2FC < 0)	GO:BP	GO:0048598	embryonic morphogenesis	1.2794273469560724e-15	651	787	68	25907	['GO:0009653', 'GO:0009790']
interaction	bend-point selected genes (log2FC < 0)	GO:BP	GO:0030334	regulation of cell migration	1.5090905698458818e-15	978	787	86	25907	['GO:0016477', 'GO:2000145']
interaction	bend-point selected genes (log2FC < 0)	GO:BP	GO:0007167	enzyme-linked receptor protein signaling pathway	2.0741652055050887e-15	964	787	85	25907	['GO:0007166']
interaction	bend-point selected genes (log2FC < 0)	GO:BP	GO:0040011	locomotion	2.8496543970191286e-15	1264	787	100	25907	['GO:0008150']
interaction	bend-point selected genes (log2FC < 0)	GO:BP	GO:0010646	regulation of cell communication	2.9390696916813268e-15	3560	787	199	25907	['GO:0007154', 'GO:0050794']
