Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
qc_bundle_trimmed | SRR30333743_1	(1, 0.002868502858492043)	(2, 0.07025536402548883)	(3, 0.26795250118577757)	(4, 0.08759613252355451)	(5, 0.0036490071157435316)	(6, 0.001982201348978844)	(7, 0.07720404770705516)	(8, 0.03886951124603832)	(9, 0.0)	(10, 0.11257905574914345)	(15, 3.2338028049805914e-05)	(20, 0.052633534147829786)	(25, 0.008281329825149678)	(30, 0.01001201317818559)	(35, 0.09478276021398113)	(40, 0.10576251882417573)	(45, 0.006616120998041773)	(50, 0.020752230839863103)	(55, 0.04269697636842707)	(60, 0.033466665152235564)	(65, 0.027857015372879722)	(70, 0.031021351302790358)	(75, 0.02074744002089276)	(80, 0.00668359169854075)	(85, 0.023892612674922035)	(90, 0.023258627631180157)	(95, 0.04296286682128103)	(100, 0.10927219295486516)	(105, 0.012573504387661572)	(110, 0.02493980585485587)	(115, 0.04358048340752941)	(120, 0.08715737857229433)	(125, 0.013776014358866004)	(130, 0.06925530969018984)	(135, 0.07710635140969338)	(140, 0.03266041539914279)	(145, 0.002185594052777421)	(150, 0.0022992383604667523)
qc_bundle_trimmed | SRR30333743_2	(1, 0.07352509797274698)	(2, 0.0448280923404007)	(3, 0.0001816518859587863)	(4, 0.0022217422974959247)	(5, 0.04647493636145564)	(6, 8.98278556939053e-05)	(7, 0.06904168988633563)	(8, 0.08147785746351408)	(9, 5.788906255829454e-05)	(10, 0.07630097833114577)	(15, 0.04058741908181998)	(20, 0.07837660065004627)	(25, 0.02336682029292704)	(30, 0.025992987558502635)	(35, 0.021788644677113674)	(40, 0.035221302600123176)	(45, 0.03637349456249034)	(50, 0.120281095713796)	(55, 0.022176701013711345)	(60, 0.012682096284322649)	(65, 0.0123990387301583)	(70, 0.017049327010703226)	(75, 0.05645660768616239)	(80, 0.07637164413056736)	(85, 0.053184880324657215)	(90, 0.009043072857476122)	(95, 0.004284591664980065)	(100, 0.06939869040408571)	(105, 0.008518492708668089)	(110, 0.027066199732568616)	(115, 0.013582421771153309)	(120, 0.02881776026803783)	(125, 0.009867619709346298)	(130, 0.06848181477579705)	(135, 0.03893286061607065)	(140, 0.06521892835329798)	(145, 0.0449097956853598)	(150, 0.00021490592470524352)
qc_bundle_trimmed | SRR30333744_1	(1, 0.0019037742811004886)	(2, 0.09228004731696254)	(3, 0.33883869371312997)	(4, 0.10900543319953097)	(5, 0.0026723513690621705)	(6, 0.0015172771822691829)	(7, 0.10084924013676519)	(8, 0.04952021685711734)	(9, 0.0)	(10, 0.14232545851752038)	(15, 3.0478056936411534e-05)	(20, 0.06725049519664719)	(25, 0.010829427853768139)	(30, 0.012491144523257705)	(35, 0.1192562196824774)	(40, 0.13262857759107047)	(45, 0.008125273294859276)	(50, 0.02463245395820182)	(55, 0.053881670975814845)	(60, 0.04192853041413032)	(65, 0.03543802941958494)	(70, 0.03872391732610617)	(75, 0.027190402186009925)	(80, 0.00842828702034302)	(85, 0.029031011798387123)	(90, 0.029053980768831957)	(95, 0.05351858455839847)	(100, 0.13661236883033853)	(105, 0.016426347555815537)	(110, 0.030648557777001526)	(115, 0.0524571542558102)	(120, 0.10804383223557038)	(125, 0.017482933247139558)	(130, 0.08606039044324919)	(135, 0.09641610661800193)	(140, 0.040727276574547965)	(145, 0.0015431974796216393)	(150, 0.0014718714474542777)
qc_bundle_trimmed | SRR30333744_2	(1, 0.06331043334341832)	(2, 0.044140177241385574)	(3, 0.00024735814325203565)	(4, 0.001722672783362391)	(5, 0.05634023423535204)	(6, 9.496785856997796e-05)	(7, 0.08695301301764191)	(8, 0.10126003133895162)	(9, 3.091976790650446e-05)	(10, 0.09482430250469776)	(15, 0.042157778407608544)	(20, 0.09706024343530813)	(25, 0.029302222334024176)	(30, 0.03281470796820308)	(35, 0.026236748201579306)	(40, 0.04416093765697993)	(45, 0.044846473082564155)	(50, 0.14982571078969814)	(55, 0.027711179419749474)	(60, 0.015553526678911925)	(65, 0.015869350022528365)	(70, 0.015742137263141602)	(75, 0.06980932684639547)	(80, 0.09620951235658887)	(85, 0.06656938364378212)	(90, 0.011061328165149119)	(95, 0.00549046912865133)	(100, 0.08621718309355729)	(105, 0.010674399562263926)	(110, 0.033137208937964825)	(115, 0.017138433407782157)	(120, 0.03563344998008624)	(125, 0.011875980311686574)	(130, 0.08509908644373523)	(135, 0.04918322919077333)	(140, 0.08246293945349864)	(145, 0.056522090271288294)	(150, 0.0001817597991068714)
qc_bundle_trimmed | SRR30333745_1	(1, 0.002775373290844815)	(2, 0.07368438312716932)	(3, 0.27987140338183103)	(4, 0.09064406814258802)	(5, 0.003482288266206946)	(6, 0.0019806168096684553)	(7, 0.08174070408898863)	(8, 0.04051166589575288)	(9, 0.0)	(10, 0.11734955908165304)	(15, 4.0992702713306994e-05)	(20, 0.054854510623677195)	(25, 0.00859424561171026)	(30, 0.010608744145049918)	(35, 0.09830426574247364)	(40, 0.11032182032362986)	(45, 0.006941152130863431)	(50, 0.021377276172104765)	(55, 0.0446577849701845)	(60, 0.03518428771456229)	(65, 0.028710368736053593)	(70, 0.03222319238285311)	(75, 0.02140948472423665)	(80, 0.0071088875776801255)	(85, 0.02472780217959037)	(90, 0.024042220141354553)	(95, 0.04478536430005755)	(100, 0.11425126368371971)	(105, 0.01341172476629349)	(110, 0.02612908334376974)	(115, 0.04498990952073926)	(120, 0.09001621880615034)	(125, 0.014555776629238685)	(130, 0.07204386640673054)	(135, 0.08017253558758199)	(140, 0.03396351087522145)	(145, 0.0021531198045984146)	(150, 0.002183770060406222)
qc_bundle_trimmed | SRR30333745_2	(1, 0.0734585049693613)	(2, 0.044590021522842097)	(3, 0.00020496351356653498)	(4, 0.002277604757897516)	(5, 0.0483170111266744)	(6, 0.00010039029235911917)	(7, 0.07189408958009835)	(8, 0.0850724069166569)	(9, 7.320125484519106e-05)	(10, 0.07943172736472888)	(15, 0.04106841372546116)	(20, 0.08124084409161719)	(25, 0.024235471454145854)	(30, 0.027090320393108307)	(35, 0.02235482664395169)	(40, 0.03675121286113421)	(45, 0.03774507675548949)	(50, 0.12503067132578013)	(55, 0.023106917250875426)	(60, 0.013091312416513968)	(65, 0.013034424584177135)	(70, 0.01710190459626078)	(75, 0.05853465240379372)	(80, 0.07910253648933274)	(85, 0.055303349067618295)	(90, 0.009319150416571545)	(95, 0.0044928867889364055)	(100, 0.07237647452196508)	(105, 0.008979508720942624)	(110, 0.0280168980809297)	(115, 0.014119525407091474)	(120, 0.029976298048203884)	(125, 0.010221535681412552)	(130, 0.07066437272870231)	(135, 0.04057320306562665)	(140, 0.06787109773368168)	(145, 0.0466945654485948)	(150, 0.00021189410757298013)
qc_bundle_trimmed | SRR30333746_1	(1, 0.0019708151179995944)	(2, 0.08605971640870583)	(3, 0.3304597411860209)	(4, 0.10573707360248305)	(5, 0.002901741009073922)	(6, 0.0016913004738602288)	(7, 0.09798646414804232)	(8, 0.04682344042968507)	(9, 0.0)	(10, 0.1378215647206091)	(15, 3.2689000755281734e-05)	(20, 0.06435990495080839)	(25, 0.010130273958698395)	(30, 0.012160308280964803)	(35, 0.11567642484662521)	(40, 0.12901116838660948)	(45, 0.007779508426122917)	(50, 0.024514381798290626)	(55, 0.05207689447860274)	(60, 0.040970688033587235)	(65, 0.03348301184609118)	(70, 0.03795808867412584)	(75, 0.025043564607618883)	(80, 0.008020649025897388)	(85, 0.028603349414505652)	(90, 0.028198290057320635)	(95, 0.05236019915181518)	(100, 0.13338012440059802)	(105, 0.015613498520171304)	(110, 0.029754096991818392)	(115, 0.051455329710618246)	(120, 0.10584272467436508)	(125, 0.016901182356499712)	(130, 0.08480243209334956)	(135, 0.0947314842786131)	(140, 0.039205533899305575)	(145, 0.0017077316433911614)	(150, 0.0018175562824149327)
qc_bundle_trimmed | SRR30333746_2	(1, 0.06586596775372201)	(2, 0.04432202124145482)	(3, 0.0002416143534086041)	(4, 0.0017623635189804065)	(5, 0.05679121689187533)	(6, 0.0001350197857283376)	(7, 0.08505298993616998)	(8, 0.09967539585373189)	(9, 4.5006595242779196e-05)	(10, 0.09298788955428902)	(15, 0.04274915917612822)	(20, 0.09602417659545714)	(25, 0.028569239152847967)	(30, 0.03168985434089203)	(35, 0.026094350168129245)	(40, 0.04323807292655504)	(45, 0.043736935503298685)	(50, 0.14674187189772797)	(55, 0.02693289410054734)	(60, 0.015269553381789643)	(65, 0.015341090180543958)	(70, 0.016636806369901863)	(75, 0.06884019306881851)	(80, 0.09355544640798218)	(85, 0.06469532283027206)	(90, 0.010822903002376571)	(95, 0.005189498242556096)	(100, 0.08482847049950844)	(105, 0.010461909085834754)	(110, 0.03272882350510539)	(115, 0.016806431987098573)	(120, 0.03483378032744692)	(125, 0.011699893579575855)	(130, 0.0829500173463169)	(135, 0.04785420377241298)	(140, 0.08035177135290576)	(145, 0.054627704004888575)	(150, 0.0001473612381703321)
qc_bundle_trimmed | SRR30333747_1	(1, 0.001774563877833383)	(2, 0.10375607593655403)	(3, 0.4076003063723762)	(4, 0.1300171904190664)	(5, 0.0016530184067489048)	(6, 0.0016821893198091793)	(7, 0.11628012127709868)	(8, 0.058650551617104155)	(9, 2.4309094216895658e-06)	(10, 0.17062553230839062)	(15, 0.006720492187202973)	(20, 0.08110340339959765)	(25, 0.01272289373123885)	(30, 0.01427916194300451)	(35, 0.14484525170948842)	(40, 0.15940931623671498)	(45, 0.009383310367721723)	(50, 0.03995880289184874)	(55, 0.07442229194502605)	(60, 0.05225142565544854)	(65, 0.05306918358490491)	(70, 0.04945199036543083)	(75, 0.03202285599380098)	(80, 0.011304701174625155)	(85, 0.045121082139748706)	(90, 0.03932336316901909)	(95, 0.06363148502214608)	(100, 0.17109129455358635)	(105, 0.01863146217159751)	(110, 0.04303925131101376)	(115, 0.07454189486302831)	(120, 0.13408556955380255)	(125, 0.022925919908431285)	(130, 0.10578444854547041)	(135, 0.11551960352388742)	(140, 0.05937149476149563)	(145, 0.005702332923730059)	(150, 0.0012293117659742067)
qc_bundle_trimmed | SRR30333747_2	(1, 0.05247361077659096)	(2, 0.06288033401084399)	(3, 0.03133928426442188)	(4, 0.00973579223386671)	(5, 0.06909130758326083)	(6, 0.0004570109712776384)	(7, 0.10382171049093966)	(8, 0.12332489678115505)	(9, 0.0001142527428194096)	(10, 0.12485004935232308)	(15, 0.04705803076695095)	(20, 0.1321787550768328)	(25, 0.037927534979084944)	(30, 0.04306064331392463)	(35, 0.03553552010814241)	(40, 0.06031475220719283)	(45, 0.05805497880879021)	(50, 0.18948987560258598)	(55, 0.03903068167464766)	(60, 0.023604130484605683)	(65, 0.02545210782697409)	(70, 0.017358637998400848)	(75, 0.08656857396144013)	(80, 0.12236517612114128)	(85, 0.08540222735780491)	(90, 0.015116367882764818)	(95, 0.01176754741553684)	(100, 0.10620256383204747)	(105, 0.016360997703480283)	(110, 0.05252274732177551)	(115, 0.025332543908936522)	(120, 0.04530644827909737)	(125, 0.024711336756375556)	(130, 0.10530964909839506)	(135, 0.062129341856472016)	(140, 0.10599863591065906)	(145, 0.07119476426560913)	(150, 0.00020765949780082564)
