Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
qc_bundle_trimmed | SRR30333743_1	(0.0, 0.00012775513046388857)	(1.0, 7.78507826264321e-05)	(2.0, 2.894452174572475e-05)	(3.0, 2.0959826091731717e-05)	(4.0, 1.4971304351236943e-05)	(5.0, 2.4952173918728236e-05)	(6.0, 2.7946434788975622e-05)	(7.0, 2.1957913048480846e-05)	(8.0, 1.596939130798607e-05)	(9.0, 9.980869567491293e-06)	(10.0, 2.4952173918728236e-05)	(11.0, 3.9923478269965173e-05)	(12.0, 4.391582609696169e-05)	(13.0, 7.186226088593731e-05)	(14.0, 0.0001327455652476342)	(15.0, 0.00023854278266304191)	(16.0, 0.00044913913053710823)	(17.0, 0.0008773184349824847)	(18.0, 0.0015071113046911853)	(19.0, 0.002505198261440315)	(20.0, 0.004187972870519347)	(21.0, 0.007034516871167864)	(22.0, 0.010994925915548409)	(23.0, 0.016538300873333075)	(24.0, 0.02428046139683607)	(25.0, 0.034208432355619656)	(26.0, 0.046426014793185755)	(27.0, 0.06280262557952547)	(28.0, 0.08223438054047427)	(29.0, 0.10531214715442765)	(30.0, 0.1361729958571107)	(31.0, 0.17249936873495203)	(32.0, 0.2151346492664046)	(33.0, 0.26749928145224766)	(34.0, 0.34091456564288664)	(35.0, 0.4264037077493198)	(36.0, 0.5272104903809818)	(37.0, 0.6447651721468943)	(38.0, 0.769273525740478)	(39.0, 0.9169145407306363)	(40.0, 1.0869226844215425)	(41.0, 1.2766440435952007)	(42.0, 1.5147097406929164)	(43.0, 1.8178507073706756)	(44.0, 2.1618174229273013)	(45.0, 2.5416543856225333)	(46.0, 2.904935081879211)	(47.0, 3.2461370965656418)	(48.0, 3.6112113550835976)	(49.0, 3.9474987895949956)	(50.0, 4.243811843401633)	(51.0, 4.561932099126284)	(52.0, 4.8741087470234925)	(53.0, 5.089220440289892)	(54.0, 5.198764476140936)	(55.0, 5.249781690935168)	(56.0, 5.183871022572325)	(57.0, 4.9828632960917485)	(58.0, 4.711736966638673)	(59.0, 4.353096376643923)	(60.0, 3.9010019106278806)	(61.0, 3.403058324079653)	(62.0, 2.904857231096585)	(63.0, 2.4336783443805423)	(64.0, 1.9786764510594899)	(65.0, 1.554376710614997)	(66.0, 1.2159952896683397)	(67.0, 0.9751389414395535)	(68.0, 0.7891624045276179)	(69.0, 0.6396240262326796)	(70.0, 0.529242595424923)	(71.0, 0.4416424994049655)	(72.0, 0.3832065042612175)	(73.0, 0.33012125329260156)	(74.0, 0.2693197920613581)	(75.0, 0.22299258787689047)	(76.0, 0.19014255186940637)	(77.0, 0.14820892646854847)	(78.0, 0.09981069184882643)	(79.0, 0.06721416992835662)	(80.0, 0.049496130272146076)	(81.0, 0.03788937705211045)	(82.0, 0.026721782093044443)	(83.0, 0.014062047133638485)	(84.0, 0.005976544697013786)	(85.0, 0.0030960657398357997)	(86.0, 0.0013354403481303351)	(87.0, 0.000585877043611739)	(88.0, 0.0004750893914125856)	(89.0, 0.00044714295662360995)	(90.0, 0.0004730932174990873)	(91.0, 0.00047109704358558904)	(92.0, 0.00044913913053710823)	(93.0, 0.0004181984348778852)	(94.0, 0.0004401563479263661)	(95.0, 0.00046411043488834517)	(96.0, 0.0005050320001150594)	(97.0, 0.0007315977392971119)	(98.0, 0.0013534059133518193)	(99.0, 0.0011857273046179658)	(100.0, 0.0003133993044192266)
qc_bundle_trimmed | SRR30333743_2	(0.0, 0.0010719198942842547)	(1.0, 0.0005970693990592671)	(2.0, 8.715610355395341e-05)	(3.0, 5.610048044852174e-05)	(4.0, 4.5080743217562115e-05)	(5.0, 3.506280028032608e-05)	(6.0, 3.406100598660248e-05)	(7.0, 2.1037680168195653e-05)	(8.0, 2.6046651636813663e-05)	(9.0, 3.606459457404969e-05)	(10.0, 3.205741739915528e-05)	(11.0, 4.2075360336391306e-05)	(12.0, 6.110945191713975e-05)	(13.0, 8.615430926022981e-05)	(14.0, 0.00012822966959662112)	(15.0, 0.0001953498872761025)	(16.0, 0.0003826854202024161)	(17.0, 0.0005930622218843726)	(18.0, 0.0009256579274006087)	(19.0, 0.0016589713504062856)	(20.0, 0.0030053828811708073)	(21.0, 0.004946860222407149)	(22.0, 0.007954246692165405)	(23.0, 0.011588756389794633)	(24.0, 0.01579529062914004)	(25.0, 0.021227019289709412)	(26.0, 0.029321517182996124)	(27.0, 0.04064880526212889)	(28.0, 0.052589191449020516)	(29.0, 0.06819013398517818)	(30.0, 0.09083369040621277)	(31.0, 0.12090054254373923)	(32.0, 0.1589126252247876)	(33.0, 0.20253876312786306)	(34.0, 0.25380758969775585)	(35.0, 0.3212203313110045)	(36.0, 0.4121151311691344)	(37.0, 0.5286708918609944)	(38.0, 0.6801522070149404)	(39.0, 0.873587665395737)	(40.0, 1.0861894522040536)	(41.0, 1.3261582555283118)	(42.0, 1.6163710498599833)	(43.0, 1.9204937579600072)	(44.0, 2.2493407492291295)	(45.0, 2.6296088398007904)	(46.0, 2.972514010393736)	(47.0, 3.2724672506432824)	(48.0, 3.5934992446270666)	(49.0, 3.9000863666896506)	(50.0, 4.186949160903111)	(51.0, 4.48426668036587)	(52.0, 4.7513911216100935)	(53.0, 4.967948994084324)	(54.0, 5.090884180838617)	(55.0, 5.102110287694083)	(56.0, 5.012830380237435)	(57.0, 4.824334769518989)	(58.0, 4.559894135187652)	(59.0, 4.196735689358496)	(60.0, 3.761525192541858)	(61.0, 3.3235888134519977)	(62.0, 2.876774533331159)	(63.0, 2.400565605043882)	(64.0, 1.9569540612800775)	(65.0, 1.5891703311968)	(66.0, 1.302917629708218)	(67.0, 1.0712677261990406)	(68.0, 0.8744622318141578)	(69.0, 0.7281892451932808)	(70.0, 0.6124900186225545)	(71.0, 0.5157377275290227)	(72.0, 0.44893307505206426)	(73.0, 0.38720050708422843)	(74.0, 0.33103991897808327)	(75.0, 0.2864370316386273)	(76.0, 0.24289804983910585)	(77.0, 0.20591781528059278)	(78.0, 0.16410993402062565)	(79.0, 0.11968336247686506)	(80.0, 0.0887048775320501)	(81.0, 0.07338043022096015)	(82.0, 0.0599443651535392)	(83.0, 0.04237790221309583)	(84.0, 0.030652901799354787)	(85.0, 0.02554274910707069)	(86.0, 0.02343397211878251)	(87.0, 0.02206552111355607)	(88.0, 0.021196965460897707)	(89.0, 0.02042458206043681)	(90.0, 0.01990765620487543)	(91.0, 0.01908818847260952)	(92.0, 0.017923101709008973)	(93.0, 0.017172757783009994)	(94.0, 0.016514578932033588)	(95.0, 0.016309211101820247)	(96.0, 0.017568466529030817)	(97.0, 0.0247493280264416)	(98.0, 0.04676175404243032)	(99.0, 0.10380191753846478)	(100.0, 0.44441999175883945)
qc_bundle_trimmed | SRR30333744_1	(0.0, 4.417110383809347e-05)	(1.0, 3.754543826237945e-05)	(2.0, 1.987699672714206e-05)	(3.0, 1.2147053555475705e-05)	(4.0, 1.2147053555475705e-05)	(5.0, 8.834220767618695e-06)	(6.0, 1.4355608747380377e-05)	(7.0, 1.325133115142804e-05)	(8.0, 9.93849836357103e-06)	(9.0, 1.5459886343332715e-05)	(10.0, 1.5459886343332715e-05)	(11.0, 2.5398384706903747e-05)	(12.0, 4.417110383809347e-05)	(13.0, 6.515237816118787e-05)	(14.0, 0.00012147053555475704)	(15.0, 0.0001833100809280879)	(16.0, 0.0003268661684018917)	(17.0, 0.0006537323368037834)	(18.0, 0.0011407187566187637)	(19.0, 0.0018275794213011174)	(20.0, 0.0029771323986874996)	(21.0, 0.005000168954472181)	(22.0, 0.007814972546554687)	(23.0, 0.011978099083294997)	(24.0, 0.017572369384389535)	(25.0, 0.02490477262151305)	(26.0, 0.034017271343311735)	(27.0, 0.04554372088986222)	(28.0, 0.05956694208086095)	(29.0, 0.07600080126382362)	(30.0, 0.09828622742773772)	(31.0, 0.1259042101025057)	(32.0, 0.15822420678083868)	(33.0, 0.19904493239281273)	(34.0, 0.2551830925382417)	(35.0, 0.32458031377827035)	(36.0, 0.41396937661542005)	(37.0, 0.5267878972058906)	(38.0, 0.6657336257165933)	(39.0, 0.8428807333816712)	(40.0, 1.047924101675697)	(41.0, 1.2873281716453757)	(42.0, 1.5740229296617134)	(43.0, 1.907333662113583)	(44.0, 2.2706420954594977)	(45.0, 2.6574086977762277)	(46.0, 3.0246284823670058)	(47.0, 3.368069857484142)	(48.0, 3.72375214975241)	(49.0, 4.056508534851112)	(50.0, 4.3554950067879945)	(51.0, 4.6604423691878285)	(52.0, 4.96414631501462)	(53.0, 5.177260848257461)	(54.0, 5.277307294173147)	(55.0, 5.319481864117758)	(56.0, 5.249960963786983)	(57.0, 5.0425621713807915)	(58.0, 4.75465712511929)	(59.0, 4.386284474718337)	(60.0, 3.9238649185805086)	(61.0, 3.413866457943477)	(62.0, 2.908475043436759)	(63.0, 2.43133436266729)	(64.0, 1.9742760742578094)	(65.0, 1.5407797569131643)	(66.0, 1.1940895971087362)	(67.0, 0.943947531796017)	(68.0, 0.7483170257298889)	(69.0, 0.5929871305280413)	(70.0, 0.47574045677780186)	(71.0, 0.38409756336731343)	(72.0, 0.32596397360599866)	(73.0, 0.27430807622254016)	(74.0, 0.21452469573287258)	(75.0, 0.17028623096142603)	(76.0, 0.14172409094211885)	(77.0, 0.10952887763212846)	(78.0, 0.07284919300497565)	(79.0, 0.0481343561299664)	(80.0, 0.03487198220257884)	(81.0, 0.026826215638470114)	(82.0, 0.018788179017533057)	(83.0, 0.009376421067231291)	(84.0, 0.004061532997912695)	(85.0, 0.002321191506691812)	(86.0, 0.0011418230342147163)	(87.0, 0.0006371681728644982)	(88.0, 0.0005664944067235488)	(89.0, 0.0005642858515316441)	(90.0, 0.000554347353168073)	(91.0, 0.0005664944067235488)	(92.0, 0.0005720157947033105)	(93.0, 0.0005433045772085497)	(94.0, 0.0004991334733704561)	(95.0, 0.00046269231270402913)	(96.0, 0.00044723242636069636)	(97.0, 0.0005642858515316441)	(98.0, 0.0008116440330249675)	(99.0, 0.0006890692198742581)	(100.0, 0.00025950523504879915)
qc_bundle_trimmed | SRR30333744_2	(0.0, 0.00045227448338864)	(1.0, 0.00024830755950748865)	(2.0, 3.436399261041137e-05)	(3.0, 2.2170317813168624e-05)	(4.0, 2.2170317813168624e-05)	(5.0, 2.1061801922510195e-05)	(6.0, 1.8844770141193332e-05)	(7.0, 2.2170317813168624e-05)	(8.0, 2.1061801922510195e-05)	(9.0, 1.662773835987647e-05)	(10.0, 2.771289726646078e-05)	(11.0, 3.9906572063703524e-05)	(12.0, 4.434063562633725e-05)	(13.0, 5.542579453292156e-05)	(14.0, 9.422385070596666e-05)	(15.0, 0.00016627738359876467)	(16.0, 0.00027491194088329095)	(17.0, 0.0004323211973567882)	(18.0, 0.0006562414072697914)	(19.0, 0.0010907796364078963)	(20.0, 0.002125024962392213)	(21.0, 0.003619304382999778)	(22.0, 0.0057942125604716205)	(23.0, 0.008266202996639922)	(24.0, 0.011189359400306204)	(25.0, 0.015479315897154334)	(26.0, 0.02134890753819073)	(27.0, 0.029437747992325302)	(28.0, 0.038627344725883694)	(29.0, 0.05046075185866245)	(30.0, 0.06773364646690214)	(31.0, 0.08986184067622574)	(32.0, 0.11778203041423964)	(33.0, 0.15356048930113117)	(34.0, 0.20048950953215583)	(35.0, 0.26380239462711214)	(36.0, 0.3525801067622739)	(37.0, 0.47417432332448795)	(38.0, 0.642462554748907)	(39.0, 0.8592915885093682)	(40.0, 1.0968554120045952)	(41.0, 1.3615800918527352)	(42.0, 1.6714490813479397)	(43.0, 1.98881939787523)	(44.0, 2.3112157254507655)	(45.0, 2.6728512985238284)	(46.0, 3.0125072185169155)	(47.0, 3.3085907043958915)	(48.0, 3.624429051962292)	(49.0, 3.9333247645054983)	(50.0, 4.217538262227304)	(51.0, 4.508612364796395)	(52.0, 4.765842368707793)	(53.0, 4.971570724339201)	(54.0, 5.0899757406839905)	(55.0, 5.110011056891752)	(56.0, 5.037051866516285)	(57.0, 4.849530884388942)	(58.0, 4.579454289820704)	(59.0, 4.208940612979357)	(60.0, 3.7679907279296843)	(61.0, 3.334034469634175)	(62.0, 2.888720357522979)	(63.0, 2.407332921297977)	(64.0, 1.9602086027373358)	(65.0, 1.5891861171021777)	(66.0, 1.2955014596105863)	(67.0, 1.0613396713837897)	(68.0, 0.860171750126551)	(69.0, 0.7068529172895833)	(70.0, 0.5916237989715301)	(71.0, 0.4997145294452582)	(72.0, 0.43194097640629237)	(73.0, 0.3688985691886567)	(74.0, 0.31093094771845536)	(75.0, 0.26414714306910697)	(76.0, 0.2216566204642786)	(77.0, 0.18501795324623613)	(78.0, 0.14668436523137693)	(79.0, 0.11010444935553934)	(80.0, 0.08358764073509901)	(81.0, 0.0688410538416699)	(82.0, 0.05755857910654838)	(83.0, 0.044465897921981655)	(84.0, 0.03551352358902416)	(85.0, 0.030981910628012498)	(86.0, 0.02899101608838995)	(87.0, 0.027675207726178395)	(88.0, 0.026640962400194076)	(89.0, 0.025661034352852025)	(90.0, 0.0248030430534824)	(91.0, 0.02375660405270084)	(92.0, 0.02237206770526846)	(93.0, 0.02145975912725657)	(94.0, 0.020483156627586492)	(95.0, 0.02005305246201102)	(96.0, 0.021760166933625008)	(97.0, 0.030450931516387107)	(98.0, 0.057157296354130034)	(99.0, 0.12396533205233237)	(100.0, 0.46976464711144866)
qc_bundle_trimmed | SRR30333745_1	(0.0, 0.00011712198448144163)	(1.0, 7.320124030090101e-05)	(2.0, 3.450915614185334e-05)	(3.0, 2.9280496120360408e-05)	(4.0, 2.5097568103166066e-05)	(5.0, 2.7189032111763237e-05)	(6.0, 1.8823176077374546e-05)	(7.0, 2.091464008597172e-05)	(8.0, 2.5097568103166066e-05)	(9.0, 3.0326228124658992e-05)	(10.0, 3.450915614185334e-05)	(11.0, 3.5554888146151925e-05)	(12.0, 5.22866002149293e-05)	(13.0, 7.738416831809536e-05)	(14.0, 0.00011816771648574021)	(15.0, 0.00019346042079523842)	(16.0, 0.0003545031494572206)	(17.0, 0.0007100520309187399)	(18.0, 0.001190043020891791)	(19.0, 0.0019513359200211615)	(20.0, 0.003304513133583531)	(21.0, 0.005490093022567576)	(22.0, 0.008486115214883025)	(23.0, 0.012982762833366943)	(24.0, 0.0192289200950424)	(25.0, 0.027128379655513915)	(26.0, 0.03661630613051499)	(27.0, 0.05000167578553689)	(28.0, 0.06643326276908057)	(29.0, 0.08530767971466575)	(30.0, 0.11064576617882049)	(31.0, 0.14034141790488744)	(32.0, 0.17639407448508548)	(33.0, 0.22163871538306812)	(34.0, 0.28215418073982296)	(35.0, 0.3558678297228303)	(36.0, 0.44662795610790884)	(37.0, 0.555178075350115)	(38.0, 0.6775768235252473)	(39.0, 0.8299274277674996)	(40.0, 1.0098079727549165)	(41.0, 1.2174683884365256)	(42.0, 1.473584888001318)	(43.0, 1.7918387832615326)	(44.0, 2.1554073834640177)	(45.0, 2.545510387543575)	(46.0, 2.9150752150587085)	(47.0, 3.269923456077348)	(48.0, 3.643737092725946)	(49.0, 3.9878603063084985)	(50.0, 4.287784610997368)	(51.0, 4.6033164658503924)	(52.0, 4.924976310248608)	(53.0, 5.156191839327042)	(54.0, 5.274610531493814)	(55.0, 5.329080620133719)	(56.0, 5.26967363070152)	(57.0, 5.067896503276096)	(58.0, 4.780783461371888)	(59.0, 4.416187952341182)	(60.0, 3.961439887219895)	(61.0, 3.4571879147471165)	(62.0, 2.952705881233393)	(63.0, 2.474005324553646)	(64.0, 2.0107178118852564)	(65.0, 1.5756849322410105)	(66.0, 1.2300558645722677)	(67.0, 0.9813943884661197)	(68.0, 0.7874518852168997)	(69.0, 0.6299855600096186)	(70.0, 0.514194792369649)	(71.0, 0.4240756997032056)	(72.0, 0.3657144422753058)	(73.0, 0.3134184304723378)	(74.0, 0.2515152787458787)	(75.0, 0.2047229544815342)	(76.0, 0.17740738879725082)	(77.0, 0.1411623175282618)	(78.0, 0.09413365783094581)	(79.0, 0.0634539722888339)	(80.0, 0.04889319986098038)	(81.0, 0.039186715397080914)	(82.0, 0.028876843566701154)	(83.0, 0.01577382155283987)	(84.0, 0.00703986785293808)	(85.0, 0.0039246322121325936)	(86.0, 0.0017390523231485483)	(87.0, 0.00071737215494883)	(88.0, 0.0005218202701449944)	(89.0, 0.0004904483100160368)	(90.0, 0.0005040428260719185)	(91.0, 0.0005082257540891128)	(92.0, 0.0004925397740246341)	(93.0, 0.0004778995259644538)	(94.0, 0.0004350245137882118)	(95.0, 0.0004130641416979414)	(96.0, 0.00042561292574952453)	(97.0, 0.0004569848858784821)	(98.0, 0.0006619483587210049)	(99.0, 0.0006232562745619572)	(100.0, 0.00024260982499727193)
qc_bundle_trimmed | SRR30333745_2	(0.0, 0.000816634847647952)	(1.0, 0.00046919765668204953)	(2.0, 8.082375741502867e-05)	(3.0, 3.463875317786943e-05)	(4.0, 3.044011642903677e-05)	(5.0, 2.8340798054620445e-05)	(6.0, 3.044011642903677e-05)	(7.0, 2.4142161305787785e-05)	(8.0, 2.099318374416329e-05)	(9.0, 3.2539434803453104e-05)	(10.0, 3.8837389926702086e-05)	(11.0, 3.6738071552285763e-05)	(12.0, 5.038364098599189e-05)	(13.0, 7.977409822782052e-05)	(14.0, 9.446932684873481e-05)	(15.0, 0.00015010126377076755)	(16.0, 0.000273961047861331)	(17.0, 0.00043980719944022097)	(18.0, 0.0007190165432375927)	(19.0, 0.0012732365940835036)	(20.0, 0.002392173287647407)	(21.0, 0.004036989234002601)	(22.0, 0.006372480925540767)	(23.0, 0.009237000847431847)	(24.0, 0.012606406838370056)	(25.0, 0.017098948159621)	(26.0, 0.02391648458053803)	(27.0, 0.03333927510410572)	(28.0, 0.04328899453965192)	(29.0, 0.055986721727309084)	(30.0, 0.07458773218382497)	(31.0, 0.09936703661624811)	(32.0, 0.13028369831627737)	(33.0, 0.16799165495754348)	(34.0, 0.2155874011423105)	(35.0, 0.2760960546481124)	(36.0, 0.35935502137746395)	(37.0, 0.4717945135112026)	(38.0, 0.6215745815706843)	(39.0, 0.8150645575038886)	(40.0, 1.03174570351927)	(41.0, 1.2791115365543078)	(42.0, 1.5752571313372832)	(43.0, 1.8871822526815591)	(44.0, 2.218307739878247)	(45.0, 2.594526585757397)	(46.0, 2.9477222070243236)	(47.0, 3.256752368330279)	(48.0, 3.578681791387836)	(49.0, 3.892625407349113)	(50.0, 4.183311724699419)	(51.0, 4.4820909143831)	(52.0, 4.755432663323978)	(53.0, 4.9869234508116795)	(54.0, 5.1169751744475835)	(55.0, 5.129099787719025)	(56.0, 5.057325142156918)	(57.0, 4.871817824342433)	(58.0, 4.600598486278089)	(59.0, 4.236664851526023)	(60.0, 3.7975840162433503)	(61.0, 3.362290351308124)	(62.0, 2.913648170489172)	(63.0, 2.431085203376401)	(64.0, 1.9835399164080816)	(65.0, 1.613524556325331)	(66.0, 1.323294840721461)	(67.0, 1.0868759033498172)	(68.0, 0.8842108564612264)	(69.0, 0.7321834680819319)	(70.0, 0.6223649749386521)	(71.0, 0.5304641641210157)	(72.0, 0.46118665776527684)	(73.0, 0.3980654025425139)	(74.0, 0.34148562337443217)	(75.0, 0.2981630397407896)	(76.0, 0.2555090890093986)	(77.0, 0.2186754984710769)	(78.0, 0.17689171520588154)	(79.0, 0.13212585018982773)	(80.0, 0.10081556629459537)	(81.0, 0.08530475248522032)	(82.0, 0.07137892404852961)	(83.0, 0.053042427707190185)	(84.0, 0.03992168786708812)	(85.0, 0.03360273956009497)	(86.0, 0.030617508831674953)	(87.0, 0.028889769809530313)	(88.0, 0.027492673431356248)	(89.0, 0.02594652544859862)	(90.0, 0.025143536170384374)	(91.0, 0.0244654563354479)	(92.0, 0.02304736677352967)	(93.0, 0.021498069813210417)	(94.0, 0.02053553233854053)	(95.0, 0.020151357076022343)	(96.0, 0.02124090331234442)	(97.0, 0.029238256659683423)	(98.0, 0.054070044051466974)	(99.0, 0.11681447162602222)	(100.0, 0.4567581456544456)
qc_bundle_trimmed | SRR30333746_1	(0.0, 7.816935518714786e-05)	(1.0, 5.9219208475112014e-05)	(2.0, 3.197837257656049e-05)	(3.0, 1.6581378373031365e-05)	(4.0, 1.0659457525520161e-05)	(5.0, 1.0659457525520161e-05)	(6.0, 1.4212610034026883e-05)	(7.0, 1.3028225864524644e-05)	(8.0, 8.290689186515683e-06)	(9.0, 1.3028225864524644e-05)	(10.0, 1.8950146712035844e-05)	(11.0, 2.2503299220542567e-05)	(12.0, 2.2503299220542567e-05)	(13.0, 6.0403592644614255e-05)	(14.0, 9.830388606868595e-05)	(15.0, 0.00014094171617076658)	(16.0, 0.0002901741215280489)	(17.0, 0.0006052203106156448)	(18.0, 0.001064761368382514)	(19.0, 0.0016901162098796971)	(20.0, 0.002760799499109722)	(21.0, 0.004685423774550863)	(22.0, 0.007302912789150814)	(23.0, 0.011143870650846578)	(24.0, 0.01664770388652349)	(25.0, 0.023359608975092684)	(26.0, 0.03153541289716665)	(27.0, 0.04304644264055892)	(28.0, 0.056883602892853595)	(29.0, 0.07260393397465682)	(30.0, 0.09349291757216785)	(31.0, 0.11903534657165317)	(32.0, 0.14996198600569566)	(33.0, 0.1897549253326319)	(34.0, 0.24365151135000088)	(35.0, 0.31122891890929016)	(36.0, 0.4013048881524441)	(37.0, 0.5167219410862679)	(38.0, 0.6585614204575172)	(39.0, 0.8390331426695905)	(40.0, 1.0523087532243676)	(41.0, 1.3010993074858386)	(42.0, 1.5997500665150148)	(43.0, 1.947346685733041)	(44.0, 2.315309975129827)	(45.0, 2.6982213771299017)	(46.0, 3.070851140154527)	(47.0, 3.4215449239758016)	(48.0, 3.778446065229437)	(49.0, 4.110803213338478)	(50.0, 4.396405611972248)	(51.0, 4.693819873928464)	(52.0, 4.988989727883474)	(53.0, 5.18753633690632)	(54.0, 5.282226666873855)	(55.0, 5.3206255860332865)	(56.0, 5.240378821012833)	(57.0, 5.018324554993705)	(58.0, 4.7238700690770745)	(59.0, 4.349925639624302)	(60.0, 3.8822372031554266)	(61.0, 3.368358968460134)	(62.0, 2.8549059276816924)	(63.0, 2.3784210699859236)	(64.0, 1.927276111596656)	(65.0, 1.49956419400099)	(66.0, 1.163317528279304)	(67.0, 0.9270624960678446)	(68.0, 0.7399819101899487)	(69.0, 0.5865852100926965)	(70.0, 0.4751074189066372)	(71.0, 0.38746772790014944)	(72.0, 0.3339051382185801)	(73.0, 0.28697154673371483)	(74.0, 0.2231699559067986)	(75.0, 0.17423949271215258)	(76.0, 0.14730304354516313)	(77.0, 0.11486749867917478)	(78.0, 0.0741199457116197)	(79.0, 0.0476335625290411)	(80.0, 0.03635704085121027)	(81.0, 0.029570519559962434)	(82.0, 0.02167186153355199)	(83.0, 0.011353506648848474)	(84.0, 0.004552772747566612)	(85.0, 0.002311917898868373)	(86.0, 0.0010458112216704782)	(87.0, 0.0005033632720384521)	(88.0, 0.00042164076434279753)	(89.0, 0.0004003218492917572)	(90.0, 0.0003979530809527527)	(91.0, 0.0003932155442747438)	(92.0, 0.0003659747083761922)	(93.0, 0.00038374047091872587)	(94.0, 0.00036479032420669)	(95.0, 0.0003138618049180937)	(96.0, 0.00034584017749465416)	(97.0, 0.0004086125384782729)	(98.0, 0.0006099578472936537)	(99.0, 0.0006537800615652367)	(100.0, 0.0003067554999010802)
qc_bundle_trimmed | SRR30333746_2	(0.0, 0.0006056883902112538)	(1.0, 0.00034797391829783795)	(2.0, 6.175646331565725e-05)	(3.0, 3.2065855952360496e-05)	(4.0, 2.2564861596105533e-05)	(5.0, 1.3063867239850573e-05)	(6.0, 1.5439115828914313e-05)	(7.0, 1.900198871250992e-05)	(8.0, 2.2564861596105533e-05)	(9.0, 2.1377237301573664e-05)	(10.0, 1.900198871250992e-05)	(11.0, 2.8502983068764884e-05)	(12.0, 3.5628728835956104e-05)	(13.0, 4.275447460314733e-05)	(14.0, 9.025944638442213e-05)	(15.0, 0.00014607778822742004)	(16.0, 0.0002434629803790334)	(17.0, 0.00038835314431192154)	(18.0, 0.0006330037489854868)	(19.0, 0.0010641113679005557)	(20.0, 0.0019702687046283724)	(21.0, 0.0033633520021142563)	(22.0, 0.005436944020366902)	(23.0, 0.007896513934342405)	(24.0, 0.010967710360001822)	(25.0, 0.015042449314540667)	(26.0, 0.02117296592291418)	(27.0, 0.029455457752979444)	(28.0, 0.03846358802700368)	(29.0, 0.050272136387534055)	(30.0, 0.0669012517595693)	(31.0, 0.0880635290638327)	(32.0, 0.11605702131024342)	(33.0, 0.15229025091211623)	(34.0, 0.20045435417685625)	(35.0, 0.2652594490565768)	(36.0, 0.35605926449501096)	(37.0, 0.48221465518165885)	(38.0, 0.6553405867170422)	(39.0, 0.8764441645029242)	(40.0, 1.120095977144788)	(41.0, 1.3908481885635748)	(42.0, 1.708399922932684)	(43.0, 2.0371283895376333)	(44.0, 2.3698009564247227)	(45.0, 2.735943151180309)	(46.0, 3.0810109528294274)	(47.0, 3.385471504599912)	(48.0, 3.7023985485900983)	(49.0, 4.008400636694885)	(50.0, 4.287532725135889)	(51.0, 4.573727615256473)	(52.0, 4.823051521529022)	(53.0, 5.015412216138643)	(54.0, 5.120511028083241)	(55.0, 5.117566907457097)	(56.0, 5.025265934910374)	(57.0, 4.828716489413939)	(58.0, 4.547816028398377)	(59.0, 4.169435365287639)	(60.0, 3.724256773730957)	(61.0, 3.290610014074179)	(62.0, 2.843315076024641)	(63.0, 2.3595410701442616)	(64.0, 1.9189621474803014)	(65.0, 1.5582984635953903)	(66.0, 1.2714907593388272)	(67.0, 1.0426818751300226)	(68.0, 0.8447892265564716)	(69.0, 0.696883684539767)	(70.0, 0.5886008518615292)	(71.0, 0.493922255477154)	(72.0, 0.4225899774746863)	(73.0, 0.357292018512735)	(74.0, 0.29800937660258764)	(75.0, 0.25294853561945946)	(76.0, 0.21196243359087008)	(77.0, 0.1761757507237412)	(78.0, 0.13653997751803457)	(79.0, 0.09750276695677201)	(80.0, 0.07188452329942503)	(81.0, 0.060528459795111296)	(82.0, 0.04982558965279008)	(83.0, 0.034977910722552644)	(84.0, 0.024875978473264556)	(85.0, 0.020731169685348327)	(86.0, 0.01905186893288026)	(87.0, 0.01801626054804847)	(88.0, 0.017290622104089496)	(89.0, 0.016426031617670298)	(90.0, 0.015690892179355067)	(91.0, 0.01517071273835011)	(92.0, 0.01461727981709826)	(93.0, 0.013981900819523706)	(94.0, 0.013573358062204742)	(95.0, 0.013479535742936727)	(96.0, 0.014769295726798339)	(97.0, 0.021345171445621303)	(98.0, 0.039958807013819306)	(99.0, 0.08732601437692841)	(100.0, 0.33459295537134737)
