Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
qc_bundle_trimmed | SRR30333743_1	(1, 38.32352160965768)	(2, 38.836145307854935)	(3, 38.8262191301833)	(4, 38.9476182832743)	(5, 38.911935784501296)	(6, 38.84052140159641)	(7, 38.874261502741376)	(8, 38.88873656302535)	(9, 38.88290645572638)	(10, 38.86259141107165)	(15, 39.19985848719231)	(20, 39.239170726004104)	(25, 39.01178715932362)	(30, 38.9361020487558)	(35, 38.92440429809122)	(40, 38.909797873551085)	(45, 38.92723010676799)	(50, 38.87934531223054)	(55, 38.8428632177867)	(60, 38.819784389591476)	(65, 38.79801434127666)	(70, 38.771348834520495)	(75, 38.75440525685387)	(80, 38.7159862662391)	(85, 38.6697865384734)	(90, 38.6258945881292)	(95, 38.57867984551765)	(100, 38.4896362069657)	(105, 38.46404836299812)	(110, 38.370970088342105)	(115, 38.26925447108951)	(120, 38.10519778909825)	(125, 37.94531365145641)	(130, 37.67212709058304)	(135, 37.27389483015789)	(140, 36.858077931701565)	(145, 36.57401789744448)	(150, 37.57799433349636)
qc_bundle_trimmed | SRR30333743_2	(1, 38.38306933359049)	(2, 38.83595463325992)	(3, 38.97074983443229)	(4, 38.99201947372095)	(5, 38.938495605790976)	(6, 38.95231460334045)	(7, 38.98013912099132)	(8, 38.98277415127198)	(9, 39.00384193738803)	(10, 39.003111760684064)	(15, 39.03300221521481)	(20, 39.009646940795605)	(25, 38.73299380133899)	(30, 38.635966941672315)	(35, 38.61866406056761)	(40, 38.5957312405652)	(45, 38.5714113826545)	(50, 38.522698087838435)	(55, 38.550439444856664)	(60, 38.52106995196545)	(65, 38.48577594868745)	(70, 38.4482693296221)	(75, 38.384003455458036)	(80, 38.33096680298952)	(85, 38.29435793711004)	(90, 38.23727612860186)	(95, 38.15016140002235)	(100, 37.988376540621495)	(105, 37.84223385015879)	(110, 37.60930780504985)	(115, 37.34968190866867)	(120, 36.99044908282376)	(125, 36.57790145932655)	(130, 36.108523103475044)	(135, 35.625342258816566)	(140, 35.10856169201234)	(145, 34.82538510564049)	(150, 36.33196683023267)
qc_bundle_trimmed | SRR30333744_1	(1, 38.221714568712194)	(2, 38.74827887872642)	(3, 38.75362031280336)	(4, 38.92660444387297)	(5, 38.91022076559686)	(6, 38.86089945118958)	(7, 38.875979375366356)	(8, 38.9139834363245)	(9, 38.92157256084386)	(10, 38.896312983318765)	(15, 39.24202919634422)	(20, 39.280276922741905)	(25, 39.069494046807264)	(30, 39.00305801363415)	(35, 38.98125282791645)	(40, 38.97392528463358)	(45, 38.997367627890846)	(50, 38.95357644648693)	(55, 38.92691835902519)	(60, 38.911173633335764)	(65, 38.893112319126814)	(70, 38.876240117352005)	(75, 38.86578397943906)	(80, 38.8417783486843)	(85, 38.8043334054721)	(90, 38.77140547814803)	(95, 38.73592018565465)	(100, 38.65676411333358)	(105, 38.66128755169923)	(110, 38.593093896409975)	(115, 38.51902364381699)	(120, 38.39544094629965)	(125, 38.3011683267177)	(130, 38.10149735255918)	(135, 37.82005330419473)	(140, 37.518415969776854)	(145, 37.29842035416853)	(150, 38.092465998498625)
qc_bundle_trimmed | SRR30333744_2	(1, 38.198316873599794)	(2, 38.62970938708914)	(3, 38.782581666781766)	(4, 38.82146954721998)	(5, 38.80054101643039)	(6, 38.808420565912584)	(7, 38.819572354432324)	(8, 38.80970903681235)	(9, 38.84639158689017)	(10, 38.840823599256666)	(15, 38.88044246717928)	(20, 38.85698386012409)	(25, 38.52363947665466)	(30, 38.414886949488164)	(35, 38.408982386929665)	(40, 38.387048371790414)	(45, 38.36585196980014)	(50, 38.310700017582306)	(55, 38.345790031762775)	(60, 38.3231742887465)	(65, 38.29661646084077)	(70, 38.26792293389197)	(75, 38.21285691212626)	(80, 38.16862465377612)	(85, 38.14634488411652)	(90, 38.11460777092462)	(95, 38.05600852595797)	(100, 37.932972665453825)	(105, 37.84603065693178)	(110, 37.68763489632245)	(115, 37.513323213185274)	(120, 37.26262079832317)	(125, 36.982195717803414)	(130, 36.632760166470874)	(135, 36.28501831162554)	(140, 35.89588863908285)	(145, 35.70702927000608)	(150, 36.962153717078294)
qc_bundle_trimmed | SRR30333745_1	(1, 38.30531854383546)	(2, 38.81656413889767)	(3, 38.820957427237744)	(4, 38.960329019144176)	(5, 38.928109549568)	(6, 38.86018681629505)	(7, 38.896230193936475)	(8, 38.91512736976514)	(9, 38.91285076891016)	(10, 38.89457687457747)	(15, 39.22468245923087)	(20, 39.260862158523466)	(25, 39.04094341107976)	(30, 38.967198726850306)	(35, 38.95234809965778)	(40, 38.941520655260824)	(45, 38.960096347909925)	(50, 38.91567044778337)	(55, 38.88784803118323)	(60, 38.86633218294424)	(65, 38.841706486057845)	(70, 38.81254148315112)	(75, 38.79235174047905)	(80, 38.756785350580046)	(85, 38.70977772167076)	(90, 38.667237209795715)	(95, 38.620468116586935)	(100, 38.53608174346482)	(105, 38.51949258228679)	(110, 38.43818082081947)	(115, 38.35205458354049)	(120, 38.20998385481581)	(125, 38.080298583615)	(130, 37.84456480413127)	(135, 37.494753159764954)	(140, 37.11142625781959)	(145, 36.835209100802174)	(150, 37.80414872788149)
qc_bundle_trimmed | SRR30333745_2	(1, 38.36380475694381)	(2, 38.791503333752466)	(3, 38.91642667112399)	(4, 38.94997271475512)	(5, 38.9331122069827)	(6, 38.931066001848684)	(7, 38.92249948905524)	(8, 38.91348038336041)	(9, 38.93249250607382)	(10, 38.92157924470862)	(15, 38.94132017584698)	(20, 38.9096849443089)	(25, 38.59926098522866)	(30, 38.49163945462304)	(35, 38.476590088115074)	(40, 38.45007539729249)	(45, 38.423448227513184)	(50, 38.37471231279407)	(55, 38.40292529782663)	(60, 38.37453775080736)	(65, 38.34246576293653)	(70, 38.31021943059129)	(75, 38.25023342399498)	(80, 38.2048598662095)	(85, 38.18029631305508)	(90, 38.141037148305465)	(95, 38.07783747680598)	(100, 37.949935169397634)	(105, 37.849830670198166)	(110, 37.67649206164093)	(115, 37.489076376399346)	(120, 37.21555968388093)	(125, 36.9061074791838)	(130, 36.54011100380112)	(135, 36.161218627458304)	(140, 35.74100262277978)	(145, 35.514189019766135)	(150, 36.81210782525814)
qc_bundle_trimmed | SRR30333746_1	(1, 38.24690262834963)	(2, 38.785058947388116)	(3, 38.77105696922982)	(4, 38.939124718842024)	(5, 38.92513965368846)	(6, 38.86703855537357)	(7, 38.888634804287044)	(8, 38.92414467630605)	(9, 38.93292318902048)	(10, 38.90372783706475)	(15, 39.24021867993998)	(20, 39.274030533658596)	(25, 39.0596571279136)	(30, 38.98464046659048)	(35, 38.96271840782773)	(40, 38.9510822510925)	(45, 38.98452016159263)	(50, 38.94208151949846)	(55, 38.913966259503056)	(60, 38.891718002413064)	(65, 38.87226618037435)	(70, 38.844289228014894)	(75, 38.824248899736794)	(80, 38.79498873828392)	(85, 38.75122576528089)	(90, 38.71164375337476)	(95, 38.664267622480416)	(100, 38.57707825948127)	(105, 38.56970149849459)	(110, 38.49129754606277)	(115, 38.40313575635419)	(120, 38.26344600867153)	(125, 38.15152644515475)	(130, 37.93475694819057)	(135, 37.636011043627704)	(140, 37.33839584039673)	(145, 37.13633827482034)	(150, 37.953277634785614)
qc_bundle_trimmed | SRR30333746_2	(1, 38.37070648629129)	(2, 38.84941174603441)	(3, 38.997431757861676)	(4, 39.05456019259033)	(5, 39.05522264229694)	(6, 39.06688513025915)	(7, 39.03704248871311)	(8, 39.03075923638968)	(9, 39.071043455407406)	(10, 39.07072103763416)	(15, 39.106588716822884)	(20, 39.073819755929236)	(25, 38.824067944798706)	(30, 38.73609677460236)	(35, 38.724839317572105)	(40, 38.6990275045963)	(45, 38.671941142743506)	(50, 38.615112868842374)	(55, 38.64492619451353)	(60, 38.61734701518037)	(65, 38.58643175750636)	(70, 38.552535149262596)	(75, 38.49165656604179)	(80, 38.44153230401671)	(85, 38.416681397918445)	(90, 38.38117164273101)	(95, 38.318660063837186)	(100, 38.19314157718414)	(105, 38.10229177351013)	(110, 37.93956427604232)	(115, 37.764121496536106)	(120, 37.51029972072586)	(125, 37.224212803948646)	(130, 36.87173587803251)	(135, 36.51598668248145)	(140, 36.10857470809115)	(145, 35.88553497801475)	(150, 37.04808844416873)
qc_bundle_trimmed | SRR30333747_1	(1, 37.90698805752543)	(2, 38.518457652147944)	(3, 38.5103527084269)	(4, 38.70655719341589)	(5, 38.68157993943535)	(6, 38.743591077473376)	(7, 38.739727681747674)	(8, 38.81281370278359)	(9, 38.84751454583271)	(10, 38.7629303232322)	(15, 39.139639789786614)	(20, 39.17968412179556)	(25, 38.913069716440255)	(30, 38.83773537645112)	(35, 38.80804732144411)	(40, 38.79861463444421)	(45, 38.8491667766248)	(50, 38.80687812207775)	(55, 38.76267113966965)	(60, 38.74656815390029)	(65, 38.73089868679356)	(70, 38.70817213405746)	(75, 38.68937257936118)	(80, 38.673149681691854)	(85, 38.63272197581984)	(90, 38.60078901485645)	(95, 38.55446959160819)	(100, 38.462432813309945)	(105, 38.48629885969929)	(110, 38.42790035449466)	(115, 38.37304594092815)	(120, 38.2834753376821)	(125, 38.252274222926225)	(130, 38.10620385365948)	(135, 37.944611808396054)	(140, 37.78019172878446)	(145, 37.65873927499586)	(150, 38.25117210651061)
qc_bundle_trimmed | SRR30333747_2	(1, 38.20640433783146)	(2, 38.44480902143547)	(3, 38.692949886218855)	(4, 38.72876160625549)	(5, 38.70921597628677)	(6, 38.76883198788979)	(7, 38.75889671522878)	(8, 38.76190292367421)	(9, 38.79469175922679)	(10, 38.76989901127134)	(15, 38.821259946187446)	(20, 38.788516354721025)	(25, 38.43996130186673)	(30, 38.33034661754025)	(35, 38.32406491422731)	(40, 38.298870628653596)	(45, 38.282587677797935)	(50, 38.22029431117605)	(55, 38.25985093468954)	(60, 38.239503872779025)	(65, 38.223981786848725)	(70, 38.191927144283326)	(75, 38.140065033633576)	(80, 38.08590042543017)	(85, 38.06154913190541)	(90, 38.034420045513436)	(95, 37.97994998281772)	(100, 37.86568522731196)	(105, 37.80252267885299)	(110, 37.66454577121278)	(115, 37.51725274332265)	(120, 37.3087455349397)	(125, 37.06571903949556)	(130, 36.74944952070565)	(135, 36.440373275746865)	(140, 36.08001135552752)	(145, 35.928375578342674)	(150, 37.12709077384615)
