Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
qc_bundle_trimmed | SRR30333758_1	(14.0, 2.0)	(15.0, 13.0)	(16.0, 88.0)	(17.0, 232.0)	(18.0, 510.0)	(19.0, 979.0)	(20.0, 1985.0)	(21.0, 3754.0)	(22.0, 7357.0)	(23.0, 14849.0)	(24.0, 29146.0)	(25.0, 58005.0)	(26.0, 112156.0)	(27.0, 205919.0)	(28.0, 346394.0)	(29.0, 548378.0)	(30.0, 792362.0)	(31.0, 1108234.0)	(32.0, 1471616.0)	(33.0, 2049583.0)	(34.0, 3080045.0)	(35.0, 6460079.0)	(36.0, 23054059.0)	(37.0, 1105765.0)												
qc_bundle_trimmed | SRR30333758_2	(11.0, 13.0)	(12.0, 824.0)	(13.0, 6674.0)	(14.0, 15156.0)	(15.0, 18441.0)	(16.0, 16333.0)	(17.0, 14016.0)	(18.0, 13017.0)	(19.0, 14860.0)	(20.0, 20952.0)	(21.0, 32951.0)	(22.0, 45043.0)	(23.0, 55489.0)	(24.0, 68854.0)	(25.0, 93343.0)	(26.0, 131539.0)	(27.0, 191702.0)	(28.0, 273707.0)	(29.0, 396567.0)	(30.0, 563471.0)	(31.0, 826315.0)	(32.0, 1217528.0)	(33.0, 1985077.0)	(34.0, 3695474.0)	(35.0, 9285991.0)	(36.0, 20512128.0)	(37.0, 955807.0)									
qc_bundle_trimmed | SRR30333759_1	(14.0, 2.0)	(15.0, 18.0)	(16.0, 118.0)	(17.0, 301.0)	(18.0, 531.0)	(19.0, 1086.0)	(20.0, 2040.0)	(21.0, 3835.0)	(22.0, 7065.0)	(23.0, 13167.0)	(24.0, 24293.0)	(25.0, 46690.0)	(26.0, 88020.0)	(27.0, 165600.0)	(28.0, 285903.0)	(29.0, 471043.0)	(30.0, 711130.0)	(31.0, 1031252.0)	(32.0, 1426593.0)	(33.0, 2057680.0)	(34.0, 3186903.0)	(35.0, 6849052.0)	(36.0, 25077084.0)	(37.0, 1321066.0)												
qc_bundle_trimmed | SRR30333759_2	(11.0, 2.0)	(12.0, 155.0)	(13.0, 1424.0)	(14.0, 3258.0)	(15.0, 3863.0)	(16.0, 3685.0)	(17.0, 3788.0)	(18.0, 4400.0)	(19.0, 6076.0)	(20.0, 9287.0)	(21.0, 15424.0)	(22.0, 23811.0)	(23.0, 36236.0)	(24.0, 52261.0)	(25.0, 78234.0)	(26.0, 116157.0)	(27.0, 176530.0)	(28.0, 260029.0)	(29.0, 388275.0)	(30.0, 568070.0)	(31.0, 851602.0)	(32.0, 1286832.0)	(33.0, 2157407.0)	(34.0, 4138559.0)	(35.0, 10568400.0)	(36.0, 21133948.0)	(37.0, 882705.0)									
qc_bundle_trimmed | SRR30333760_1	(14.0, 1.0)	(15.0, 18.0)	(16.0, 67.0)	(17.0, 195.0)	(18.0, 427.0)	(19.0, 809.0)	(20.0, 1580.0)	(21.0, 2982.0)	(22.0, 5947.0)	(23.0, 11836.0)	(24.0, 23203.0)	(25.0, 46506.0)	(26.0, 88934.0)	(27.0, 165191.0)	(28.0, 277981.0)	(29.0, 439194.0)	(30.0, 635580.0)	(31.0, 885025.0)	(32.0, 1169756.0)	(33.0, 1620419.0)	(34.0, 2418210.0)	(35.0, 5189198.0)	(36.0, 26246280.0)	(37.0, 1636015.0)												
qc_bundle_trimmed | SRR30333760_2	(11.0, 2.0)	(12.0, 238.0)	(13.0, 2047.0)	(14.0, 4645.0)	(15.0, 5415.0)	(16.0, 4945.0)	(17.0, 4647.0)	(18.0, 5094.0)	(19.0, 6838.0)	(20.0, 10616.0)	(21.0, 17745.0)	(22.0, 29468.0)	(23.0, 48334.0)	(24.0, 76192.0)	(25.0, 118952.0)	(26.0, 176075.0)	(27.0, 258954.0)	(28.0, 362502.0)	(29.0, 507456.0)	(30.0, 690615.0)	(31.0, 958611.0)	(32.0, 1332772.0)	(33.0, 2064224.0)	(34.0, 3773551.0)	(35.0, 9906555.0)	(36.0, 19756071.0)	(37.0, 742721.0)									
qc_bundle_trimmed | SRR30333761_1	(14.0, 3.0)	(15.0, 10.0)	(16.0, 104.0)	(17.0, 234.0)	(18.0, 526.0)	(19.0, 1024.0)	(20.0, 2107.0)	(21.0, 4263.0)	(22.0, 8145.0)	(23.0, 16650.0)	(24.0, 32776.0)	(25.0, 66335.0)	(26.0, 125856.0)	(27.0, 229457.0)	(28.0, 380353.0)	(29.0, 596051.0)	(30.0, 856773.0)	(31.0, 1182508.0)	(32.0, 1560469.0)	(33.0, 2161946.0)	(34.0, 3203537.0)	(35.0, 6504871.0)	(36.0, 23625889.0)	(37.0, 1284534.0)												
qc_bundle_trimmed | SRR30333761_2	(11.0, 6.0)	(12.0, 551.0)	(13.0, 4391.0)	(14.0, 8247.0)	(15.0, 8452.0)	(16.0, 6810.0)	(17.0, 6035.0)	(18.0, 6359.0)	(19.0, 8384.0)	(20.0, 13152.0)	(21.0, 21916.0)	(22.0, 33390.0)	(23.0, 48963.0)	(24.0, 69070.0)	(25.0, 98783.0)	(26.0, 137056.0)	(27.0, 197530.0)	(28.0, 277211.0)	(29.0, 398431.0)	(30.0, 563266.0)	(31.0, 816857.0)	(32.0, 1199139.0)	(33.0, 1941456.0)	(34.0, 3606976.0)	(35.0, 9335936.0)	(36.0, 21862644.0)	(37.0, 1173164.0)									
qc_bundle_trimmed | SRR30333762_1	(15.0, 14.0)	(16.0, 82.0)	(17.0, 217.0)	(18.0, 444.0)	(19.0, 951.0)	(20.0, 1755.0)	(21.0, 3267.0)	(22.0, 6479.0)	(23.0, 12813.0)	(24.0, 24811.0)	(25.0, 50424.0)	(26.0, 96251.0)	(27.0, 176864.0)	(28.0, 296527.0)	(29.0, 464514.0)	(30.0, 670862.0)	(31.0, 933230.0)	(32.0, 1239244.0)	(33.0, 1735842.0)	(34.0, 2598774.0)	(35.0, 5676509.0)	(36.0, 25237091.0)	(37.0, 1161129.0)													
qc_bundle_trimmed | SRR30333762_2	(11.0, 2.0)	(12.0, 357.0)	(13.0, 2329.0)	(14.0, 4517.0)	(15.0, 4619.0)	(16.0, 3934.0)	(17.0, 3728.0)	(18.0, 4426.0)	(19.0, 6244.0)	(20.0, 10313.0)	(21.0, 17465.0)	(22.0, 28911.0)	(23.0, 47542.0)	(24.0, 72027.0)	(25.0, 109071.0)	(26.0, 157190.0)	(27.0, 227480.0)	(28.0, 318958.0)	(29.0, 447372.0)	(30.0, 614381.0)	(31.0, 862034.0)	(32.0, 1212840.0)	(33.0, 1888602.0)	(34.0, 3413254.0)	(35.0, 8959272.0)	(36.0, 21031664.0)	(37.0, 939431.0)									
qc_bundle_trimmed | SRR30333763_1	(14.0, 1.0)	(15.0, 19.0)	(16.0, 87.0)	(17.0, 237.0)	(18.0, 485.0)	(19.0, 841.0)	(20.0, 1558.0)	(21.0, 3015.0)	(22.0, 5684.0)	(23.0, 10732.0)	(24.0, 21237.0)	(25.0, 42478.0)	(26.0, 82127.0)	(27.0, 154350.0)	(28.0, 261545.0)	(29.0, 415313.0)	(30.0, 599022.0)	(31.0, 832689.0)	(32.0, 1102466.0)	(33.0, 1527652.0)	(34.0, 2271606.0)	(35.0, 4993392.0)	(36.0, 28703438.0)	(37.0, 1814273.0)												
qc_bundle_trimmed | SRR30333763_2	(11.0, 6.0)	(12.0, 413.0)	(13.0, 3568.0)	(14.0, 8895.0)	(15.0, 11599.0)	(16.0, 11239.0)	(17.0, 10381.0)	(18.0, 9928.0)	(19.0, 11525.0)	(20.0, 15851.0)	(21.0, 25148.0)	(22.0, 38009.0)	(23.0, 56114.0)	(24.0, 80171.0)	(25.0, 119085.0)	(26.0, 171554.0)	(27.0, 251326.0)	(28.0, 349877.0)	(29.0, 487358.0)	(30.0, 659735.0)	(31.0, 910722.0)	(32.0, 1253770.0)	(33.0, 1923445.0)	(34.0, 3533848.0)	(35.0, 9914242.0)	(36.0, 22134145.0)	(37.0, 852201.0)									
qc_bundle_trimmed | SRR30333764_1	(15.0, 12.0)	(16.0, 67.0)	(17.0, 187.0)	(18.0, 424.0)	(19.0, 755.0)	(20.0, 1480.0)	(21.0, 2951.0)	(22.0, 5682.0)	(23.0, 11474.0)	(24.0, 22181.0)	(25.0, 43868.0)	(26.0, 83602.0)	(27.0, 154538.0)	(28.0, 261677.0)	(29.0, 418038.0)	(30.0, 609900.0)	(31.0, 861426.0)	(32.0, 1159334.0)	(33.0, 1640813.0)	(34.0, 2445199.0)	(35.0, 5151713.0)	(36.0, 25970786.0)	(37.0, 1666466.0)													
qc_bundle_trimmed | SRR30333764_2	(11.0, 4.0)	(12.0, 406.0)	(13.0, 3809.0)	(14.0, 8370.0)	(15.0, 9428.0)	(16.0, 8244.0)	(17.0, 6986.0)	(18.0, 7063.0)	(19.0, 8678.0)	(20.0, 12770.0)	(21.0, 20277.0)	(22.0, 30680.0)	(23.0, 45565.0)	(24.0, 65490.0)	(25.0, 95866.0)	(26.0, 138585.0)	(27.0, 206023.0)	(28.0, 293591.0)	(29.0, 421324.0)	(30.0, 587335.0)	(31.0, 834845.0)	(32.0, 1188206.0)	(33.0, 1874762.0)	(34.0, 3473516.0)	(35.0, 9457291.0)	(36.0, 20867680.0)	(37.0, 845681.0)									
qc_bundle_trimmed | SRR30333765_1	(14.0, 1.0)	(15.0, 17.0)	(16.0, 96.0)	(17.0, 257.0)	(18.0, 535.0)	(19.0, 1099.0)	(20.0, 2025.0)	(21.0, 4130.0)	(22.0, 7666.0)	(23.0, 15104.0)	(24.0, 29378.0)	(25.0, 59534.0)	(26.0, 112886.0)	(27.0, 207972.0)	(28.0, 349909.0)	(29.0, 557185.0)	(30.0, 811464.0)	(31.0, 1142931.0)	(32.0, 1535352.0)	(33.0, 2154703.0)	(34.0, 3189138.0)	(35.0, 6477571.0)	(36.0, 22586778.0)	(37.0, 1118744.0)												
qc_bundle_trimmed | SRR30333765_2	(11.0, 5.0)	(12.0, 612.0)	(13.0, 5019.0)	(14.0, 10388.0)	(15.0, 10933.0)	(16.0, 8993.0)	(17.0, 7773.0)	(18.0, 7745.0)	(19.0, 9854.0)	(20.0, 14544.0)	(21.0, 23205.0)	(22.0, 33873.0)	(23.0, 47429.0)	(24.0, 66127.0)	(25.0, 95127.0)	(26.0, 136718.0)	(27.0, 202882.0)	(28.0, 292250.0)	(29.0, 423677.0)	(30.0, 605754.0)	(31.0, 885321.0)	(32.0, 1300102.0)	(33.0, 2099839.0)	(34.0, 3841706.0)	(35.0, 9488108.0)	(36.0, 19782794.0)	(37.0, 963425.0)									
qc_bundle_trimmed | SRR30333766_1	(14.0, 1.0)	(15.0, 11.0)	(16.0, 62.0)	(17.0, 184.0)	(18.0, 417.0)	(19.0, 788.0)	(20.0, 1580.0)	(21.0, 3183.0)	(22.0, 6312.0)	(23.0, 12167.0)	(24.0, 23951.0)	(25.0, 48363.0)	(26.0, 92468.0)	(27.0, 170833.0)	(28.0, 287588.0)	(29.0, 455214.0)	(30.0, 657510.0)	(31.0, 918692.0)	(32.0, 1212031.0)	(33.0, 1668295.0)	(34.0, 2478995.0)	(35.0, 5301460.0)	(36.0, 29549543.0)	(37.0, 2125071.0)												
qc_bundle_trimmed | SRR30333766_2	(11.0, 6.0)	(12.0, 442.0)	(13.0, 3712.0)	(14.0, 9243.0)	(15.0, 12463.0)	(16.0, 12328.0)	(17.0, 11621.0)	(18.0, 11387.0)	(19.0, 13120.0)	(20.0, 18316.0)	(21.0, 28194.0)	(22.0, 42158.0)	(23.0, 59361.0)	(24.0, 80571.0)	(25.0, 115067.0)	(26.0, 162978.0)	(27.0, 236734.0)	(28.0, 331877.0)	(29.0, 468068.0)	(30.0, 642165.0)	(31.0, 901253.0)	(32.0, 1272931.0)	(33.0, 1991869.0)	(34.0, 3715647.0)	(35.0, 10391926.0)	(36.0, 23560892.0)	(37.0, 920313.0)									
qc_bundle_trimmed | SRR30333767_1	(15.0, 23.0)	(16.0, 79.0)	(17.0, 224.0)	(18.0, 458.0)	(19.0, 920.0)	(20.0, 1848.0)	(21.0, 3687.0)	(22.0, 7105.0)	(23.0, 14460.0)	(24.0, 28479.0)	(25.0, 56383.0)	(26.0, 106178.0)	(27.0, 192994.0)	(28.0, 318638.0)	(29.0, 496036.0)	(30.0, 708376.0)	(31.0, 983172.0)	(32.0, 1314479.0)	(33.0, 1831212.0)	(34.0, 2708292.0)	(35.0, 5627311.0)	(36.0, 26146148.0)	(37.0, 1525824.0)													
qc_bundle_trimmed | SRR30333767_2	(11.0, 5.0)	(12.0, 544.0)	(13.0, 4468.0)	(14.0, 10317.0)	(15.0, 11905.0)	(16.0, 10332.0)	(17.0, 8913.0)	(18.0, 8773.0)	(19.0, 10675.0)	(20.0, 15486.0)	(21.0, 25269.0)	(22.0, 39102.0)	(23.0, 57804.0)	(24.0, 82248.0)	(25.0, 120662.0)	(26.0, 170898.0)	(27.0, 247830.0)	(28.0, 345754.0)	(29.0, 485667.0)	(30.0, 665650.0)	(31.0, 933045.0)	(32.0, 1316936.0)	(33.0, 2058978.0)	(34.0, 3771895.0)	(35.0, 9922329.0)	(36.0, 20913636.0)	(37.0, 833045.0)									
qc_bundle_trimmed | SRR30333768_1	(14.0, 1.0)	(15.0, 19.0)	(16.0, 94.0)	(17.0, 280.0)	(18.0, 582.0)	(19.0, 1346.0)	(20.0, 2632.0)	(21.0, 5357.0)	(22.0, 10799.0)	(23.0, 21904.0)	(24.0, 42797.0)	(25.0, 83863.0)	(26.0, 149190.0)	(27.0, 260260.0)	(28.0, 415734.0)	(29.0, 630874.0)	(30.0, 882727.0)	(31.0, 1200344.0)	(32.0, 1565927.0)	(33.0, 2164167.0)	(34.0, 3243413.0)	(35.0, 6615895.0)	(36.0, 23100157.0)	(37.0, 1096928.0)												
qc_bundle_trimmed | SRR30333768_2	(11.0, 19.0)	(12.0, 1158.0)	(13.0, 7036.0)	(14.0, 12314.0)	(15.0, 12142.0)	(16.0, 9752.0)	(17.0, 8364.0)	(18.0, 8554.0)	(19.0, 11635.0)	(20.0, 18216.0)	(21.0, 30597.0)	(22.0, 47521.0)	(23.0, 71313.0)	(24.0, 102347.0)	(25.0, 145011.0)	(26.0, 200315.0)	(27.0, 284838.0)	(28.0, 389743.0)	(29.0, 538957.0)	(30.0, 734464.0)	(31.0, 1031294.0)	(32.0, 1467730.0)	(33.0, 2310506.0)	(34.0, 4145734.0)	(35.0, 9769045.0)	(36.0, 19213563.0)	(37.0, 922663.0)									
